userName;content;score;at
Indra Suari;Tolong zoom nya jangan di hp keluaran sekarang aj ?????????;5;2021-11-21 13:03:16
Ligina Silver;Zoom cloud meeti;5;2021-11-21 12:16:33
tris sutres;Kontroksi Dan lainlain;5;2021-11-21 12:16:13
Victor H M Muabuay;Mantap;5;2021-11-21 12:05:52
Tariq Bestivan;Aplikas nya sangat membantu untuk kuliah online;5;2021-11-21 11:50:18
Yohanes Hendro Agus;Membantu untuk pertemuan on line;5;2021-11-21 11:21:35
Mailina Permatasari;Keren sih. Kalo virtual background support di HP lrbih keren lagi nih;5;2021-11-21 10:42:31
Yohanis Bomil;Program penyuluhan pertanian Berperan dalam pembangunan disegala bidang kehidupan.;5;2021-11-21 10:36:14
winda wulan;Aplikasi bagus, tapi saya sangat kecewa tidak bisa menggunakan virtual background;1;2021-11-21 10:04:54
Agustina Lusia Guda Da Gomes;Sangat membantu dalam perkuliahan;5;2021-11-21 10:02:13
Heronimus Sensi;Ranting 3 dulu entar klu bagus ta bintang 5;3;2021-11-21 09:42:34
Akhtar Dwi Tarno Putra;Aplikasi bagus;5;2021-11-21 09:11:39
washoya muda;Bagus;5;2021-11-21 08:43:25
Andriawansyah Wawan;Saya suka dengan aplikasi ini;5;2021-11-21 08:31:08
siance najuf;Baik;5;2021-11-21 07:47:24
imrialis Alis;Terima kasih zoom meeting bisa membantu aktivitas saya..??;5;2021-11-21 07:26:36
Birgita Yuni Setyoningsih;Cukup bermanfaat;5;2021-11-21 07:15:28
Siapa Nih;The best application.;5;2021-11-21 06:57:51
Kristianus Naihati;Good;5;2021-11-21 06:55:36
Mochamad Chabib Nawawi;Lancar;5;2021-11-21 06:07:36
endang susilowati;Jelek,Gabisa diapapain;1;2021-11-21 06:01:57
Jijen Luna;Aplikasinya bagus;5;2021-11-21 05:06:23
Achmad Abdussalam;Performanya semakin berat dan memakan banyak daya baterai, mungkin bisa diperbaiki;4;2021-11-21 04:28:26
Andika Lala;Yeesss;5;2021-11-21 04:23:21
yayu andriani;Alhamdulillah mudah utk digunakan????????????;5;2021-11-21 04:21:23
Beriaman Purba;Baiksekali;4;2021-11-21 04:15:54
Amrullah;Ok;5;2021-11-21 04:09:24
shannen 9212;Mantul;5;2021-11-21 04:06:47
Yeti Resnayati;Sangat membantu pekerjaan saya..terimakasih.;5;2021-11-21 03:41:13
Lando lumingkewas;Baru coba ternyata keren juga;4;2021-11-21 03:35:10
indahnur;Bagus;5;2021-11-21 03:31:38
Reza Govin148;Sementara 3 dulu;3;2021-11-21 03:16:38
Yeti Supriyati21;Good;4;2021-11-21 02:59:32
Achmat Effendi;Sangat membantu kegiatan koordinasi dan konsultasi dimana saja dan kapan saja.;5;2021-11-21 02:53:10
Syabilla Khomariah Dara Tirta;Good apk;5;2021-11-21 02:52:31
Evi Sholihah;Baik;1;2021-11-21 02:24:16
Hafizoh Hafizoh;Bagus bermanfaat;5;2021-11-21 02:22:18
Hen Ku;Kurang bagus;1;2021-11-21 02:17:35
ilhamuddin Qosim;Good;5;2021-11-21 02:15:59
Bagus Jelek;keren;2;2021-11-21 02:11:42
USWAH Channel;ok;5;2021-11-21 01:59:56
Roza RBT;Bagus;5;2021-11-21 01:42:00
Dewa K Mahendranata;Good;3;2021-11-21 01:33:04
diyan veriyani;Zoom ulang;5;2021-11-21 01:19:49
Sry Yuni;Mantap;5;2021-11-21 01:17:56
Chrisyah F;Kalau ada fitur hemat kuota oke sih;4;2021-11-21 01:11:07
Ilham Putra;Oke;4;2021-11-21 01:10:27
arul__027;Good;5;2021-11-21 00:51:57
Shandy Ro;so nice;5;2021-11-21 00:16:43
Erwin Wijaya;Ok;5;2021-11-20 23:11:08
Indah Maulidar;Menguras banyak kuota ??;1;2021-11-20 17:06:32
Adrian Aan;Ok;5;2021-11-20 16:06:07
Hani Lestari;udah bagus..cuman kurang virtual background??;4;2021-11-20 15:05:06
orang cantik;Malesi;2;2021-11-20 14:29:55
Hani Lusiana;Ini kenapa ya zoom nya engga bisa login terus;3;2021-11-20 13:58:59
Mitro 1974;Mantap;5;2021-11-20 13:54:46
Agnes Kebang;Sangat membantu. . ...;5;2021-11-20 13:39:45
Nurhayati;Memuaskan;5;2021-11-20 13:38:47
Zul Kifli;Good;5;2021-11-20 13:33:48
ADIT TAMA;baguss;3;2021-11-20 13:29:36
Boby Heru;Lumayan,, kadang² masih susah/ilang suaranya;4;2021-11-20 13:25:57
fcblastocode dotcom;one star;1;2021-11-20 13:21:57
Ahmad Bahagia;Ok punya, dapat membantu.;5;2021-11-20 13:20:12
iyan suryadi;The best;5;2021-11-20 13:18:06
ali ghozi;Apik;5;2021-11-20 13:17:13
Fadhli Syaibani;Jos;5;2021-11-20 13:11:33
Unang Aja;Good;4;2021-11-20 13:05:27
Nor Hidayati;Good;4;2021-11-20 13:03:00
Teguh siswanto;Sangat terbantu;4;2021-11-20 13:00:18
Sholeh Pai Official;Good;4;2021-11-20 12:53:50
Annajwa Wafda;Saya udah intal apk ini sebelumnyabtrus saya uninstal karna saya download aplikasi lain dan memori saya tidak cukup dan akhirnya saya terpaksa uninstal.setelah itu saya download lagi apk zoom dan saya sudah hapus apk lain tapi kok gak bisa di download;1;2021-11-20 12:51:46
Rika Rismayanti;Ga bisa nge instal;1;2021-11-20 12:44:38
Atha Maritza;Ngga bisa di download;1;2021-11-20 12:36:05
Amalia Kurniasih;Semoga bisa berjalan dgn baik;5;2021-11-20 12:31:43
Rhoma Andika;Apk gx bgs;1;2021-11-20 12:27:32
AMRI KOMAR;Bagus aplikasinya mantap;5;2021-11-20 12:23:12
Selvana Fanny;Mantap ..;5;2021-11-20 12:22:54
ayu ayudiah;Memang terbaik;5;2021-11-20 12:09:15
Yossia Agape;Aplikasi ini sangat bagus sekali karena di masa pandemi ini kita perlu aplikasi zoom untuk bertemu dengan orang secara virtual;5;2021-11-20 12:08:52
ipulk ba3;Aplikasi gaje;1;2021-11-20 11:59:40
Maylina Rosmita Deswanti;Bagus!!!;5;2021-11-20 11:50:04
Sumarti;Sangat membantu;5;2021-11-20 11:46:41
siesta Chan;Mugiwara;1;2021-11-20 11:34:13
Raymond Bessie;Luar biasa.;5;2021-11-20 11:03:30
nanang sujarwo;Bagus;5;2021-11-20 10:42:50
chika's daddy peace;Very good..;5;2021-11-20 10:40:20
Rian bayu Bayu;Wah aplikasi ini sangat bagus;3;2021-11-20 10:06:01
Nafishanur Salsabila.;Dowlod gara gara tugas??;3;2021-11-20 09:57:51
Mashur Razak;Excellent;5;2021-11-20 09:11:47
Nisya -Alyssa-putri;Masih baik ku update nih zoom kalo bukan tugas sekolah dan audition ,ehh pas ngeupdate gak bisa cik bagai mana sih yg awal nya bagus eh tau tau nya gini mana layar warna nya kebikin mata sakit -_- tolong di terbaik ya;1;2021-11-20 09:04:06
Nova Novita;Not bad;5;2021-11-20 08:47:53
M. Aqshal Maulana;PLEASE ADD VIRTUAL BACKGROUND FOR REALME NARZO 20, WITH MEDIATEK HELIO G85 CHIPSET :);5;2021-11-20 08:47:36
Frieska Prasuryaningrum;Kurang memuaskan...;5;2021-11-20 08:38:19
Valentino Hermawan;Haduhhh. Kenapa gak bisaaa joinn. .. Blokgblok;1;2021-11-20 08:37:18
Premium Roast;Ok;5;2021-11-20 08:34:40
Marcel Tbn;Aku bisa berkomunikasi di dalam via zoom ini semua yang pakai pasti debes ????;5;2021-11-20 07:58:44
Lisnia Jumartin;Gooooddd;5;2021-11-20 07:57:57
Pandapotan Siringoringo;ok;5;2021-11-20 07:42:33
siti sundari;Bagus;5;2021-11-20 07:28:32
Wati hasnah;Mantap;5;2021-11-20 07:22:07
Gr Muhni Amuntai;Mantap;5;2021-11-20 07:20:54
GBA GAMING;Ini aplikasi gimana sih Sinyal udah 4G,terus pas downloadnya udah lancar tapi di pertengahan downloadnya kok malah di ulang tolong buat pihak zoom perbaiki lah;1;2021-11-20 06:56:57
Kurnia Putri;Ýýýýýýghyýý5ýyýýýýý was ýýýýýýghyýý5ýyýýýýý AM Ýýyýyý? 5 is þ5 and Þþ?5yþ and 5you are talking yg and ýtxv6?ý ýýýýýýghyýý5ýyýýýýý was yo ýýýwas yyyýýýýyyýýghh?ý??g?yt5yyyyýyýýyýgy5yg?5yyyýy?ggg?g?ýtgygyggýggý?gtyg?45ygygg?g?gþhc?ý gt logging is G?g?ggy5??ýg55ggggytgyg?y guy and I 5th 5gbý5yýy5 5;1;2021-11-20 06:34:34
Budi san san;Aplikasi ribet;1;2021-11-20 06:33:09
Ellena Saufika;Gabisa di download;5;2021-11-20 06:21:44
Agus Tohir;Istimewa;5;2021-11-20 06:16:57
Soni Suwandono;Good;5;2021-11-20 06:16:11
Rus Tam;Bagus;5;2021-11-20 05:31:00
Salsabila Monica;Bagus bangeet aku bahkan bisa lihahat teman ku fix kalian harus downdlod aplikasi ini bagus banget;5;2021-11-20 05:28:53
Lk7k ps;Disuruh guru:v;5;2021-11-20 05:26:23
tri wira rosadi;Bagu Zoomnya tp aku beri bintang 4aja ya;4;2021-11-20 05:03:07
Sriyanti Zuhriyah;Eror gabisa di instal;1;2021-11-20 04:56:11
aprilia Lia;Gud;5;2021-11-20 04:41:33
Asih Joko Purwanto;Joss mantul...x;5;2021-11-20 04:28:21
Nuryati Nuryati;Sangat bermanfaat;5;2021-11-20 04:22:45
tommy pananawa;mantabs;4;2021-11-20 03:38:41
M. Kaisar;Saya minta tolong kepada pihak zoom untuk menyemaratakan fungsi virtual background ke seluruh merk perangkat elektronik berupa hp atau pc dan laptop.;3;2021-11-20 03:11:04
Hary Anto;Sangat membantu;5;2021-11-20 03:09:28
Linda Linda;Bagus linknya bisa;5;2021-11-20 03:03:58
Elda Zeruya Harefa;Ok;4;2021-11-20 03:02:54
wendra hitori;Sangat Support kegiantan kantor;5;2021-11-20 03:02:12
amir sarifudin;Top bgt;5;2021-11-20 02:59:53
Putri Sunarwi;INI KOK GINI BERJAM - JAM MASUKIN PASS GAK MAU MASUK;1;2021-11-20 02:40:40
Meyi_Yanie;Program yg sangat baik;5;2021-11-20 02:39:48
nurhafiz fandy;Bagus banget;5;2021-11-20 02:35:38
Yusni Tari;Sangat bagus;5;2021-11-20 02:34:19
Jenifer Cuties;Hai Namaku Jenifer dan hanya ingin bilang app ini sangat membantu bagiku apalagi untuk belajar online tapi mungkin app nya bisa diperbaiki lagi karena masih ada beberapa hal misalnya keluar dari app tanpa aku pencet tombol keluar itu aja komentar aku semoga bisa membantu yah;5;2021-11-20 02:31:55
Putri Dinda Arifiana;Good;4;2021-11-20 02:28:53
Rita Sompie;Bagus dn kerennn!! Bisa liat liat tmn2 kita;4;2021-11-20 02:23:54
Arya Dwi permana;Aplikasi beban sekolah;1;2021-11-20 02:18:46
suherman syukur;Good;5;2021-11-20 02:16:26
Yazid Gundul;-_-liat ape lu;5;2021-11-20 01:47:36
Saumi Achmad;Dengan adanya aplikasi ZOOM Cloud Metting dalam situasi pandemi saat ini sangat memermudah kita dalam segala aktifitas dan komunikasi ,diskusi dengan melibatkan beberapa rekan kerja walaupun dg cara tatap muka melalui hp atau laptop????;5;2021-11-20 01:44:27
Indra Cahyono;oke;5;2021-11-20 01:34:02
SITI NURJANAH;Sipppp;5;2021-11-20 01:30:53
Khanafi Goas;Sangat Bagus;1;2021-11-20 01:28:13
lismeika liska;Good;5;2021-11-20 01:26:55
rajanet medan;Mantap dan layak di Pertahankan tks;5;2021-11-20 01:26:17
Rara Setiawati;tolong untuk virtual background jangan hanya untuk HP tertentu saja, namun izinkan semua merek HP!!!!;1;2021-11-20 01:16:36
Imran Amin Tapa;Mantap;4;2021-11-20 01:08:53
Najma Nazmi;Ok mantap;5;2021-11-20 00:31:55
Mega Astrisa;Punyaku gak bisa pasang bacground.;3;2021-11-20 00:25:53
A;Untuk background gak bisa, padahal di g meet bisa. Jaringannya kurang stabil, jelek dikit ngelag, beda sm g meet yg cenderung lebih stabil;2;2021-11-19 23:34:18
Dedy Sitompul;Aku hapus karena appnya gede programmernya tidak mampu optimasi kode ??;1;2021-11-19 23:16:37
Uswah Hasanah;Tolong di perbaiki karena paketan saya habis;1;2021-11-19 23:13:54
Desmon Sihombing;Goodwork;5;2021-11-19 23:04:43
yuvie satriyono;Lumayan bagus;4;2021-11-19 23:02:54
Sugix Six;Sangat Bagus;5;2021-11-19 22:52:01
Maulana Krisna;Ndak bagus sekali;5;2021-11-19 22:32:46
Anindya Sasikirana Salsabila 5B;Saya garap ada menu hapus chat ya!;5;2021-11-19 21:29:02
Rona Sinaga;Oke;5;2021-11-19 21:26:27
Baskoro Rinakit;nice;5;2021-11-19 20:02:28
Muhammad hadi sujito Jito;Sangat bagus;5;2021-11-19 18:49:11
nuri syafiq;ok;5;2021-11-19 18:04:50
Linsaudin Damanik;terjemshkan ke dlm bhs. Indonedia.;5;2021-11-19 15:35:52
Leonardus C Jatmiko;This apk is the best...really;5;2021-11-19 14:37:08
AJHI KHNA;Perfect;5;2021-11-19 14:28:02
Fitria Faustina???;Bagus;4;2021-11-19 14:23:00
Jo jo;masa w apus apk anim buat donload ni zoom sngt memberi dislike??????;1;2021-11-19 14:20:32
Reffa Hesegem;??Mantab;5;2021-11-19 14:16:45
Gamer S;kembangkan lebih bagus lagi untuk fitur²nya;5;2021-11-19 14:00:07
Raden Sharla Alifa;Banyak kendala salah aatunya gak bisa bikin Ruangan,Susah Masuk dari link dan sering keluar sendiri;3;2021-11-19 13:48:30
Amri Bareg;B ajah;5;2021-11-19 13:44:22
Rivani Cahyaningrum;Ketika app digunakan melalui hp, file yg dikirim melalui kolom chat tidak bisa terlihat, jadi pengguna app melalui hp tidak bisa download file yg dikirim Mohon diperbaiki, terima kasih;2;2021-11-19 13:37:30
Purwanto SH. MM.;Zoom hari ini lancar sekali .;5;2021-11-19 13:31:09
Agung Deprianus;Bagus;5;2021-11-19 13:20:51
Rezky Adelaputry;Sangat membantuu;5;2021-11-19 13:11:13
Sekolah Pascasarjana Universitas Maarif Hasyimlatif;Cakep;5;2021-11-19 12:58:07
Deandles Wattimury;Virtual background di redmi note 8 pro please;3;2021-11-19 12:36:46
Nina malik Aufa z;Aplikasi ini membantu saya. Saya jadi bisa Zoom bersama tema teman saya di sekolah;5;2021-11-19 12:35:53
tatik hardini;Literasi digital sangat penting;5;2021-11-19 12:20:05
Young Key;good;5;2021-11-19 12:13:50
Iiskurniasih Utami;Baguuuus;5;2021-11-19 12:10:57
ahmad kharis;Sangat membantu dalam kegiatan pembelajaran daring;4;2021-11-19 11:59:44
Rifqi Azka Rizqullah;Saya kasih bintang 1 karna tidak auto mute saya barusan dipermalukan di depan 67 org;1;2021-11-19 11:44:12
Renny Rostiani;Sangat bermanfaat aplikasi nya;5;2021-11-19 11:40:43
Robi Anggoro;Sukses selalu ZOOM;5;2021-11-19 11:25:25
Muhamad Yamin;Coba dulu;3;2021-11-19 11:11:25
Supri Channel21;Mantap;5;2021-11-19 11:07:56
Fransiska Ani;Mroa;5;2021-11-19 11:07:25
puncakjaya lover;ok krn dipakai terus;5;2021-11-19 10:57:59
ENCEP TATANG AWALUDIN;good;4;2021-11-19 10:44:04
Monica Nacha;bagus;5;2021-11-19 10:42:08
Rodiah Dhy;Bagus;5;2021-11-19 10:35:50
rajab hs;Keren;5;2021-11-19 10:32:24
Devi Ayulestari;Sangat baik,,;5;2021-11-19 10:26:17
FIRZA BACHTIAR;Kalau buka mau buka video selalu not responding;1;2021-11-19 10:21:01
Dede Syaripudin;Ribet daptarnya;1;2021-11-19 10:12:36
Krisna Budi;Good;5;2021-11-19 09:06:30
Faeyza Mirza;Very good;5;2021-11-19 09:01:26
Oldy Rotinsulu;Very Good;5;2021-11-19 08:58:40
Neng Geulis;Gede banget sih, gak bisa diinstal di hp ku;1;2021-11-19 08:58:36
Muhammad Rivaldi;Gara gara kau aku kenak marah bangke;1;2021-11-19 08:55:54
Ali Zee;Lumayan;3;2021-11-19 08:49:46
The Unyeng-Unyeng;Tidak bisa upload BG acara;3;2021-11-19 08:40:45
sardjana mangunredjo;Terima kasih zoom , sangat ber manfaat , cepat akses nya .;5;2021-11-19 08:21:32
Kalisa Salsabila;Bagus;5;2021-11-19 08:19:07
Ahmad Idas;Ok;5;2021-11-19 08:08:03
Find name;Dear zoom, why i can't change my virtual background on my phone?? My phone is android 11 already and 4gb ram pls fix this;1;2021-11-19 07:45:15
Tommy sitorus;Tolong Acount saya di perhatikan biar gak macet macet;5;2021-11-19 07:40:15
Maulana Alvinzan;Kenapa di HP saya tidak bisa pake background;2;2021-11-19 07:40:00
Arief Setiawan;Good;5;2021-11-19 07:39:13
Wira Lahagu;Aplikasi yang sangat memuaskan;5;2021-11-19 07:22:28
Veronica Nunuk Kartika Dewi Kalaij;Good;5;2021-11-19 07:11:17
Dini Anggraeni;Aplikasi yg sangat bagus memudahkan urusan dan pekerjaan diluar rumah jadi bisa dikerjakan di rumah;5;2021-11-19 07:06:26
Agustinus Nuka;Mantap;5;2021-11-19 07:04:36
IPCN NDONGENG;Joz;5;2021-11-19 06:59:38
MAREKO WARUWU;Ok;1;2021-11-19 06:59:17
Urip Budiarti;Selama memakai zoom meeting bisa belajar vitural;5;2021-11-19 06:56:37
OE SWARA;Ok;5;2021-11-19 06:37:30
Alfian tabah N;Yss;5;2021-11-19 06:34:58
Nova Novita;Bagus;5;2021-11-19 06:33:18
Korina Al muna warah;Bagus tapi sayank disaya ngk bisa di pakek;4;2021-11-19 06:25:58
Santo Eko;Bagus;4;2021-11-19 06:13:21
Yanti Kenzo;Semenjak ada pandemi semua jadi serba online....dan apk ini sangat membantu anak saya dalam menjalankan tugas online sehari hari??dan sy sebagai ortu tidak perlu repot lagi kalau ada tugas meet seperti ini...Terimakasih??;5;2021-11-19 06:12:01
oyo oyo;Kalo nggak karena skolah saya males banget donglot zoom??;1;2021-11-19 06:06:13
Mr. A;Kasih dong virtual backgroundnya yg spek nya gk mendukung.... Kasian hape yg tidak mendukung;1;2021-11-19 05:54:27
natalina keloko;Banyak manfaat;4;2021-11-19 05:14:42
Aqseyna Dhuha;okay;5;2021-11-19 05:02:50
Mesak Pangrante;Aplikasi yg sangat luar biasa...;5;2021-11-19 04:56:12
Happy Summer;Ada bug nya pls liangin dong baru ku kasih bintang 5 ??;2;2021-11-19 04:47:25
Muhammad Syahrudi;Bagus sekali;5;2021-11-19 04:44:55
Rima Rahmayanti_110;zoom aku mau kasih saran nih, tapi please lakuin ya? tolong adain fitur virtual background untuk hp android juga dong, jgn untk hp keluaran terbaru aja.;1;2021-11-19 04:29:21
Euis Viva Winari;Aplikasi nya bagussss;5;2021-11-19 04:13:13
lalalalala lalalala;Cara Report Akun Oranglain Gimana;1;2021-11-19 03:48:24
Erlina Lutfiana;This is the Best apk;5;2021-11-19 03:32:28
Yohanes Hirang BS;Bagus;5;2021-11-19 03:20:35
Anda Hadianto;Zoom meeting;5;2021-11-19 02:55:19
Widya Puspitarani;ONCAM MULU PAS BARU JOIN. AURAT GUA KEUMBAR MULU DAH GEGARA KULIAH PAKE ZOOM HEHE;1;2021-11-19 02:51:01
Edyl Asmin;Good,;5;2021-11-19 02:44:05
Alfiansyah4x4;Sangat lumayan;5;2021-11-19 02:41:00
GOJIRA;Good so far ??;5;2021-11-19 02:30:54
Agung Bachtiar;Aplikasi ini sangat bagus saya sangat suka tapi kenapa harus ada waktunya dan keluar masuk keluar masuk terus;5;2021-11-19 02:30:18
Nuri Ati;Good;5;2021-11-19 02:12:18
Up Die;Aplikasi ini bagus tapi sangat boros kuota saya baru menggunakan 1 jam habis 3gb lebih kalau pakai wifi atau hotspot ngelag;2;2021-11-19 02:11:51
Elmy Siagian;Baik;5;2021-11-19 01:43:37
Nabilla Nurillah;Baik;5;2021-11-19 01:24:42
iwan setiawan;Memuaskan;5;2021-11-19 01:05:39
puspitta endang;Ga ada fasilitas utk background;2;2021-11-19 00:54:05
Michael Sanger;Mengecewakan Virtual Background di HP Realme sudah tidak bisa muncul lagi. Padahal requirement sudah sesuai;1;2021-11-19 00:53:30
Gita Kartika TK;Hai Dev, Mohon untuk adakan fitur untuk memperbesar video orang lain ????;4;2021-11-19 00:51:58
Michael Jcp;Kenapa punya saya tidak dapat di download pahdal penyimpanan saya masih cukup;1;2021-11-19 00:31:30
Harry Potter;Mb nya gede;1;2021-11-19 00:19:45
Diki Novela;Sangat membantu,klo bisa ada bahasa Indonesia nya jadi bagi yang GK bisa bahasa Inggris bisa terbantu,itu aja sih min;5;2021-11-19 00:17:48
ita Nawal;Anak sekolah daring hp selalu aktif ,bisa gak lewat hp selain androit boss que ...? Ok;4;2021-11-18 23:42:28
evan yonathan;Good;5;2021-11-18 23:31:49
Edwin Tambunan;aplikasi ny sngat mbantu...;5;2021-11-18 23:30:52
Melfi Yani;Apk nya gkbisa di install²di hp saya mungkin kentang kali ya??;1;2021-11-18 23:08:17
Ridho Andreski;Baguss;5;2021-11-18 22:56:53
Muhammad Rifaldi Umar;Bagusnya;3;2021-11-18 21:53:01
Linda Sintawati;Dapat trima sempurna terima kasih;5;2021-11-18 21:51:08
Andika Afrizal;Good;4;2021-11-18 20:36:18
Hameeda Calief;Good;5;2021-11-18 19:16:41
Alhidayat Wajo;Bagus;5;2021-11-18 17:54:49
Novianto Bimo;Kenapa HP Redmi 9a gak ada virtual background ya... Tolong donk Virtual background nya juga ada di HP Redmi 9a;4;2021-11-18 17:20:27
ERDIKO WANIMBO;Mau mencari pengalaman di zoom;5;2021-11-18 16:45:30
Dian Andriani;Tolong backgroundnya kenapa gak mau di hp saya, kenapa untuk background di persulit ya;2;2021-11-18 14:35:22
Viska Damayastri;Aplikasinya bagus, tapi tolong perbaiki lagi ketika sedang meeting tiba tiba saja keluar sendiri saya kesal sekali dengan hal itu??;4;2021-11-18 14:32:26
Nyoman jeni Fergita;Ok sip;5;2021-11-18 14:21:58
Felicia Darlini;Alhamdulillah bisa ikut zoom Rabbani ??;5;2021-11-18 14:04:36
Birgita Karina;Aplikasi nnya bagus ???? aku kasih bintang?????;5;2021-11-18 13:37:28
reni;Assalamu'alaikum Teruntuk zoom termanis lope lope , plis pasangkan filter;4;2021-11-18 13:19:35
ijal najib;Jooosss;5;2021-11-18 13:01:47
septian candra;Tx;5;2021-11-18 12:57:00
Yamin 9996;????????????????????????????;5;2021-11-18 12:31:22
Dian Mardiana;Aplikasi masih suka keluar masuk sendiri pada saat penggunaan;4;2021-11-18 12:22:51
Sahat Uluan;Bagus;5;2021-11-18 12:17:43
Winda FR;Bagus apk nya buat kuliah;5;2021-11-18 12:15:29
Ester Asih sunarsih;Bagus;5;2021-11-18 12:13:50
Ervin_ Nata_Kusuma;Good;4;2021-11-18 12:08:31
Nur Fadhillah Renhoat;Kenapa tidak bisa downlod;2;2021-11-18 12:05:48
pupon 1969;Sangat puas;5;2021-11-18 11:38:48
Info SEPUTAR KITA;Keren;5;2021-11-18 10:27:21
Nur Azizah;Okkkk;5;2021-11-18 10:10:59
Suro Pati;Zoom cloud banyak manfaatnya;4;2021-11-18 10:03:37
Alfia Nur Hamzah Ramadhani;Maaf kok ini gak bisa ganti background zoom nya yah ?? Ini gimana?? Udah ikutin tutorial nya di YouTube tapi ga bisa ... Mohon untuk pertanggungjawaban nya !!;1;2021-11-18 10:03:23
Billy AH.;Aku suka zoomnya karena bisa chat bersama teman² dan guru² MKSH zoom;5;2021-11-18 09:59:22
Rina Putri meiliana;aplikasi yah bagus banget ????;5;2021-11-18 09:19:46
agus indarto;Zoom nya Ngga bsa di download buffering terus dari pagi gmna nih;1;2021-11-18 09:19:44
Andini Rini;??????;5;2021-11-18 09:09:50
Veronika Sulastri;Jelek;4;2021-11-18 08:54:57
Putri Putri;Udah bagus sih . Cuma tambahin fitur background lagi dong , dan juga share screen nya gak hanya terbatas untuk beberapa merek hp doang;4;2021-11-18 08:16:03
Tekla Herlina;Good;5;2021-11-18 08:11:25
Aan Dukuh;tolong untuk kamera di hilangkan saja fiturnya, lagi enak2 ngegame sama guru suruh oncam??;1;2021-11-18 07:59:24
Baim thoriq;Rusak masa kirim bug terus dari pagi;1;2021-11-18 07:46:50
Ghandhigalih1618 Ghandhi;Oke tidakk ada hambatan lancar komunikasi ..betsih;4;2021-11-18 07:37:59
clik bcell;Mantep da;5;2021-11-18 07:28:35
Ros Lita;Masya allah bagus banget Apk zoom Cloud Meeting ini saya seneng??;5;2021-11-18 07:25:17
Yuyun Al'Sabban Ary Soekadi;Sangat membantu sekali;5;2021-11-18 05:49:03
Nelly Jura;Good;5;2021-11-18 05:41:50
Adityapratama Pratama;Bagus;5;2021-11-18 05:38:46
dedi wangsit;Banyak manfaat dan hal baru yg sebelumnya blm diketahui;5;2021-11-18 05:27:28
Chelsea Ester;Aplikasi bagus;5;2021-11-18 05:16:21
Ewok TV;Semua ttg virtual background;1;2021-11-18 05:09:03
Eliana Austin Natali;Sebenarnya ini aplikasi bagus tapi tolong untuk keluarin virtual background ke semua hp jangan cuman yang hape tertentu doang ?? kami juga butuh virtual background nya.;3;2021-11-18 04:50:05
Rusdianto Bambang Gutomo;Cara gunain gimana;3;2021-11-18 04:45:28
Andika Ansyar;Like it;5;2021-11-18 03:33:51
Muhammad Zaid;Bjir GK jelas ni apk;1;2021-11-18 03:29:55
Nabilla Julya putri;Baguss untuk zoom mitting;5;2021-11-18 03:25:34
Pembalap Pekanbaru;Kok gak ad backgroundnya gmna y bisa di bantu;1;2021-11-18 03:21:06
Kesya chaanel;Nyeselin luuu;2;2021-11-18 03:15:22
kopi wink;""" This app may not be optimized for your device "" Please Fix or Update this app for Samsung Tab A7 (SM-T500) Thank in advance.";3;2021-11-18 03:05:07
Rizky Poernawidjaja;Game nya jelek amat;1;2021-11-18 02:57:42
P Simbolon;Kalo pandemi sekarang bagus untuk zoom;5;2021-11-18 02:55:12
Amrin Fauzy;??;3;2021-11-18 02:52:14
Hoir Riyeh;Aplikasinya mantap banget ??????????;5;2021-11-18 02:46:55
ZKS GAME;Udh ruangannya gede + pas zoom keluar sendiri mulu;1;2021-11-18 02:38:44
Ahmad Nur Ferdi;Abis di update jadi parah gabisa konek ke wifi apa ini?? Dipake yutub bisa padahal;1;2021-11-18 02:33:12
MAlfar Reski Almubarakh RM;Gimana caranya pasang profil;5;2021-11-18 02:31:38
yuu_;tolong untuk next update virtual background bisa dipakai untuk semua hp karena disaat acara penting diwajibkan menggunakan background, terima kasih..;3;2021-11-18 02:30:59
Fichia Andara;bagus;5;2021-11-18 02:30:42
Effendi bohori;Aplikasi yang sangat membantu;5;2021-11-18 02:20:18
Fadlullah Ahmad;Bagus;4;2021-11-18 02:17:06
Theresia Argo Suryo;??bagus;5;2021-11-18 02:08:40
Zefanya Olivia;Ini bagus untuk berkumpul bersama;5;2021-11-18 02:08:22
Zainul Amr;??;5;2021-11-18 02:00:35
Cep Deden;Bagus;5;2021-11-18 01:55:17
Siti Khoerunnisa;Bagus;5;2021-11-18 01:44:38
Hilda Widayati Aswin;Kok gabisa di dwnld yaaa.;1;2021-11-18 01:44:10
Isakhar Situmorang;Bagus;5;2021-11-18 01:40:04
Abdul Muchlis;Ok;5;2021-11-18 01:39:50
beta ende;????;5;2021-11-18 01:37:05
Dang Hendra70;Kf7;3;2021-11-18 01:34:00
musa Rsat. Rsat.;aplikasi gak jelas dosen pun lebih gak jelas kasi link serba gak jelas;1;2021-11-18 01:30:02
