content;value
Kecewa dgn perbaharuan shopee sekarang masa gak bisa pilih ekspedisi sendiri yg ad hanya reguler, hemat doang sih. Padahal aku paling suka pake ID Express krn murah tpi udah gak pilihannya lagi. Kecewa banget padahal mw checkout tpi gak jadi gara2 kebijakan baru nya. Aku kirain apk ku yg lgi bermasalah trnyata emang sudah bgitu perbaharuan shopee. Kecewa bangettt Please kembaliin seperti dulu;Negatif
Peraturan baru jasa xpedisi ,jadi kurang tenang.. untuk saya pribadi karna saya sudah langganan sama kurir , sekarang jadi g bisa milih sama kurir langganan.., saran ke shoope mending kaya awall .. bisa milih nantinya siapa yang mau antar, Banyak orang yang memekai shoope sudah di percaya barangnya ke kurir yang aman, tolong kembalikan peraturan seperti semula;Negatif
Paraaahh sih makin kesini makin semena mena banyak banget sistem yang di berlakukan SE enak nya 1. Spaylater tau tau berubah limitnya jadi nol padahal selalu bayar tepat waktu spinjam pun sama. 2. Saya selaku seller sangat kecewa sama jasa kirim shopee ekspres ekspedisi yang lain bisa request pickup jadi seller ga perlu repot-repot Anter lah ini shopee ekspres doank yang ga ada ribet woooiii harus Anter paket sendiri mending kalo 1,2 mah kalo puluhan gimana 3. Potongan biaya admin ampuuun dah;Negatif
Sudah enak make sistem yg lama, bisa pilih pengiriman, shopeepay pun lbih praktis, sekarang jadi lebih malas pake shopeepay, belanja online pun jdi malas pake shopee. Blo'on neh yg ngasih ide sistem baru seperti ini. Bukan bikin rame, malahan yg ada pada kabur... semoga di dengar keluhan pengguna nya.;Negatif
Kecewa bgt, Makin kesini makin susah aja di pake ini aplikasi, masa semua toko aktif 4 minggu lalu smua, trus belanjanya gimana caranya. Abis di update malah makin eror, hapus download lagi pun msh sama aja..;Negatif
Hampir setiap minggu bahkan kadang 2-3 kali seminggu belanja di shopee, karena dishopee banyak pilihan, harga terjangkau dan sesuai kwalitas. Pengiriman mantap. Sukses terus shoppe, cuma sayang nya aku sering belanja tp gak dapat shopee paylatter????;Positif
pembaharuan sekarang sangat mengecewakan,lebih baik ke yang lama klo begini terus lama lama bisa malas orang belanja di shopee,tidak bisa pilih jasa pengiriman sudah ditentukan dan voucher ongkir gratis tidak bisa digunakan,percuma di klaim klo tidak bisa digunakan,padahal di toko ada gratis ongkir extra tapi voucher tidak bisa digunakan,admin shopee jangsn anda bilang semenjak diupdate terkini shopee lebih baik, nyata nya shopee semakin jelek dan pelangan bisa lari ke sebelah..;Negatif
Update terbarunya tidak menyenangkan, paling saya rasakan dampaknya adalah update d bagian pengiriman, saya tidak bisa memilih jasa kurir, dan ini mengakibatkan keterlamabatan proses pengiriman, update juga lama, biasanya pengiriman dengan masalah seperti ini adalah jasa kirim via shopee express. Kalau bisa tolong di kembalikan lagi sistemnya seperti semula untuk menu pilihan pengiriman/kurir. Terima kasih. #saya akan update lagi kalau menurut saya sudah sangat memuaskan seperti sistem dahulu.;Positif
Shopee sekarang sangat mengecewakan, kita jadi gak bisa milih opsi pengiriman, biasane saya bisa milih jasa pengiriman jnt 1 hari bisa nyampe, karna ini di buat reguler hemat dan kargo jadi gak bisa milih, karna nyoba dan sangat membutuhkan barangnya, ini mlh sampe 3 hari brang gak nyampe-nyampe harap di kembalikan kebijkan seperti dulu lagi, sebab jika banyak yang kecewa ankan semakin banyak yang meninggalkan shopee, harap untuk segera di kembalikan;Negatif
Apaan ini. Kemarin2 masih enak. Vocer gratis ongkir masih bisa digunakan. Semenjak jasa pengiriman nya diubah jadi reguler/hemat. Vocernya gk bisa digunakan... Jelek bgt sih. Biasanya saya pake id ekspres sama j&t. Tpi sekarang gak ada lagi. Saya doakan semoga banyak uninstall shopee. Jika sistemnya masih seperti ini...!!! Jelek bgt!!;Negatif
Sbg orang yg tinggal di Kalimantan, kebijakan jasa pengiriman yg sekarang meresahkan, katanya dikasih yg terbaik, nyatanya udh lbh dr seminggu belum sampe, terus, di tiap pilihan reguler, hemat diambil harga ongkir tertinggi, kalaupun mau ubah, rugi banget karena selisih nya bisa 27rb per kg, padahal yg mahal ini sampai skrg blm juga sampe, kebijakan yg gak bijak menurutku, yg tau ekspedisi bagus di daerah kita, nyampe gaknya kita sendiri, kalau kaya gini, mungkin banyak ditinggalin sama usernya;Negatif
hi shopee. kenapa semakin menurun setelah update yaa? padahal sebelumnya bisa tau berapa kurangnya biaya kalo mau cek out pake shopee pay,sekarang tidak ada keterangan biaya berapa yang kurang agar bisa di cek out.;Negatif
Keterlaluan top up saldo nunggu sampai 1x24 jam, dichat kembali setelah waktu yang ditentukan tidak ada tanggapan , dan chat cs sesi selalu diakhiri bukan satu dua orang sesi diakhiri, saldo gk masuk sampe skarang. Shope;Negatif
Shopee payah dalam menangani masalah. Masalahku enggak clear. Janjinya ditelepon, tapi sampai sekarang nihil! Janji cuma janji. Shopee Geblek! Case belum selesai, dianggap selesai. Semoga yang kasih bintang satu lebih banyak lagi dan semakin banyak yang uninstall aplikasi ini.;Negatif
Kalo pembayaran jasa kurir nggak di kembalikan seperti semula semakin banyak orang tidak bisa beli barang gratis ongkir, berarti iklan nya kini bohong dong yang katanya ada gratis ongkir, kalo begini trs kami kostumer kesusahan cari toko yang gratis ongkir, tolong lah shopee, jangan mempersusah kostumernya dong??????;Negatif
Apa yang terbaik?, Ini bukan yang terbaik malahan yang terburuk, biasa nya pengiriman cepat kenapa jadi lambat, gak bakalan makin maju kalau begini, pelanggan mencari kecepat pengiriman bukan kelambatan;Negatif
Oke, selalu dapat harga murah dan free ongkir. Tapi sekarang mengecewakan, karena jenis ekspedisinya tidak bs memilih lagi. BAD new service from shoppee. Masalah terbesar-nya ya disitu! Bisa merubah expedisi 1 JAM setelah pesan!! Sangat sangat sangat tidak efisien krn blm tentu stiap org punya wkt lg utk merubah, jauh lebih baik spt sblmnya. Ambil jalan tengah! Saat pembeli ingin Checkout/ Pesan, kasih OPSI di pengiriman : by Shoppee System or Pilih (pembeli yg tentukan);Positif
Hmm banyak yg kasih komen soal jasa pengiriman rupanya. Iya memang skrg shopee ga seenak dulu. Sumpah ganggu banget jasa kirim yg skrg. Kadang pas mau checkout ada tulisan jasa kirim tdk tersedia. Toloooonnnggg kembaliin kayak dulu ??. Kalo ga milih kyk dulu pengiriman makin lama. Terus status perjalanannya ga kelacak ?? bikin kzl. Kalo dipilihin shopee fix mungkin dikasih ke anteraja atau ninja. Sumpah dua jasa kirim itu gak enak, Lamaaaa.... paling enak pake j&t. Balikin kayak dulu gak!!!!!!;Negatif
Kecewa sama jasa pengiriman yg di tentukan oleh shopee sekarang . Biarkan kami sendiri yang menentukan jasa pengiriman yang kami akan gunakan . Kami tidak semua tinggal di kota besar . Tolong jangan menyusahkan kami penjual online . Beri ranting 1 agar shopee mau ubah kembali aturan nya;Negatif
Saran aja. Untuk fitur shopee tanam, mohon untuk menambahkan voucher diskon 100% untuk pembelian pulsa. Karena itu lebih baik dari pada cashback 100%. Atau setidaknya voucher diskon 99% juga boleh kok. Dan juga background shopee tanam sebaiknya bisa diubah sesuai selera pengguna, supaya tidak membosankan. Misalnya, menggunakan foto dari galeri untuk background shopee tanam. Atau bisa juga menulis kata-kata yang diinginkan pengguna. Dan jyga tambahkan fitur layar belah atau layar pisah pada apk.;Positif
Paling buenci dpt ekspedisi pengiriman Shopee Express Standart, luamaaaa, gak bisa dilacak. Mana sekarang gak bisa pilih ekspedisi sendiri. Tolong kembalikan seperti dulu saja yg bisa pilih ekspedisi sendiri.;Negatif
Untuk shoppe, mohon di revisi kembali untk opsi pengiriman nya karena membuat user shoppe bingung dan tak nyaman . Lebih baik untuk yg versi pengiriman sebelumnya karena tampilan pengiriman yg jelas dan tidak ruwet....;Negatif
Pengiriman pake shopee express lama parah sampenya! Ga kayak jasa ekspedisi lain, 2 hari juga udah ke terima!! Dan akhirnya anabul saya kelaperan dongs gara2 pengirimannya lemot. Kecewa banget kita ga bisa milih jasa ekspedisi yang diinginkan!!!! katanya dipilihin yang terbaik? apa nya yg terbaik?kayak gini malah bikin kecewa banget;Negatif
Sedikit Kecewa dengan shopee. . Sekarang pembeli tidak bisa menentukan jasa pengiriman sendiri, dan sudah di tentukan oleh pihak shopee. Ini membuat seperti saya ini kesusahaan, karna di tempat saya ini, jasa pengiriman agk jauh. Dan jeleknya kurir disini tidak mau mengantar sampai rumah. Harus ambil sendiri ke outlet nya. Nah misal saya mau milih jasa kurir yang dekat sekrng tidak bisa lagi. Malah di pilihin sama shope jasa yang jaraknya lumayan jauh dari saya. Meskipun harga lebih murah;Negatif
Tolong ya jangan tempat pengiriman begini lagi kayak dulu saja agar mudah Kalu orang mau COD Enggak bisa enggak sesuai dengan kemauan kami Saya minta tolong sekali di rubah kayak dulu lagi Plisssssssss!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;Negatif
Jujur kecewa banget sekarang makai uplikasi shopee??ongkirnya mahal amat, kasian yang jualan,kalok ongkirnya saja segitu mau jual berapa?kalok shopee gini-ganti terus lama-lama pengguna shopee pindah ke uplikasi lain yang lebih terjangkau. Maaf yah shopee kalok saya bilang gini, soalnya ini keluhaan;Negatif
Aku rubah rating karena pelayan kurirmu ga jelas. lihat aja pasti banyak nurunin rating. dah jelas-jelas bagus seting kurir sebelumnya malah di rubah. liat aja customermu nanti banyak yang pindah ke Tokopedia sama Bukalapak. MAKASIH !;Negatif
Shopee kembaliin donk bisa pilih jasa kirim... Katanya 1 jam bisa ubah jasa kirim... Kenyataan nya g bisa.... Uda deh ahhh..... Dengerin suara hati rakyat. Kamii ngerti mana yg terbaik. Yg shopee pilihin masa sesama surabaya aja dtg nya 4hari... Hadehhhhhh kecewa yah!;Negatif
Selamat malam.. Salam oshop. Maaf sebelum nya saya mau tanya kenapa shopee saya error terus dan saldo shopee pay nya tdk mau muncul. Tolong di perbaiki. Terimakasih;Positif
Gila ni shopee knp ga bisa pilih expedisi lagi, voucher ga bisa dipake, trus yg paling parah skrg sy kejebak barang beli di senin sampe hari ini jumat belum nyampe2. Ditanyain ke seller dibilang krn saya pake kargo darat. Hellloooo saya bayar ongkir hampir 30 ribu pake jalur darat barang segede upil !!! parah asli parah. Balikin ke asal supaya bisa milih expedisi sendiri !!!;Negatif
Awal²nya sih gua suka, tapi pas ada kebijakan baru aplikasi yg atur jasa expedisinya, kan jadi gak asik lagi, Misalkan ni ya, gua mau pakai jasa J&T EXPRESS, jadi gua pilih dah pengiriman reguler, tapi yg diatur oleh sistem malahan jasa SiCepat Reguler, kan nggak ada cabangnya di daerah gua, jadinya barang nggak nyampe² dah, malah dibalikin ke Jakarta, nggak asik banget lah pokoknya....;Positif
Kenapa jasa kurir/ ekspedisi dihilangkan, malah diganti reguler, same day dan apalah itu, yg tau kualitas ekspedisi itu ya pembeli, jadi kan gak bisa milih ekspedisi yg sering digunakan, tolong kembalikan jasa kurir/ ekspedisi nya. Bikin gak puas aja, kalau gini mending ganti toko sebelah aja ??;Negatif
Apknya jlk!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Tapi boong apknya bagus kok;Positif
Saya kasih bintang 1, karena saya udh ga bisa pilih jasa pengiriman yg sy inginkan. Saya tuh udh nyaman pke jnt, dan skrg mau dipilihin random sama pihak shopee? Hellooooooo.... You know, yg paling tau cepet/lambatnya pengiriman itu pihak pembeli bukan elu pihak shopee. Tau ga sy udh nyaman pke jnt, dan skrg lu pilihin random? Gmn klo sy dapetnya via ninjaexpress?? Fyi, ninja express tu paling parah pengirimannya di MANADO!!! Emang pihak shopee bakal tanggung jawab klo pengiriman brg sy jd lama?;Negatif
Tolong saat pake voucher gratis ongkir yg khusus shopeepay itu pas dihalaman chekout udah langsung dipotong ongkirnya. Masa iya harus top up harga semula dulu baru kebuka menu pembayaran shopeepay nya, kan jadi sisa saldo shopeepay nya. Ini feedback dari saya tolong ditanggapi;Positif
Kesalahan besar team shopee ad lah mengubah jasa pengiriman menjdi otomaits shopee yg memilih nya. Bukan malah mempercepat pengiriman tapi malah membuat lambat lelet bikin kecewa. Lama kelamaan shopee bisa gk ad peminat nya lgi. Klo sistem jasa kirim gak di balikin kaya dlu;Negatif
Tolong kembalikan settingan jasa kirim shopee yang sebelumnya. Kenapa sekarang cuma bisa pilih reguler atau hemat? Saya ingin memilih jasa ekspedisinya sendiri!!! Saya punya pengalaman buruk dengan pelayanan ekspedisi tertentu. Barang saya pernah rusak, bahkan dusnya penyok, dilempar ke depan pintu rumah padahal ada tulisan fragile yang gede. Setelah barang rusakpun saya ga bisa retur. Ada beberapa pelayanan ekspedisi yg memang sudah jelas bagus atau jeleknya. Kalo gini gimana bisa milih ekpsdsi;Negatif
Puaasss, keren , ga ribet buka toko kaya di L****a. Ada slot iklan gratisnya juga. Trs gratis ongkir. Jd yg beli juga berminat. Cuma klo bisa pengiriman barang yg bukan PO bisa lebih cepat. Thx;Positif
Dari 5 stars udah turun 1 star cukup kalo ada 0 tak kasih 0..milih jasa kirim udah ga bisa yg ada bikin lama iyaa ,jasa kirim terbaik menurut anda blm tentu bagi konsumen .. Kalo masih aja g bisa milih auto uninstal dah shoope ...pindah aplikasi sebelah;Negatif
Maaf ya aku kasih bintang 1 . Soalnya aku pengguna baru. Masalahnya aku dapet voucher free ongkir, saat aku mau check out malah ada tulisan 'kode voucher telah digunakan' Padahal aku masih baru lo, belum pernah beli apa2 dan belum pernah pake vouchernya, kenapa muncul tulisan kek gitu sih? Pas kirim email ke shopee jawabnya juga sama, disuruh pakai kode voucher lain. Tolong dong, ini gimana pakai vouchernya kalo kayak giniii, apa gunanya dikasih voucher free ongkir tapi gak bisa pake.. Duuhhh..;Negatif
Kak knp kok shopee sekarang nggak bisa pilih jasa kirim? Pdhl kan kalo hak pembeli itu bebas memilih jasa kirim , mlh di jadikan gitu kak? Gmn lagi ya udah langganan sama shopee yaudah tak terima tapi tolong kak di rubah kyk dulu lagi ya kak??;Positif
Jadi males belanja di shopee. Sangat,sangat,sangat membuat kecewa pelanggan. Ga tau gimana pola pikir tim shopee pokoknya kalo dalam 1 bulan masih tetap begini, udah deh uninstall pindah MP lain saja.;Negatif
Saya tidak bisa memilih jasa pengiriman, akibatnya paket saya hampir hilang karna kurir ninja express salah alamat. Saya biasa pake j&t dan sicepat tapi sekarang saya KECEWA karna tidak bisa memilih jasa pengiriman.;Negatif
Kecewa?? makin lama makin ribet aja sii.. Paket yg seharusnya udah sampai belum sampai2 juga ?? lagi nyaman2nya malah langsung dibikin gk nyaman . Shopee perbaiki lagi lah yg bikin pengguna shopee nyaman,aman, gk ribet gini. ??????;Negatif
Lsg ganti rating, bener2 shopee yang sekarang ngecewain banget. Shopee mending ga usah ada kebijakan baru bla bla bla.... balik lagi kaya dulu aja udah aman dan banyak peminatnya. Apalagi buat yang rumahnya belibet jalannya kaya saya, biasanya cuman kurir jnt yang gercep kirimnya. Ini malah cuman ada pilihan hemat sama reguler. Padahal saya pelanggan setia. Dan setiap bulan spending money di shopee yang jumlahnya tidak sedikit. Maaf kalau begini terus mending pindah toko sebelah...;Negatif
Percuma banyak gratis ongkir tapi pengiriman nggak bisa milih, dipilih otomatis sama aplikasi, situ pikir saya suka sama metode pengiriman yg situ pilih, Mana yg dipilih itu reguler (J&T), metode pengiriman yg paling saya benci karena pekerjanya lelet dan banyak nawar, masa ia mau nganterin barang nawar2, besok2 biar dibarengin sama barang lain (nggak mau susah) Tolong shopee, ubah lagi sistem pengiriman kalau mau ttp OK.;Negatif
Shopee skarang gk ada pilihan jasa kirimnya lagi, gk bisa milih lagi mau kirim pake j&t pos tiki atau yg lainnya. Yg kmaren saya bisa cod dgn j&t hemat biaya, skrng udah gk bisa.. Please kembalikan shopee sprti yg dulu aja. Pleaseee;Positif
Gak tau sama shopee yang sekarang padahal sebelumnya aku sering bnget belanja lewat shopee semenjak update terus kita gak bisa pilih jasa pengiriman dan biaya ongkirnya pun lebih mahal dan gak masuk akal. Semoga shopee dapat mempertimbangkan hal semacam ini. Sebenarnya shopee udah bagus bnget menurut aku tapi karena kebijakan yang sekrang aku rasa shopee bakal kehilangan bnyak peminat apalagi di luar pulau jawa. Aku berharap bnget shopee bisa semula kayak dulu lagi . apa iya kita harus beralih?;Negatif
Kurang suka dengan sistem yg baru tidak bisa memilih ekspedisi pada saat chackout harus nunggu di kemas baru bisa di ubah. Lebih suka sistem lama. Padahal seharusnya lebih baik sistem lama yg bebas memilih ekspedisi.;Negatif
Updatenya kok konyol begini ya, masa pembeli gak bisa milih jasa pengiriman JNE, Sicepat, atau Jnt dll. Kalau mau update itu pikirinlah keluhan user shopee dan perbaiki keluhan tersebut di update terbarunya. Bukan malah rilis update bodoh kaya gini !!! Ayolah perbaiki, persaingan market place online makin ketat jangan bikin user pindah ke market place sebelah termasuk saya. Kalau updatenya bagus saya kasih rating bagus kok, tapi ini updatenya malah konyol begini ya jadi males lah??;Negatif
mendingan dulu pas masih bisa pilih jasa kirim..sekarang malah bikin ngga nyaman!!! sama aja kaya jebakan batman,ongkir regular di sama ratakan..mau nyari untung jangan kaya begini juga!!!;Negatif
Fitur baru merugikan buyer yang tidak bisa memilih ekspedisi yang diinginkan pada saat checkout... fitur ini sebuah penurunan pelayanan untuk buyer dan menimbulkan praduga hanya untuk menguntungkan salah satu perusahaan jasa kirim saja. Menurut pihak Shopee akan dipilihkan ekspedisi yang terbaik.... Apakah yang anda sebut terbaik sudah pasti terbaik untuk kita???? Pliss deh, iki sesuatu yang sangat konyoll;Negatif
Shopee mengecewakan sekarang, kenapa pemilihan jasa ekspedisi secara manual dihilangkan. Malah diganti dengan pemilihan secara otomatis. Padahal jasa ekspedisi seperti jnt jika satu provinsi bisa 1 hari sampai, dengan sistem ini malah bisa 2 hari.;Negatif
Shopee memang tempat belanja yg paling tepat buat saya,buat yg suka belanja ,jangan pusing2 ke shopee aja,barangnya selalu memuaskan kita lho,pokoknya is the best;Positif
Sumpah kecewa berat dg sitem shopee sekarang, layanan kurirnya disembunyikan dan kita dipaksa memilih jasa dari shopee, bisa merubah layanan kurir jika sudah terjadi pembayaran itupun hanya 1x perubahan kurir dan tdk bisa pake vouchernya. Apa tujuan shopee ini?? Jasa kurir shopee itu ngga jelas, lelet, kami yg belanja kenapa shopee yg tentuin layanan kurirnya??? Ini pemaksaan woiii...!! Kalo udah begini enaknya UNINSTAL aja kali ya dan pindah ke lapak sebelah biar ngga makan hati.;Negatif
KEMBALIKAN SHOPEE YG DULU !!, BAGUS YG DULU, PEMBELI BISA MILIH KURIR APA YG CEPAT DIDAERAHNYA !!!, SKARANG MALAH OTOMATIS DIKASIH KURIR ABAL-ABAL!!!. KIRIM PAKET JAKARTA-BATAM 1 MINGGU BELUM JUGA SAMPAI !!!., APAA-APAANN INI, KEMBALIKAN HAK PEMBELI WOEEEEEE....WOEEEEEEEEEE.....!!!!!!!!!!!!!!!!!!!!!!!.;Negatif
Katanya bisa ubah jasa kirim setelah pembayaran pesanan, nyatanya gk bisa dan paketan saya beragam jasa pengiriman alias jasa pengiriman yang tidak pernah saya pakai dan pengiriman pun lambattttttt sekaliiiiiii.... Kecewa!!!!!!!!!!;Negatif
Jasa kiriman TDK ditentukan oleh pembeli.terus isi saldo shoope pay dl baru bisa keluar harga.biasanya saya klik isi saldo langsung tertera nominal sisa yg hrs di bayar Jd kita bisa pas pas in ngisinya.skr TDK seperti itu lagi. Sumpah..enakan dl!!;Negatif
Saya suka heran.. kenapa shopee semakin lemot?? Padahal dulu gak pernah lemot.. padahal sinyal lancar2 aja. Saya buka shopee sampai pake 3 hp, tetap aja lemot. lalu utk jasa pengiriman tidak d permudah.. lama2 makin kesini kok makin membuat para pembeli gak nyaman aja. Tolong kembalikan kebijakan yg dulu lebih enak.. saya pengguna lama padahal;Negatif
Saya kecewa semenjak pengiriman tidak bisa milih sendiri, seakan2 di paksa buat pake jasa pengiriman shopee expres, udah mah lama ngirimnya, pantes aja yg punya shopee makin kaya, mending beralih ke aplikasi belanja online lain;Negatif
Saya tidak suka kebijikan baru shopee. Saya lebih suka mode pengiriman seperti yg dulu, baru sekali saya pesan paket dengan peraturan baru ini saya udah kecewa, pusing saya, minggat aja lah ke sebelah,;Negatif
Dulu shopee aku kasih bintang 5. Sekarang berubah jadi bintang 1. Kecawa ya jelas kecawa banget sama shopee sekarang. Kenapa opsi pengiriman sekarang gk bisa milih sendiri. Kembalikan shopee yang dulu yang selalu ada gratis ongkir, opsi pengiriman banyak dan bisa milih opsi pengiriman sendiri. Kenapa sekarang kebijakannya gini sih. Semoga pihak shopee mendengarkan keluhan keluhan kita semua. Kalau masih gini terus, aku si mundur aja. Dan tidak dipungkiri juga banyak yang bakal mundur.;Negatif
saya kasih bintang 1 !!! kenapa jasa kurir nya gk ada , haadeehh repot jadi nya gk bisa pilih sendiri jasa kurir nya malah di bikin auto jasa pengiriman, tolong pihak shopee di perjelas lagi untuk jasa kurir nya di liatin lagi jangan di bikin ribet lah!!!!!!!!!!! ( INTI NYA BALIKIN LAGI SISTEM JASA KURIR NYA);Negatif
Kenapa shopee bukannya makin memudahkan malah menyusahkan? Sebelumnya saya belanja lewat shopee bagus bagus aja. Tapi sekarang malah gak bisa karena gak ada jasa pengirimannya. Tolong dong sistemnya dikembalikan seperti dulu. Kalau keterusan kayak gini terpaksa saya pindah ke aplikasi sebelah.;Negatif
Jasa pengiriman yg otomatis dipilih shopee,gak fair blasssss. Kecewa banget. Rating saya turunkan. Biar mereka yg ubah kebijakan biar ngerasa. Katanya bisa di rubah di kolom Jasa Pengiriman selama 1 jam dan no resi belum muncul. Tapi 2x saya transaksi,,kolom ubah gak mau muncul. Trik apa lagi ini??????;Negatif
Aplikasi yang sangat membantu kita yanng memiliki kesibukan sehingga sulit untuk meluangkan waktu untuk belanja. Barang barang yang di jual juga sangat rekomended, saya g pernah kecewa kalo belanja di shopee, terima kasih, semoga shopee sukses terus, terimakasih;Positif
Update yg terbaru ini bukan malah bagus.. Tp semakin buruk pihak shopee nya.. Masak sekarang opsi pengiriman yg nentuin pihak shopee.. Yg bener aja.. Katanya bisa di ubah stelag pemesanan.. Tp nyata nya gk bisa di ubah.. Enakan shopee yg dulu dr pda sekarang.. Pelayanan shopee semakin buruk.. Mending sekrang pakek aplikasi toko sebelah aja.. Ribet sekarang shopee..;Negatif
Makin ndk suka aja sama shopee yang sekarang mohon diperbaiki lagi Mulai dari pengiriman aja makin mahal semuanya, barang datang biasanya paling lambat 3 hari ini sampe 10 hari grayis ongkir TDK mudah didapat pula,padahal dulu Ngak gini shopee pusat perbelanjaan nomor 1 bagi saya tapi skrng smuanya jadi terhambat karena banyak perubahan dishopee,mohon untuk pengiriman lebih dicepatkan lagi;Negatif
Harusnya tu ya, semakin lama semakin bagus, ini semakin lama malah semakin bobrok ! Fitur pilihan ekspedisi malah dihilangkan dg alasan supaya shopee bisa memilih kan ekspedisi yg terbaik utk buyer pdhl yang tau ekpedisi terbaik utk buyer ya buyer sendiri !!!!;Negatif
Dulu nya suka sekali dengan shopee tpi sekarang shopee membuat saya kecewa, sekarang apk nya lemot banget, bahkan tidak bisa masuk ke apk, dan lebih parah nya lagi selalu minta login padahal enggak di logout.. Saya hatap perbaikan nya TERIMA KASIH!!;Positif
Lebih suka shopee yg dulu min,bebas pilih jasa pengiriman,krna ga semuany ada kalo di desa. Tolong kembali kyk dulu aja.???? Yg tau pengiriman terbaik adalah pembeli itu sendiri,jadi tolong,kyk dulu aja;Negatif
Kecewa sih sama shoppe yang sekarangg seharusnya saya juga sudah di menber gold dari bulan lalu, tapi nth knp masih ttp di member silver. mana smua voucher saya hilang, bukan cuman itu, jasa pengiriman nya juga ga nyaman.;Negatif
Sejauh ini dapat barang yg harga murah dgn kualitas tidak murahan dan yg paling kudemen adalah free ongkirnya. maaf.. bukan pelit yah, tp klo gak ada free ongkir, gak jd beli barang krn harga barang kdg sebelas dua belas dgn ongkirnya. Sukses buat team shoppee dan sellernya. Gbu;Positif
Apk gak mutu. Akun saya d bajak. Kirim email gak d ada pemecah masalahnya. Saya yang di hubungi orang Shopee buat bayar. Ogah gua kga ambil paket apa-apa tapi gua yang di minta bayar. Auto uinstal. ??????????;Negatif
selama belanja online dishopee sampai saat ini cukup memuaskan ..ada juga sih yg mengecewakan ..tapi its ok shopee..terus tingkatkan kwalitasnya agar kedepannya lebih baik lagi...pokoke shopee its the best lah;Positif
Sorry saya kasih bintang 1. Opsi pengiriman yang baru bukannya makin bagus malah bikin susah. Apa dipikir semua orang punya waktu buat ngubah jasa pengiriman dalam waktu 1jam setelah pesanan berstatus dikemas? Apalagi kalo sellernya gercep, apa dalam 1jam itu nomor resi dipastikan belum keluar? Sedangkan kesempatan ubah jasa kirim hanya berlaku sebelum nomor resi keluar. Merugikan pembeli kalo ternyata dapet jasa kirim yg lemot.;Negatif
Zonk banget shopee sekarang.. dulu masih bisa pilih ekspedisi pengiriman.. sekarang ga bisa. Otomatis ke pengiriman reguler. Padahal kalau pakai pengiriman reguler sampainya lama luar biasa.. Tolong dong pihak shopee.. ditambah lagi option utk pengirimannya. Kalau gini terus, lebih baik pakai ke lazada..;Negatif
Opsi jasa kirimnya dikembalikan seperti yg lama aja, jadi bisa pilih ekspedisi waktu cek out. Yg sekarang harusnya gratis jadi bayar, rugi buat reseller yg ambil barang dari shopee. Mohon dikoreksi ya.;Positif
Saya Gold Pakai shopee sudah Nyaman,Namun ada yang masih kurang yaitu.. Dalam pembayaran Mengenai Belanja Sekarang Bayar bulan depan.. Itu yang saya rasakan kenapa bayarnya tidak satu persatu ya,knapa harus di lunasi semuanya apabila kita ada beberapa transaksi, jadi kan belum pas waktunya sudh kita lunasi semuanya yang lainnya juga. Harap di perbaiki Terima kasih;Positif
Baru aja dapet balesan dari shopee, alasannya, shopee yang tau ekspedisi terbaik ketempat saya, karenanya dipilihkan oleh sistem ekwkwk. Ngakak. Oke ya buat yg belum tau, saya order semalam dan kini ekspedisinya dipilihkan shopee, siapa pilihannya ? Ekwk jelas shopee express, berapa lama estumasinya ? 8 hari. Itupun kalau tepat waktu. Bayangin kamu bayar reguler makek ekspirisi sampah. #kembalikanekspedisikami;Negatif
Untuk shopee mohon di review ulang mengenai teknis pendaftaran gratis ongkir bagi seller. Sebab disitu harus menggunakan KTP. Sementara bagi KTP yang sudah rusak tidak bisa mendaftar. Mohon agar dibuat alternatif identitas lain. Sebab untuk saat ini. Pembuatan KTP elektrik didaerah mengalami kendala. Untuk proses pembuatan KTP baru itu bisa lama dengan alasan blangko KTP sedang kosong. Terimakasih.;Negatif
