userName,content,score,at
Lia Anjarsari,"Google meet nya nggak bisa, setiap dibuka muncul tulisan google workspace dan langsung nutup sendiri .. Tolong diperbaiki ya min 🙏",1,2022-03-10 01:27:33
muhammad ALDY saputra 8.4,goblk bet dah nih apk.,1,2022-03-10 01:20:02
NANTA,Tiba2 ga bisa di pakai meetnya....setiap kali di pencet selalu keluar. adakah solusinya???.....,1,2022-03-10 01:13:39
Dahniar,Tidak bisa dibuka aplikasinya,1,2022-03-10 01:04:07
Luthfia Fitri Annisa,"Ini yg punya aplikasi siapa sihhh??? Tolonggg donggg diperbaikiii, saya mau kuliahhh nihhh! Kan jd terhambat kalau apk ny bermasalah. Saya gak bisa akses sama sekali. Setiap masuk ke apk ny psti keluar sendiri. Mngkin hrs di update, OKELAH sy update. Udah di update TETAP GAK BISA DI GUNAIN! Kan jadi ngerugiin orang, waktu kebuang, paket data ikut kepake. Tlng dongg diperbaiki. Kita perlu banget apk ini buat daring. Kalian jg pasti perlu rating yg bagus kan?",1,2022-03-10 00:56:42
Sastra Sitanggang,Mantap bangatttttttttttttttttttttttttttttt Ttttttttttttttttttttttttttttttttttttttttttttttttt Ttttttttttttttttttttttttttttttttttttttttttttttttt,5,2022-03-10 00:56:06
Efira Inayah,"Punya saya gmeetnya knpa ga bisa di buka ya? Tolong diperbaiki, agar saya bisa mengikuti perkuliahan",1,2022-03-10 00:55:59
angga kurnia,Lumayan sich..membantu banget pas lagi ada acara zoom meeting,5,2022-03-10 00:52:32
Alrijal Rizqa,"Aplikasi ga bisa di bukak, kalau udah normal gue kasih bintang 5",1,2022-03-10 00:52:23
Akairo Mikko,Boleh nanya? Apakah apk ini mandang versi android? Soalnya saya baru aja download trus ga bisa make. Keluar2 mulu,3,2022-03-10 00:51:26
Driven Sakti,Kenapa eror terang,5,2022-03-10 00:49:20
Ahmadiaz azizi,Kayaknya sama semua kendala nya😁,1,2022-03-10 00:47:05
Elva Insani Khovifah,Aplikasinya tidak bisa membantu saya belajar ko keluar terus ya.,1,2022-03-10 00:42:16
Pengguna Google,Tolong Di Benerin Donggggg...Saya Gak Bisa Masuk Berkali Kali...Keluar sendiri.....Lagi Ada Pelajaran Jadi Gak Bisa Ikut...Ahh Asuu.....di hapus download ulang tetep begitu :v,1,2022-03-10 00:39:53
Siti Kamilah,Aplikasi ini bagus bisa buat sy belajar 👍 Tapi download ny lama 😭 Maaf sy kasi ⭐⭐⭐ saja 😌,5,2022-03-10 00:26:29
Ivana Latifah,"Gak bisa di buka, pas nyoba mau buka pasti langsung keluar ini kenapa ya tolong dong segera di perbaiki",1,2022-03-10 00:26:03
Sohirul11,"Buat kalian yang bilang g bisa masuk,ini buktinya w bisa masuk kok",5,2022-03-10 00:24:47
Muhamamd Nur Riza,"Google meet nya gak bisa di buka, pas klik aplikasinya langsung keluar sendiri, padahal google meet ini selalu digunakan saat pjj di rumah 😢😢 mohon cepat diperbaiki",5,2022-03-10 00:23:00
Muhammad Rayhan,Jadi error,1,2022-03-10 00:19:26
Qomariah Pomontolo,Dasar bodoh! Setelah saya update kok gak bisa digunakan? Saya ada UAS dan tdk bisa keakses,1,2022-03-10 00:18:04
Gathfan haris Fadhil,Apk tolol gk jelas,1,2022-03-10 00:18:03
Sofi Finansyah,Hari ini tidak bisa di buka,1,2022-03-10 00:13:16
abi qisthon,"Aplikasi nya keluar² terus, tidak bisa masuk, segera perbaiki!",1,2022-03-10 00:13:13
ASMA' ummuRazzan-Nazla,kenapa G.meet tidak bisa di buka ya? tolong bantuannya,1,2022-03-10 00:12:08
aulia rahma putri,"Saya mau tanya, kenapa gak bisa di buka yaa apk nya, saya butuh banget sekarang, buat tes kerja. Udh di unduh, dibuka apknya trus keluar lagi. Saya minta tolong di perbaiki buat sistemnya biar bisa di pakai aplikasinya. Terimakasih",1,2022-03-10 00:11:20
Shiva Andriyana,Segera diperbaiki saya tidak bisa masuk ke meet padahal udah dikirim linknya. Tolong segera kalo tidak saya di alpa karena bug aplikasi ini !!!,1,2022-03-10 00:05:59
Bayu Dwi Putra,"PERBAIKIN DONG NI APLIKASI, GANGGU BANGET KALO BEGINI",1,2022-03-10 00:01:05
TB Daffa Dhia Ulhaq,Can you fix this app? I can't join any meet after the update.,1,2022-03-09 23:49:36
victor thomas,Aplikasinya error,1,2022-03-09 23:44:05
Zivo Zv,"Aplikasi keluar sendiri, tidak bisa dipakai sampai berulang-ulang. Buat yg lain mungkin solusi sementara meet melalui gmail, dgn memasukan kode meet.",2,2022-03-09 23:34:59
Tri Yulianingsih,Good,5,2022-03-09 23:14:29
Zaskia Alfanty Nurizzati,Yang unduh apl ini gara2 corona tunjuk tangan,5,2022-03-09 23:13:54
Amubaa Aneh,Tidak bisa dibuka,1,2022-03-09 22:43:28
Nely Nilover,Ini kenapa ya kok gmeet saya gak bisa dibuka??,1,2022-03-09 21:08:40
Dzulfikar Suryo Wisnu Wardono,force close,1,2022-03-09 20:10:44
Emi Sukasih,Ok,5,2022-03-09 16:57:26
umi kulsum,Tidak bisa dibuka...tolong segera diperbaiki!,1,2022-03-09 15:45:37
tania januarita,Googlemeet nya g bisa d buka. Segara d betulkan. Anak sya tdk bisa ikt sklh !!,1,2022-03-09 15:27:36
Daniel Chan,"Aplikasinya tidak bisa dibuka, menutup otomatis. Udah uninstal dan instal kembali masih sama ajah. Google tolong diperbaiki. udah banyak yg kasih rating 1 kok masih diam bae",1,2022-03-09 15:04:40
صبري ابن ذي الكفل,Mantap aplikasi nya di pake sekolah,5,2022-03-09 15:02:00
Eny Puji Astuti,Saya tidak bisa membuka sampai Instal 3 kali. Tolong dong kak saya gk bisa ngajar ini besok,1,2022-03-09 14:55:02
TIRTA SALDINATA,Kenapa meet ny tidak bisa di buka,1,2022-03-09 14:18:17
Ardian Pw,Tidak bisa kebuka,1,2022-03-09 14:11:59
M.reyval putra pavian,Keluar masuk terus saya jadi alpa terus😣😣,1,2022-03-09 13:43:23
Astry yamayra yudeka,Tidak bisa di buka,5,2022-03-09 13:41:39
Joyce Evelyn,"Ini tolong di perbaiki dong,, tidak bisa di buka lewat app maupun link",1,2022-03-09 13:39:27
Lintar Soit,Kenapa ini ya googlemeetnya tidak bisa digunakan untuk zoom.tolong segera di perbaiki .terima kasih,5,2022-03-09 13:26:49
Leonel Risky,Gak bisa masuk gimana ceritanya,1,2022-03-09 13:24:03
Pornesian Parapio,9/10,3,2022-03-09 13:05:55
Andi Muhammad,Force close sendiri,1,2022-03-09 13:02:01
Audilia Agatha,Tiba² akun saya terkeluar dan ketika mau login malah tidak bisa lalu sya coba unist dan install kembali malah tidak bisa dibuka aplikasinya,1,2022-03-09 12:50:17
Muhammad Rizal Daulay,Aplikasi tidak bisa dibuka,1,2022-03-09 12:34:02
Ikadvms,habis di update malah ngaco dah 😭😭😭😭🙏🏻,1,2022-03-09 12:17:51
Dwi Mawan,Mantap,5,2022-03-09 12:12:51
Diah ika Safitri,"Noob,,gk bisa dipake setelah diupdate.mohon untuk diperbaiki",1,2022-03-09 12:09:25
Ahmad Fauzi,Waduh kenapa ini ga bisa masuk ke google meet saya ada kelas online kuliah nih jadi ga bisa ikutan tolong di perbaiki-_-,1,2022-03-09 12:02:25
Yolandita Givarri,gak bisa di buka,1,2022-03-09 11:40:19
05.ArfaParsa.8H,"mohon maaf mengapa google meet saya tidak bisa dibuka sama sekali? saya sudah mencoba hapus dan instal kembali aplikasi ini, namun tetap saja pada saat saya membuka aplikasi google meet langsung keluar dari aplikasi. mohon segera diperbaiki. karena aplikasi ini sangat penting untuk saya sekolah 🙏🙏(untuk device saya poco x3 nfc )",1,2022-03-09 11:25:09
Ketha utama,APK nya bagus tapi di aku kok ngfak bbisa pake filter sama baground ☺️,4,2022-03-09 11:17:56
16. A. Fausi Amrullah,"Bang kenapa google meeting saya kalau di tekan keluar sendiri padahal kemarin² bagus, mohon segera di perbaiki apk nya🙏🙏🙏",1,2022-03-09 11:14:53
Widya eka Saputri,Aplikasinya kok tidak bisa di buka??tadi udah di pencet ga bisa saya uninstal dan di instal lagi tidak bisa ..tolong di perbaiku saya tidak dapat mengikuti pembelajaran,5,2022-03-09 11:04:08
Alif Shafa Rahmawati2,"Tolong aku ulangan hari ini, pake gmeet 😭 Tapi didownload gamau buka, keluar2 terus. Plisssss Dan gadapet balasan apa2 ya Allah gregetan. Tolonglah",1,2022-03-09 10:42:09
Arya Syahputra,"Suara putus-putus, jadi kalau mendengar penjelasan dari guru selalu tidak jelas",1,2022-03-09 10:40:18
Alvin Nur Ramadan,Gk bisa di buka aplikasinya,1,2022-03-09 10:25:41
Arinda Wati,Ini tolong di perbaiki ya soalnya abis update apk ny keluar² terus,2,2022-03-09 10:17:49
RIVANDI PRATAMA,Aplikasi ajg Gak bisa masuk Selalu mental waktu login Sampah,1,2022-03-09 09:51:36
Irma Tridiarty,Kok gabisa kdibuka knp ya,1,2022-03-09 09:41:46
1F_Rois Aprianto,Ada yang udah ngga force close lagi? Caranya?,1,2022-03-09 09:35:06
012_Muhammad Nur Insanudin,Gabisa masuk,1,2022-03-09 09:10:36
Rehuel Tobing,Tidak bisa masuk ke gmeet sekolah. Pas di instal ulang malah gak bisa dibuka. Buka tutup mulu..,1,2022-03-09 09:07:01
yusa Yusa,Pokoknamah joss lah,5,2022-03-09 08:57:33
Maria Ulfa,Knpa tidak bisa dibuka ya,5,2022-03-09 08:48:37
Erma Suharti,Awal pake bisa pas mau di pakai lagi buat sekolah malah ga bisa di pakai di download ulang tetep gak bisa tolong di perbaiki,1,2022-03-09 08:48:03
Dita Syahra,"Tolong diperbaiki, setelah update tidak bisa dibuka dan login. Terima kasih",1,2022-03-09 08:18:16
Riyan Zamani,forced close sendiri ga guna,1,2022-03-09 08:03:46
M. Lutfi Fadilul Akbar,Apk yang bagus dan bermanfaat saat pandemi,5,2022-03-09 08:00:22
Thimotheus Siki,Komet Timor Indonesia,5,2022-03-09 07:52:38
MAYANG FATMAWATI,TOLONG SEGERA DIPERBAIKI KNP APK INI DI HP SAYA KELUAR² SENDIRI SAYA KULIAHH MENGGUNAKAN APK INIII!!!!,1,2022-03-09 07:50:03
Villia Dina Damayanti,Padahal sudah diperbarui tapi kenapa fitur latar belakang tiba-tiba hilang dan tidak bisa muncul lagi? Padahal memori hp masih banyak,2,2022-03-09 07:45:35
Karen Tina,Ini gimana sihhh gak bisaa join meeting room,1,2022-03-09 07:44:35
Firmansyach M. H. Fio,Aplikasi tidak bisa dibuka.,1,2022-03-09 07:28:04
Anzas Maulana,Bgus,5,2022-03-09 07:20:25
Dicky Aditya Sundawa,Problem,1,2022-03-09 07:12:14
2eb03_Adib Susilo Nurviandi,gabisa di buka mental keluar terus,1,2022-03-09 06:51:17
Tasya arianti,"Google meet tidak bisa dibuka, tolong diperbaiki",1,2022-03-09 06:48:40
014_Feby Nirmalasari,"GABISA DIBUKA SETELAH UPDATE, EMOSI",1,2022-03-09 06:45:22
Putra yuda Yuda,baik,5,2022-03-09 06:45:20
Yurisurya Zuniar,Setelah di update tidak bisa lagi masuk g.meet nyaa kecewa,1,2022-03-09 06:30:34
Anis FatihatulMadaniah,Cakeep,3,2022-03-09 06:22:38
Muhammad Azlansyah,Aplikasi eror tidak bisa digunakan..mohon disegerakan..🙏,1,2022-03-09 06:21:39
Muhajirin Muhazi,good,4,2022-03-09 05:24:07
mpn phone,Tidak bisa dibuka sama sekali. Mental keluar terus,1,2022-03-09 05:22:55
AyuPratiwi 26,"Gak bisa dipake, keluar terus.. tolong diperbaiki",1,2022-03-09 05:22:37
Afriani Nazara,Kmarin aku kasih 5 bintang karna aman2 ajah ehh skarang kok setiap masuk gmeet suaranya kresek2🥺,1,2022-03-09 05:21:19
jumriah ulya. mukhlis,Bagus,5,2022-03-09 05:20:36
Raka Hanafi,"Setelah update tidak bisa masuk ke room meet,padahal mau sekolah online",1,2022-03-09 05:08:44
Nayla sri Novianti,"I begged the developer to fix the bug when opening the meet app dia selalu keluar"" saat sy memencet aplikasinya dan jg sy selalu lag Please fix it, thank you. . .",1,2022-03-09 05:06:31
Ahmad Rizwan,Gak bisa dibuka,1,2022-03-09 04:59:50
Muhammad Edgar,Ketika mau masuk meet keluar sendiri mental gitu...harap di perbaiki lagi,1,2022-03-09 04:51:07
14 Miftakhul huda,App sering eror,2,2022-03-09 04:36:38
Reza Aulina,Sippp,5,2022-03-09 04:27:51
Aldilah Lestari,Mohon ditingkatkan,1,2022-03-09 04:19:23
Gregoriana Tefa,Gak bisa di akses setelah di download..malah gak bisa di buka untukjip masuk.ini kenapa yaaa sperti ini..apakah ada gangguan ini sama pada kalian..baru ajah instal tetapi gak bisa di buka malahannnnn...kan kesalll saya jadinyaa. Apakah ada yang tahu cara untuk memperbaikinyaa..dan apakah bisaa tanpa instal aplikasi dan bisa ikut rapat di.google meet menggunakan desktop saja...sedih 4 mata kuliah hari ini terlewatkan begitu saja..apakah ada yang bisa membantu saya untuk menyelesaikan ini??,1,2022-03-09 04:17:52
Cecep Setiawan,Ini lagih penting malah ga bisa di buka anjir,1,2022-03-09 04:14:34
Axelia Alita,baguss btgtt cepet lagi donlwold nya suka dehh,5,2022-03-09 04:14:09
10_I Putu Ary Ardhitya,"Kok force close ya, kemarin bisa padahal",3,2022-03-09 04:09:11
Reni Oktaviani,"Download apk gmeet tidak bisa dibuka selalu keluar terus, tolong diperbaiki.",1,2022-03-09 04:09:05
Lidya Simamora,Kenpa gak bisa dibuka ya gmeet nya selalu balik dia Minta tolong dong min ini kenpa ya?,4,2022-03-09 04:06:34
Muhammad Akbar,"Aplikasi aneh,gak bisa di buka sama sekali",1,2022-03-09 04:04:41
Jessie alicia krisanta,Saya hampir saja gagal masuk saat melakukan ujian praktik,1,2022-03-09 03:57:57
Suni Susanti,Ga bisa di buka apknya pdahal udah di apus donlot lagi sampe 3 kali,1,2022-03-09 03:41:31
075 GUFRON_NAWAWI,Apknya udah gak bisa di buka lagi buat update yang baru,1,2022-03-09 03:41:04
Hamjah Abdul Hendra,"Kenapa meet saya tidak bisa digunakan, tolong diperbaiki",4,2022-03-09 03:40:01
FirmanSyah Cahya Widy Dwi Permana,Kok gmeet saya sering keluar dan tidak bisa dibuka,5,2022-03-09 03:37:42
achcha channel,Mengapa diupdate justru gak bisa masuk meet kan saya jadi gak bisa ikut kelas. Mohon perbaiki segera,1,2022-03-09 03:37:39
Lince Devitrianto,Pas aku mau masuk meet kok g bisa ya? Sy nyesel update aps meet ini🙁,1,2022-03-09 03:24:54
Stivany Bunga,Habis diinstal ulang malah gk bisa masuk. Malah keluar terus. Tlong diperbaiki,1,2022-03-09 03:19:45
Muhammad taufiqurrohman,Eror,1,2022-03-09 03:14:17
Bagas Umar Fadhil,"bad bgst, suka gabisa dibuka.. jam mapel/penilaian semester dah mepet masih ttp blom bisa kadang""..",1,2022-03-09 03:06:09
Bagas Febrian,Tiba2 error,1,2022-03-09 03:01:56
avry silalahi,Burukkk. Gabisa dibuka app nyaa. Pdhl mau dipakek ujian interview kerja jadi gagal. Tlong d perbaiki dong,1,2022-03-09 02:48:49
Gabril Fernando,"gajelas ni aplikasi, gw gabisa ikut pts gegara error keluar mulu, gimana nih gw gak dapat nilai, gajelas tolong di perbaiki lah, kesian orang lain mau dapat nilai tapi gabisa karena gangguan, padahal jaringan gw bagus loh, ini yang bermasalah aplikasi nya atau apa.",1,2022-03-09 02:47:48
M.Ridho Nawawi,Ada eror,1,2022-03-09 02:44:56
Assyifa Safira,Kenapa saya ga bisa masuk aplikasi ini lagi? Otomatis kluar dan tidak bisa masuk lagi?,1,2022-03-09 02:31:39
Kaisha Zahira,Bagus,5,2022-03-09 02:30:35
MUHIBUT TOBARI,Mantap,5,2022-03-09 02:24:38
Suzana arum,I can't use it,1,2022-03-09 02:19:08
Safik Pratama,Baru aja download .egh ternyata benar tdk bisa di buka,1,2022-03-09 02:17:19
Aldimas rosi Ilham,"Kenapa kok gk bisa masuk, baru dipencet udah keluar sendiri tolong diperbaiki pleasee",1,2022-03-09 02:14:17
077_Risky Dwi Lestari,Mau pakai aplikasi nya tiba² ga bisa masuk. Untung ada google meet web. Tolong dong perbaiki yang di seluler🙏🏻 mau kuliah di meet jadi harus buka laptop dulu😭,3,2022-03-09 02:08:42
Neville Alfredo,"Mohon diperbaiki, google meet tidak bisa dibuka",1,2022-03-09 02:03:55
ElizabethMichaleka NiayUsmany,ga bisa masuk,1,2022-03-09 02:03:13
Nurmala Isra,Knpa ya meet nya gak bisa di buka padahal mau kuliah nii loooo tolong dong cepat di perbaikiiiiiii,1,2022-03-09 02:01:46
Ita Puspita Ningrum,Kenapa gak bisa masuk,2,2022-03-09 01:55:29
James Kelvin,Minta tolong dong temen- temen ada yg bisa bantu ga. Apk.nya gabisa dibuka tiap buka langsung ke close,3,2022-03-09 01:53:37
Marie Lin,Mengapa saat saya ingin masuk meet selalu keluar? Sebelumnya saya bisa masuk ke aplikasi,1,2022-03-09 01:47:45
107Maulani Nurasri Ananda107,Tidak bisa di buka Meet nya,1,2022-03-09 01:45:36
rizqi lukman,Jelek bgt keluar mulu. Dan sekarang ga bisa dibuka,1,2022-03-09 01:42:58
Fadhil Muhammad R,Gabisa pakai background,1,2022-03-09 01:42:45
Dude Momo,"Gimana ini aku gak bisa masuk keluar mulu dari aplikasinya , cepet dong perbaikin bug nya",1,2022-03-09 01:42:06
Dewi Lestari,Apk nya bagus cuma keluar trs kalau mau masukk tolong dong di perbaik ki,1,2022-03-09 01:34:40
dika official,Sagat bagus,5,2022-03-09 01:30:08
Efendi Ful,Gak bisa masuk keluar terus padahal sudah restart hp juga tetep gkmau,1,2022-03-09 01:25:06
Unknown Oflol,Kurang tau,1,2022-03-09 01:22:40
Lau Riancu Riancu,Bagus,5,2022-03-09 01:16:33
Asus Hitam,Habis di update malah tidak bisa dipakai,1,2022-03-09 01:15:46
Mufid Rosidi_23,Apknya ga bisa di buka,1,2022-03-09 01:13:25
Dino Andrew,Apa yang terjadi? Kenapa diandroid keluar mulu apknya? Nabsgfhejwjwksysyysfgahshshdbdvdvwgqhwhehehdhdhfjhhehshsjsnsnsngentot,1,2022-03-09 01:11:53
Angle Michael,Not so good,3,2022-03-09 01:10:22
Indra Febriansyah,Babi ga bisa masuk,1,2022-03-09 01:07:38
Fazila Purnomo,Berguna untuk sekolah 👍,5,2022-03-09 01:00:23
Deli Pramuditya,Kenapa si hbis di perbarui malah ga bisa masuk🙂,1,2022-03-09 00:56:51
Yayun Ali,Keren apk nya,5,2022-03-09 00:53:30
Merry Cen,Susah dibuka,2,2022-03-09 00:46:14
Risa cha,"Tidak bisa masuk aplikasi, selalu keluar ketika di buka. Sangat mengecewakan",1,2022-03-09 00:34:28
Alvin Tungga,Kok saya mau masuk meet gabisa pas coba hapus download lagi sering keluar sendiri,1,2022-03-09 00:33:34
Mohamad Pratikno,Sangat bermanfaat,5,2022-03-09 00:29:55
Andri Suherman,Mantap,5,2022-03-09 00:25:14
Sarif Febi A,Semenjak update kok gak bisa masuk iya malah keluar lagi mohon di perbaiki secepatnya Iya min mau daring aja jadi susah,1,2022-03-09 00:12:13
Rista Fianasari,"Buruk bgt sumpah, bukannya diperbarui makin bagus malah makin ancur gabisa join 😭pdhl kan buat sekolah mana ya daring terus ini gimana 😭mohon diperbaiki lagi ya👌",1,2022-03-09 00:09:51
Muhammad Ibnu Hasan Al-Ghifari,Kok Jadi Ngga Bisa Dibuka Ya?,1,2022-03-08 23:58:40
Wabiana Biana,Tdak bisa d download 🤮,1,2022-03-08 23:51:47
Novita Eka,"Dari sma sampek kuliah pakainya apk ini, enak ngak ada masalah. Tapi kemarin mau masuk apk aja ngak bisa selalu mental tolong ya diperbaiki. Terimakasih",2,2022-03-08 23:50:54
Kuswani Trisno Hadi,🙏,5,2022-03-08 23:48:10
Putri Ayu Anatasya 27,Kok ga bisa di install,3,2022-03-08 23:18:42
Meri Meriyem,"Tolong perbaiki apknya karena saat mau masuk Google meet tiba tiba keluar sendiri, saya ulang terus tetap keluar keluar jadi saat saya mau sekolah online saya tidak bisa mengikuti dan saya di tegur oleh guru di kira saya bohong. Tolong perbaiki bang saya sudah 3 kali tidak bisa meet karena keluar keluar sendiri",1,2022-03-08 22:26:22
DDM Game C,Tidak bisa di buka di LG K220Dsz setelah update baru,1,2022-03-08 22:21:36
7.1 Rini Amelia Wati,Ok,5,2022-03-08 19:50:48
Ina Mulianie Widaserana,Baik,5,2022-03-08 17:43:20
21-105 Foriawan zalukhu,Apk ini bagus bangetttttt.!!,4,2022-03-08 17:04:05
Rika Safitri,Aku nggak bisa masuk akun udah coba masuk pake link juga tetep nggak bisa ini gimana kuliah online,1,2022-03-08 16:02:12
hilda annisha,Ini kenapa jadi nggk bisa di buka sama sekali tolong donk benahin aplikasi nya lagi saya jadi nggk bisa rapat soalnya,2,2022-03-08 15:10:58
Asya Nur rahma,Kagak bisa dibuka:-(,1,2022-03-08 14:52:08
Athalia Tierani,ga bisa di buka..tiba tiba keluar terus,1,2022-03-08 14:22:41
Farfisa Akbar,Kecewa tidak bisa apknya,1,2022-03-08 14:17:33
RISMA AGUSTINO,Aplikasi kena malwer apa ya... Ga bisa dibuka di hp di klik keluar terus,1,2022-03-08 13:54:42
Sopwan opang,Keren,4,2022-03-08 13:43:18
Eka Novan Rizky Prastya,gak bisa logiin ..,1,2022-03-08 13:09:37
Jaka Widada,Bad update aplikasi jd tdk bisa dipakai,1,2022-03-08 12:47:24
Sans Jiuu,Erorr aplikasiny gak jelas banget,2,2022-03-08 12:33:56
Resita Kolalina,aplikasinya tidak bisa beroprasi,1,2022-03-08 12:24:56
Jdkdkd Nskdkdd,Linknya tidak bisa di buka,1,2022-03-08 12:13:14
Lia Susilowati Devita,Kenapa pada saat di butuhkan saya mau g.meet ga bisa bisa padahal setiap hari saya harus g.meet. kemarin gabpernah ada masalah.,3,2022-03-08 12:01:46
Eva Rismayanty,Kenapa tiba tiba gak bisa dibuka di perangkat saya ya,1,2022-03-08 12:00:29
Eni arfiyana Rosyidah rojin,Membantu bngtt,5,2022-03-08 11:14:11
NURIL IMAN,Kenapa ga bisa masuk sihh!! Padahal udh dipencet2 berulang ulng... udh dicoba berkali kali dan ga bisa bisa tlng perbaiki dong!!!,1,2022-03-08 10:40:00
Nilam Kaltsum,Kenapa aplikasi nya setiap mau masuk keluar dengan sendirinya tolong diperbaiki ya,1,2022-03-08 10:06:00
SiskaNn 01,Kenapa gabisa dibuka ya min,2,2022-03-08 10:00:00
Quthrotun nada salsabila,Sehabis di update jadi eror gini tolong dibenerin lagi dong,1,2022-03-08 09:33:33
Elisa Icha,"Apk lmyn bgus, cm gema aja,layar juga ok bgus,dll pokonya hrs adain bhs indo,suara g bkin gma dll",3,2022-03-08 09:23:49
Cindy Nada Gisela,Good,5,2022-03-08 07:26:13
Sayumia,Ok,5,2022-03-08 07:18:16
Ai Rachmawati,Lancar,5,2022-03-08 07:01:43
Depita Mardiana Putri,"Gabisa dibuka di apknya, selalu keluar sndri stiap dibuka",1,2022-03-08 06:22:58
Donny Nugroho,Aplikasi yang cukup baik namun akan saya beri Bintang 5 jika bisa merekam,3,2022-03-08 05:40:59
HIJRAWAN WOMAL 2195,Knp saya tdk bisa masuk,1,2022-03-08 05:40:55
SaN One,Ok,1,2022-03-08 05:35:26
Rudi Romdoni,Sangat Bagus,5,2022-03-08 04:37:29
danil fadilah,Ko ga bisa d buka ya? Kenapa? Aneh,1,2022-03-08 04:33:02
5.1 Hepi Anjelina,ini kenapa habis diuninstal trus instal lagi malah gabisa masuk ya huhu sedih banget padahal penting banget buat kuliah,1,2022-03-08 04:32:39
joyakin gea,Ga bisa terbuka gmeet nya. Knp ya?,1,2022-03-08 04:23:24
Selvy Ageng Pamuji,Knp saya ga bisa masuk meet saya ga bisa masuk kuliah :( ada apa dengan meet skrng,2,2022-03-08 04:04:54
Hafizha Maisya 7b1,"Good day, meet. I need help. I cant log on into meet, it just come out by itself. I've already reinstall the meet, clean memory & cache, but nothing work. I've try from chrome, not work either unless i change the setting into ""desktop site"". Im use Luna V55c. Do i need a new phone ? Thank you. Jazakumullah Khoiron Barakallah fiikum",1,2022-03-08 04:00:16
ibnah qonita,"saya gabisa masuk meet setelah di update, konsekuensi nya saya di alpa😭suda 3kali saya tidak ikut meet, tolong diperbaiki dong google, saya takut ketinggalan pelajaran😭",1,2022-03-08 03:58:54
12 Jihan Zalfa Azahra,"kenapa keluar keluar sendiri mulu si, pdhl kemarin ga kayak gini, ngeliat banyak org bugsnya sama tolong diperbaiki dong, buat daring kesusahan bgt",1,2022-03-08 03:57:11
May lyn,Bug terus,1,2022-03-08 03:56:18
Syahrul,Mantap,4,2022-03-08 03:40:42
diki nurul rivai,Tolong minta perbaikan.. Entah kenapa g meet saya keluar masuk... Kuliah saya jadi terkendala!,1,2022-03-08 03:38:22
Fatahilla algazi,Bagus $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$=$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$#$$$$$$$#$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$#####$#$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$////$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$apa liat liat77,5,2022-03-08 03:35:21
Sarifudin Sarip,Tolong bantu saya supaya saya bisa dwlod gogel meet Daftar,5,2022-03-08 03:30:04
Rabul Hadi,Pagi-pagi ada interview eh google met bermasalah. Good banget!,1,2022-03-08 03:29:03
Ibnati Mulki Nur Azizah,kok tidak bisa di buka ya.. selalu keluar kalau mau masuk gmeet,1,2022-03-08 03:08:43
Frans Harefa,Kok ga bisa di buka ya..tp sebelumnya tidak seperti itu,1,2022-03-08 02:56:15
RAFLI TARRA#,bbaangus banget,5,2022-03-08 02:43:21
Siti Istiqomah Banurea,Jj,1,2022-03-08 02:43:05
Dini Eva,"Kurang bagus si, kenapa abis di upgrade jdi susah masuknya.",1,2022-03-08 02:35:19
robi' zamahsyari,Assalamualaikum,1,2022-03-08 02:22:37
Ridwan Harun,Baru download tapi gak bisa dibuka,1,2022-03-08 02:15:43
Cahya Aditya,Gak bisa di pakai,2,2022-03-08 02:00:54
19_432 Azizah,"Saya sudah 3 kali mendownload, tapi kenapa masi tidak bisa dibuka juga aplikasinya??baru masuk sudah terkeluar. Masuk dari link yang dikiirim juga tidak bisa. Bagaimana ini, saya mau daring...... saya sangat membutuhkan aplikasi google meet ini.",1,2022-03-08 01:57:21
Bolt 678,Maaf nih. Kok saya tidak bisa buka ya? Error terus,1,2022-03-08 01:34:25
charisma Larasati,"Ini knpa yaa saya g bisa buat zoom meet untuk sekolaahh,gmna caranya yaa",2,2022-03-08 01:18:40
Adriel Aaron Tandayu,Kenapa saya gak bisa make google meetnya!?!?!? Tpi kenapa yang lain bisa!???!?!?!!!!!!! Tolong di perbaiki,1,2022-03-08 01:12:11
Pengguna Google,Sebenarnya aplikasi bagus buat daring tetapi pas akul aku lg mau pake eh ko ga bisa masuk2 soal nya buka2 tutup2 trs kek hp tolog dibaikin masalah nya pls lah itu buat setoran t2q kenapa gabisa,1,2022-03-08 01:06:15
