userName,content,score,at
Kasma Rani,Baru download semoga bisa,4,2022-07-14 01:03:45
Chandra Mokoginta,Coba,3,2022-07-14 00:48:40
Ngintip Video,Jaringan lalod,2,2022-07-14 00:14:48
Xiomi Xiomy,Ingin menjalin tali silaturahmi Saling berbagi kebaikan,5,2022-07-13 23:19:19
Petrus Agapa,connect to zoom,5,2022-07-13 17:48:15
Massari Harry,Next ..,4,2022-07-13 17:15:57
Ahmad Rifai,ZOOM Mantap Jiwa !!!,5,2022-07-13 14:54:09
rediantariii #,Keren,5,2022-07-13 13:53:49
paling paling anak manis annisa m dan nafisa,Good banget,4,2022-07-13 13:44:05
Derajat Kuncara Negara,Good stuff,5,2022-07-13 12:56:44
Jimmy Stefanus,Woi virtual background nya mana anj,1,2022-07-13 12:50:11
Evi Liani,ok,5,2022-07-13 12:23:50
YBM PLN,Good,5,2022-07-13 12:19:46
Yudi Hermawan,Ok,5,2022-07-13 12:17:49
Nasa Ui,Good,5,2022-07-13 12:08:58
suaramedia id,Mantab,5,2022-07-13 11:59:43
Maheera Gendhis Rahajening,Tidak bisa d instal di tab,1,2022-07-13 11:38:25
Mie Lien,O Mjhy,4,2022-07-13 11:08:33
asep irman,Ninda,5,2022-07-13 08:47:11
Syaukia Syadzasalsabila,🙏🏻,3,2022-07-13 07:24:36
Adiv Maso Maso,Godd,5,2022-07-13 06:17:50
Eeng Marna,lancar,5,2022-07-13 06:03:37
steven Liu,Mantap,5,2022-07-13 05:50:52
nana rzy,bagus,5,2022-07-13 05:34:36
HASANUDDIN Udhint78,Tidak dapat diunduh kembali setelah Restart Ponsel,4,2022-07-13 05:31:40
Fitria Istriani,👍,5,2022-07-13 05:26:01
Sugeng Hardjono,Sangat membantu... 👍,5,2022-07-13 04:34:04
Fransiskusumbu Bhaga,Jaringan ilang,1,2022-07-13 04:03:38
Enny Kristiana,Lancar,5,2022-07-13 03:40:14
Yalfenci Saefatu,Bagus Utk mlkasnakan Meeting Online Atau Jarak Jauh,5,2022-07-13 03:20:18
Sabria,Kami hanya ibu rumah tangga urus orang tua yang sedang sakit-sakitan😭😭😭,1,2022-07-13 03:16:23
Yoon J,B aja,3,2022-07-13 02:55:34
Rfd Aan Sultan21,okeh,5,2022-07-13 02:41:38
Erfiana Dwi,Bagus,4,2022-07-13 02:34:58
Ks Nanang,Good,5,2022-07-13 02:33:00
supartini tini,good aplication,5,2022-07-13 02:09:54
Agung Budiarto,😉😉,5,2022-07-13 02:00:05
Samsul Azizah,Sangat bagus dan sangat membantu,5,2022-07-13 01:57:28
Zaqueu Antonio Freitas ZAF,The best,4,2022-07-13 01:40:57
nop aje,Saya suk dan sangat membantu,5,2022-07-13 01:06:13
Ropinus Ropi,Sangat membantu.,5,2022-07-13 01:02:55
Luki Hairun Nisa,Baguss,5,2022-07-13 00:35:22
Nana Hastuti,Ok,5,2022-07-13 00:34:19
Donny Novianto,Membantu sekali,5,2022-07-12 23:32:33
Ari Wardiyanti,"Bisa , cuma kadang terganggu sinyal",4,2022-07-12 23:32:08
Accang Bugalu,Baik,4,2022-07-12 22:48:43
Kafi Nada Sahlani,Tolong sekarang meng instalkan,5,2022-07-12 20:47:32
Tanti Putri,"Sangat membantu dengan adanya Aplikasi zoom ini. Tapi tetap hrs ditingkatkan lagi jaringanya, agar yg jatinganny rendah msih bisa menggunakan zoom dgn lncr.",5,2022-07-12 15:32:15
EJET,"Burik kok pas share screen di tepi layar ada ijo ijo dan pas share screen nya dimatiin hilang ijo ijonya, dan teman tan saya juga bisa melihat ijo ijonya",1,2022-07-12 15:23:32
Ratih Aldila Rahmanita,"Aplikasi zoom ini sangat berguna tp banyak bug yang ada di aplikasi ini Dan,tolong perbaiki bug nya ya🙏 Nanti kalau sudah di perbaiki,Bintang nya akan saya tambah jadi bintang 5 . terimakasih.",4,2022-07-12 14:03:48
Mohammad Adriansyah,Good,5,2022-07-12 13:47:27
Isalni 20,Zetaprina,5,2022-07-12 13:34:37
Tomy Sanggawino,OK,5,2022-07-12 13:31:32
Yudi Surjadi,good job,5,2022-07-12 13:11:58
Sulistyo Edi,Dasyat,5,2022-07-12 12:50:46
Wahyu Gunbat,Ok,5,2022-07-12 12:29:30
Amira Fithria,Kurang ok,3,2022-07-12 12:20:25
AGUSTINUS UTANG,Kenapa aplikasinya tidak bisa di instal,1,2022-07-12 11:37:51
rully yame6,Kenapa saya TK bisa instal,2,2022-07-12 11:36:27
jiss ajiss201,Baguss,4,2022-07-12 11:23:09
Pairah Nanda,Tiga dulu,3,2022-07-12 11:13:40
Faeruz Ys,Nice,3,2022-07-12 10:50:13
Ramlan Land,Ok,5,2022-07-12 10:24:53
rahmi spdi,Tolol,1,2022-07-12 09:44:17
Krisna Ekanursetia,Susah donlod,1,2022-07-12 08:53:45
harinuan pakpahan,Pembayarn cuma kartu kredit sok kali gak becus dimana mana bisa via apa aja inj cuma via kartu kredit pakai pulsa selalu gak cukup padahal cukup sampah,1,2022-07-12 08:34:16
Muhammad Alfi Pratama,Hebat banget,5,2022-07-12 08:09:40
Sugeng Widodo,Praktis dan jelas,5,2022-07-12 08:07:03
nur hamid,Sabgat membantu dan memuaskan.....tqs,5,2022-07-12 07:22:16
Hadijah diyah dijah Dijah,Baru mencoba,3,2022-07-12 07:21:35
Upri Adi,Ok,5,2022-07-12 05:51:10
Hasian Tanjung,Cgvc no,3,2022-07-12 05:47:43
Jovan Ang,Keren bisa vc,5,2022-07-12 05:26:56
Dhe Vhita,Kok ga bs didownload ya,5,2022-07-12 05:09:00
Akhmad Yuliansyah,Mancaaappp...,5,2022-07-12 05:03:58
khoirul amin,Treu,3,2022-07-12 04:48:12
bonifasius harsolaksono,Exellent,5,2022-07-12 04:05:59
Yahya Nurrahim,Simple tapi gambar nya kurang bagus,3,2022-07-12 04:02:44
Chooliq Shodikin,Bgus,4,2022-07-12 02:52:32
Tirto,Good,5,2022-07-12 02:06:39
Abdul Rosid,Okey,5,2022-07-12 01:41:47
uppkh kudus,Sangat bermanfaat untuk rapat jarak jauh,5,2022-07-12 01:18:03
Gabriel Edo,Amazing,5,2022-07-12 01:10:38
Akbar,Baik,5,2022-07-12 00:52:26
Reynaldi Pantouw,Mantap good,5,2022-07-12 00:06:59
ahmad albari,Ok,5,2022-07-11 18:16:31
Taufik Hidayat,Mudah-mudahan tambah bagus,5,2022-07-11 15:34:46
Suparman Okeh,Ok,5,2022-07-11 15:02:27
YUDI H45AN,Kerja makin ribet,5,2022-07-11 14:36:30
Imam Mustofa,Great👍👍,5,2022-07-11 14:18:36
Salsabila rahmadina,Bgus,5,2022-07-11 13:17:22
Sofia Maulani,Bagus untuk rapat,5,2022-07-11 13:11:06
Achmad Tujianto,Bad,1,2022-07-11 13:07:15
Jessika Sortauli Siagian,"Bagus, dan sangat membantu",5,2022-07-11 12:24:59
ABdullah KHalil,Masya Allah...,5,2022-07-11 12:24:52
Muhamad Nasarudin,Sangat baik,5,2022-07-11 12:16:39
Peter Telaumbanua,Saya tidak dapat mendowload apk ini,2,2022-07-11 12:15:47
Heldon Sihombing,Kok gak bisa buat backgroundny,5,2022-07-11 11:44:31
ARYA GAMING,Aplikasi nya bagus banget apa lagi pas lagi pandemi aplikasi ini membantu banget ketika lagi belajar online,5,2022-07-11 11:36:40
Heriansyah Fadhlan,"Mantap, mantap dan mantap",5,2022-07-11 11:25:05
Abunaim Masdar,Mantap,5,2022-07-11 11:10:19
Abdullah Chuzaemi,Barakallah...🤲🤲🤲🤲🤲🤲,5,2022-07-11 09:40:36
supardi putra,Berdagang,5,2022-07-11 09:33:57
sabihicahserangpunya,Terima kasih banyak,4,2022-07-11 09:32:29
Elva Zahar canel,Good,5,2022-07-11 09:19:16
Shinta Falah Sari,"So bad, menu virtual background tidak ada di hp samsung a32 4g dan di laptop ,padahal sudah versi terupdate, harus bagaimana?",2,2022-07-11 08:03:01
Agus Budiman,Sippks,5,2022-07-11 08:02:53
Elly Herliani,Untuk itu kami juga menerima pesanan untuk itu kita harus selalu putih teras rumah di cek dulu fotonya bersama menjelang persalinan yg di atas meja di depannya ada yg tau gak sih Din Syamsuddin NoJehan orang yang di yutup itu makan Rp call me EU di cek di cek di sini byk yg di atas meja di,5,2022-07-11 07:41:36
Iyus Rustaman,Good,5,2022-07-11 07:35:32
Amal Amal,ok,1,2022-07-11 07:31:44
Eliana Sari,B aja,4,2022-07-11 07:24:11
Kiki Hambali,Sangat membantu,5,2022-07-11 07:11:18
The Gun Center,Ok,3,2022-07-11 06:36:05
᯽ꨄAsyifa_Offcꨄ,Yang bilang kayak Gini Kenapa sih Zoom Itu Lemot Mulu Kalo di pake? Itu karna Wifi atau gam internet kalian,5,2022-07-11 06:31:18
Kukuh Prasetyo,Good apps,5,2022-07-11 06:30:46
YENI MASTIUR,Blm pernah mncoba,5,2022-07-11 04:57:08
Shem N.laenan,"Saya masih belum bisa ganti bagrond, mohon solusinya",3,2022-07-11 04:56:26
Muhamad Baginda Harahap,Clear,5,2022-07-11 03:33:48
Asriadi Sofyan,aaa,5,2022-07-11 02:47:35
Tanaya Kumala,"Kurang privasi, mau turn off mic sama turn off video manual gabisa",3,2022-07-11 02:06:45
Asshofa Store,Sangat membantu,5,2022-07-11 01:56:16
Adoel Iis,Ok,5,2022-07-11 01:46:51
MARSELINUS MULYANTO,Bagus,5,2022-07-11 01:45:01
loop fruis,Aplikasi ini bermanfaat,5,2022-07-11 01:05:38
Nuke Aga,Bagus banget,5,2022-07-11 01:04:14
Hamim Tohari,Untuk aplikasi bagus membantu dalam pekerjaan kalo lagi di perjalanan,4,2022-07-11 00:41:51
Properti Desains,Bagus se,5,2022-07-10 13:54:09
Idham Finis,Bagus,5,2022-07-10 11:39:38
Vetri Lisnawati,Susah di donlotttt,1,2022-07-10 11:18:29
Dodi Iskandar,Bagus,5,2022-07-10 11:13:58
Nana Suryana,𝔻𝕚 𝕥𝕒𝕞𝕓𝕒𝕙𝕚𝕟 𝕝𝕒𝕘𝕚𝕙 𝕒𝕚𝕥𝕖𝕞 𝕟𝕪𝕒𝕙 𝕓𝕚𝕒𝕣 𝕞𝕒𝕜𝕚𝕟 𝕞𝕒𝕟𝕥𝕒𝕡,5,2022-07-10 09:19:26
Saeful Hidayat,Sangat membantu pada saat kemberikan kuliah online untuk mahasiswa STFI dan rapat dosen,5,2022-07-10 07:21:28
Safiya Alisha,"Ya aku suka sama zoom ini tapi kadang masuk nya lama,link nya bener tapi.gak.bisa.",3,2022-07-10 02:44:23
Muhamad Zakariya,Sangat senang memakai tapi kenapa gak bisa dipakai lagi,4,2022-07-10 01:19:33
Nurmala Jahidin,Penggunaan nya memuaskan,5,2022-07-09 22:36:43
Marlina Marlina,good,5,2022-07-09 17:07:55
soewardi soewardi,Why im instal by androit no sukses.,1,2022-07-09 13:40:19
Ni Wayan Jenita Purnama dewi,"thank you for zoom which has been helping my class for one year, when my lecturer was angry or happy thank you for always being there whether it's in a good or bad signal condition hopefully in the future zoom will get better and always needed",5,2022-07-09 12:25:29
Andri Alex,Goo zoom,5,2022-07-09 12:04:22
Papi Angkaban,Akun di tutup untuk melihat bokep,3,2022-07-09 10:39:56
Waras Nurhadi,Alat bantu,5,2022-07-09 09:30:36
Alvaro siagian,Oke,5,2022-07-09 09:27:34
Boido Tba,Terbaik,5,2022-07-09 09:01:43
Binyati Marlina,Good,5,2022-07-09 08:17:33
Joe Hantono,Mudah & gampang,5,2022-07-09 06:51:18
Ronaldo Hasudungan A,Ok,5,2022-07-09 06:13:21
Rieka Pratiwi,Gg,5,2022-07-09 04:57:09
Narimi,Mantap,3,2022-07-09 03:21:11
Wang Yoonji,Ini kenapa gak bisa diinstal yah??,1,2022-07-09 00:41:26
Rere Resa,Naz wa,5,2022-07-08 22:58:55
Margaretha MElove of my life,Bagus,5,2022-07-08 22:28:19
Aim Boot,Gambar besar.,5,2022-07-08 16:12:26
Sarmin Pulalo,idnu33 i,5,2022-07-08 14:29:59
Dokter Retno,A L7,3,2022-07-08 13:57:36
rama dwi sahrul,Nice 🤗,5,2022-07-08 13:00:45
Hidayat 123,👍👍👍👍👍,5,2022-07-08 12:27:24
Deddy Taufik Hidayat,Very good apps for meeting,5,2022-07-08 11:48:53
Cindy Koed,Mantap daa,5,2022-07-08 10:49:15
Eldy Mede,Mantap,5,2022-07-08 10:11:05
MHD. Ardiansyah,Lancar dan akurat,5,2022-07-08 10:07:08
Suminta Min,Ko ngga bisa d intal y,3,2022-07-08 09:45:58
heard runtuwene,Ok,5,2022-07-08 08:47:16
aswir hadi,Sangat membantu,5,2022-07-08 07:24:05
Denny Roy,⁸⁸íihij,1,2022-07-08 07:07:30
M Jumroni,Sangat membantu untuk kita,5,2022-07-08 06:24:08
Donny Fai,Kok gak ada fitur baground ya hp ku merek Vivo Y17 ram 4GB kenapa gak bisa,4,2022-07-08 06:05:53
Fina Dwi Ningsih,Good,4,2022-07-08 06:05:29
Scissorstify,"gak bisa login,muter muter",1,2022-07-08 06:00:17
Tria Yulisa Is Diarti,Good,5,2022-07-08 04:26:40
Rindu Tambunan,Bagus,5,2022-07-08 02:35:29
fauzan abdulrahman,Excellent App,5,2022-07-08 02:27:15
gilang saputra,Good,5,2022-07-08 02:02:20
Tita Enestya,Useable,5,2022-07-08 01:44:33
Heru Winarno,Good job,5,2022-07-08 01:36:25
Mas Sasi,Mantapp,1,2022-07-08 01:23:34
Dian Ekowati,O o,2,2022-07-08 01:07:00
Shinta,Bismillah aja kalo ya,3,2022-07-08 00:27:47
Hara zuko,Aplikasi ini sangat membantu,5,2022-07-07 23:58:41
Hezron Roman,Ok,3,2022-07-07 23:15:20
sonny sofian,Good application,5,2022-07-07 23:05:07
Gareng Bobrok,Bagus,5,2022-07-07 21:28:40
khilyatul wardah,sangat membantu,5,2022-07-07 18:28:39
nanas grup,Up to uo byonic o of the year awardo diluar rumah 🏡🏡 OOO ada o dalam pot tanaman obat di apotik online di seluruh wilayah negara di seluruh wilayah di old to uo ada komentar di old and subscribe like to show off air di bumi Indonesia di Twitter di OS ponsel di q,5,2022-07-07 18:28:26
Julian Oka,Bisa buat nobar film sama temen temen 👌👌👍👍🙂🙂,5,2022-07-07 17:43:26
mat feb,Zoom sangat mempermudah untuk komunikasi tetap kembangkan fitur canggih nya makasih.,5,2022-07-07 15:40:51
Dudung sopiyan,sy nyoba untuk pake apikasi zoom.biar gampang untuk komunikasi sama luar negri,5,2022-07-07 15:29:53
HERWAN A. S.Pd.I,Mantap Dan OK ini. Tapi saya tidak dapat mengaktifkan Virtualnya untuk baground.,4,2022-07-07 14:50:55
Paiman Trisanto,Susah Banget mau bukazoom metnyg,2,2022-07-07 13:47:57
Khoirul Surya,"Bug di ,99% waas",1,2022-07-07 13:19:32
Nyuman Mashudi,Baik,5,2022-07-07 13:05:32
Muhammad S pamungkas,Parah! Gw lagi meeting dan berkali kali gw tiba tiba keluar dari meetingnya. Baru sekitaran 30 sampai 40 menitan langsung keluar sendiri. Udah berkali kali ini terjadi.,1,2022-07-07 12:53:53
aa sujana,Lancar,4,2022-07-07 12:46:16
Loisa Regina Ena Blegurikfdsjyujffgggdxchk,Mantap,5,2022-07-07 12:29:34
Anas Nugroho,Nice,5,2022-07-07 11:18:10
ati ratnasari,Bagus rapat metiing,5,2022-07-07 11:12:28
Muhammad Rezeki,Mantap,5,2022-07-07 11:06:21
Dody Alamsyah,Saya baru bergabung di zoom belom tahu kenyamanan melalui meeting zoom,3,2022-07-07 09:56:10
Siu Mei,Sangat mbantu,5,2022-07-07 09:49:47
Susan Juwita,Pray and not be racisss,5,2022-07-07 09:44:53
Muhammadfebri Maulidy,👍🏿,5,2022-07-07 08:42:03
ALVARO GAVRIEL,Baik,5,2022-07-07 08:13:58
Bang Mau,Sangat cocok digunakan untuk komunikasi,5,2022-07-07 08:02:25
Cahyo Prihartono,User friendly,4,2022-07-07 07:47:47
Budi Setiawan,Ok,5,2022-07-07 06:35:40
Phd Joni,Ok,5,2022-07-07 06:27:10
Senisun GA,Oke,5,2022-07-07 05:21:37
IMAM ROFI'I,Oke,5,2022-07-07 04:58:49
Nanang Nanang,::f f go. Fed; mc,5,2022-07-07 04:51:14
Trisno Sutrisno,Mantab,5,2022-07-07 04:12:18
Bayu Buana Alam,Petualang,4,2022-07-07 04:02:40
Hertu Tepu,Kreeeeen,5,2022-07-07 03:34:16
Ebah Rock,Bsgus,5,2022-07-07 03:23:14
Rohmat Hidayah,Jos,4,2022-07-07 03:05:41
Napy Mamoribo,Sangat baik DI gunakan,1,2022-07-07 02:46:18
E. Putra Miza,Ok,5,2022-07-07 01:47:23
Rahmat Hidayat,Ok,5,2022-07-07 01:08:03
Alwathoniyah13 Tk,Suka apk zoom ini,5,2022-07-07 00:50:52
Veronica 01,Tambah Jos lur,5,2022-07-07 00:33:46
Jaka Saputra,Camera For Google Pixel 3A Face like wearing make up,2,2022-07-06 21:04:30
Denny Irawan,Mantaaabbb,5,2022-07-06 17:50:06
Wahyu Pangestu Pangestu,Sangat membantu falam berkomunikasi 👍👍,5,2022-07-06 16:15:20
Afiza nuraziza2,Nur Rahmi,1,2022-07-06 14:37:04
Yuwan faizal,Ok,5,2022-07-06 14:12:02
MW KAHMI Banten,Keren,5,2022-07-06 13:42:29
Semuel Metanfanuan,sangat bagus,5,2022-07-06 13:31:46
nia Ibatg,Ok,5,2022-07-06 13:16:18
Andhi Rep,Bagus,5,2022-07-06 12:52:46
Dora Emon,Bug nya banyak bet,1,2022-07-06 12:37:52
Tahdas36b Putra,Mantap,5,2022-07-06 12:25:40
Asep Lilingan,Keajaiban rejeki,5,2022-07-06 12:18:20
Wahyu Prakasa,Ok bagus,4,2022-07-06 11:21:54
Murjoko,Good,5,2022-07-06 09:06:21
nani poenya,Baik,2,2022-07-06 08:16:39
syamsul arifin,Ternyata jelek,1,2022-07-06 07:19:28
Arjaman P,Mantap,5,2022-07-06 07:09:38
Rasyid Fasahat,✨✨💯,5,2022-07-06 06:38:38
Kholifah,Baik,5,2022-07-06 06:19:10
Odi Down,Lumayan,4,2022-07-06 06:00:09
Siman Kaweli,Bermanfaat bagi mahasiswa pelajar mantap pokono,5,2022-07-06 05:01:50
SALLY ENGELINE,Ini aplikasi yang penting lho,5,2022-07-06 04:48:31
Rafiq Nawawi,Aplikasi ini membuat pekerjaan tmbah ribet... gara gara ini karyawan kerjanya zoom terussss,1,2022-07-06 04:25:31
Addi Suhandi,Ok,5,2022-07-06 04:18:22
Herry Ucha,Karna bisa berkomunikasi,4,2022-07-06 04:17:11
Official Wilzon,Mantap,5,2022-07-06 04:03:04
pusnia am,Oke,4,2022-07-06 03:41:25
siti nurhikmah,Zoom oke,5,2022-07-06 03:26:15
Makmeser Yakob H Rumbiak,Bagus,5,2022-07-06 02:43:50
heru setiawan,👍,5,2022-07-06 02:09:24
rumsiah ss,Suara kurang jelas mungkin sinyal kurang bagus,4,2022-07-06 01:58:53
fitri safitri,Bagus,5,2022-07-06 01:49:55
Muhammad Ilham,👍,5,2022-07-06 01:44:04
MUHAMAD YUNUS,"Baik,tingkatkan lagi mutu layanan",5,2022-07-06 01:36:57
arie anggara,Good👍,5,2022-07-06 01:26:50
Anto Joyo,Sangat membantu,4,2022-07-06 01:22:50
SyukurW,Ok,5,2022-07-06 01:18:33
Noeroel Dwi Antari,Sering penuh,4,2022-07-06 01:14:21
Josua Panjaitan,Mantap,5,2022-07-05 21:41:31
Su Parno,Oke,5,2022-07-05 17:56:13
di sini ken Kitamura,Good,5,2022-07-05 17:13:19
VIDEO INDRAMAYU,Ok,5,2022-07-05 17:12:33
rhespa laeli,Mantaps,4,2022-07-05 15:17:18
Parhi STMPd,it is very good software!👍👍,5,2022-07-05 14:15:56
30_Shafira Anastasya,"Akun google saya tidak bisa masuk akun 😑 Baru mau masuk, ada tulisan ""you are not eligible to sign in to zoom this time"" 😑",5,2022-07-05 14:09:18
christine joelsof,Hari ini sy instal aplikasi zoom tapi ga bisa2.... Ada apa ya?,5,2022-07-05 13:55:46
sandi s,Bagus 👍🏻👍🏻,5,2022-07-05 13:31:42
Rovhi Agustina,Baik,5,2022-07-05 13:31:09
TRI WULANDARI,👍,4,2022-07-05 13:31:01
zeyy 19,Ok,5,2022-07-05 13:20:15
Marulak 2479,Susah bangat masuk,1,2022-07-05 12:57:55
darmawan Wawan,Baik,5,2022-07-05 12:35:00
Joris Mantul,Kaga ada artinya,1,2022-07-05 12:29:20
Ali Mustaqim,Itsss,5,2022-07-05 11:21:10
masndik wahyudi,Good,5,2022-07-05 08:40:30
Lela Nurlaela,Sangat membantu menunjang aktivitas saya dalam berbisnis,5,2022-07-05 08:32:59
Agus Agus,Terima kasih,5,2022-07-05 07:49:19
Tariman,Kenapa ya setiap ada jadwal pasti di undur.undur,1,2022-07-05 07:32:59
Hasbi 3824,Top,5,2022-07-05 05:27:13
Jose Valentinobutar,Good,5,2022-07-05 05:25:12
Teguh Sunyoto,Gara gara ada aplikasi ini.. Sebagian karyawan menderita 😂,1,2022-07-05 05:17:48
SRI ROHAYU,Nice,5,2022-07-05 04:52:14
aas nurasiah,Susah didounlod,3,2022-07-05 04:50:35
Hendriati Supenti,hebat,5,2022-07-05 04:19:00
Julita Bakara,Amazing,5,2022-07-05 03:53:51
Achmad Maulana,Ok,5,2022-07-05 03:48:32
angga martha saputra,Ga bisa di instal di hp saya,1,2022-07-05 03:30:49
Pokdarwis Desa Waturaka,Terbaik,5,2022-07-05 03:01:37
Nur Aisy,ok,5,2022-07-05 02:49:50
Abdoel Azdim,Josss,5,2022-07-05 02:30:58
Ra Xavella,Bisa dibuat nobar am ayang walau pirtual,5,2022-07-05 02:08:18
Agung Winardi,Ok,5,2022-07-05 01:57:16
Sudmawaty Mpd13,Baik,5,2022-07-05 01:52:04
Gedang Betiti,"Untuk login aja udah susah bgt, mana bahasanya bahasa inggrisss, tolong dong dikasih bahasa indonesia, saya bukan orang inggrisss soale",1,2022-07-05 01:38:15
Armaini Yusuf,Mantap,5,2022-07-05 00:53:31
Alfonsus Christoforus Jacksen,Very Good,5,2022-07-05 00:47:49
Simson Pioh Ministry,Tks zoom sangat baik hanya kenapa HP pocco m4 saya tdk ada background yah?,5,2022-07-04 22:37:27
SUSILOBUDI CHANNEL,Sangat membantu pemakai,5,2022-07-04 15:33:53
Romala Sianipar,Awesome,5,2022-07-04 14:48:25
Jeffry Rogi,Mantab,5,2022-07-04 14:29:22
PT.Langit Gayo Tour & Property,salam sukses,5,2022-07-04 13:31:50
Pithri Kabul,The best,5,2022-07-04 13:21:34
Heru Ramadhan,8خخخ9,4,2022-07-04 13:17:20
Wulan Sasi,"Aplikasi Zoom sangat membantu sekali, meeting jadi lebih gampang, terima kasih",4,2022-07-04 13:11:58
Ariyani Arwi,Odip,4,2022-07-04 13:08:13
"Helza G,Ancang",Helza Suak ini,5,2022-07-04 12:47:55
Lidya Komala Sari,Good,5,2022-07-04 12:42:11
Soesanto Sahri Sahri,membantu sekali,3,2022-07-04 12:40:58
DELA GASPER,Bagus,5,2022-07-04 12:06:48
M. IKROM,Sangat berguna bagi nusa dan bngsa,5,2022-07-04 11:23:55
Ahza Latif,Mantapp,5,2022-07-04 11:03:11
Kucing serenaかわいいねこ,This app is very good and very nice to use i like this app!,5,2022-07-04 10:30:33
Umi Alifatussoimah,Sangat membantu ketika ada seminar ataupun kegiatan online lainnya terimakasih,5,2022-07-04 10:08:23
hasnawiyah spdi,Akurat dan efektif,5,2022-07-04 09:45:15
Flashcomm Pontianak,Good performe for meeting,4,2022-07-04 08:33:51
Rendi Aresta,ok,5,2022-07-04 08:19:54
H RIDWAN,baik,5,2022-07-04 07:43:11
Yayan Suryana,Sangat baik,5,2022-07-04 07:34:19
redi redi,Bagus banget si tapi auka eror,4,2022-07-04 06:38:29
samsul junaidi,Bermanfaat,5,2022-07-04 06:02:41
Teguh Maduddin,Cukup membantu,4,2022-07-04 03:40:19
ala WAW,Sudah bagus performa nya,5,2022-07-04 03:24:04
Suhartini,Sangat bagus,5,2022-07-04 02:51:36
Wahyu Kurnia,Good,5,2022-07-04 02:48:10
Alfian,Keren,5,2022-07-04 02:42:01
Weldan Wel,bagus bgt,5,2022-07-04 02:33:13
Desi Saputri,Good,5,2022-07-04 02:12:27
Irvan Kisaran,Baik,5,2022-07-04 01:13:41
Dedy Ayman,👍👍,5,2022-07-04 00:04:46
Armi Juita,Good,5,2022-07-03 23:01:31
KIM Anwar M. Noor,Bagus sekali,5,2022-07-03 17:57:51
nani rahayu,👌👍,5,2022-07-03 16:49:57
Romdyz New,Sangat puas,5,2022-07-03 16:06:29
lisar SuMuT,"Mantap, sampai sekarang masih aman kalau mau kuliah zoom",4,2022-07-03 14:48:25
MusKha M. Abdurrazak,Diharapkan utk hp bisa ganti background,4,2022-07-03 14:42:49
YULIS SETYO PRIYATNI,Lumayan bagus,5,2022-07-03 12:41:59
Emmy Yuliarti,Good,5,2022-07-03 12:11:13
Elzira Earlene Agustinusss,Bagus,1,2022-07-03 11:51:35
ManisIMAN_Channel,Ok,5,2022-07-03 10:58:29
Hartatik Hidayah,Kenapa saya g bisa donlwd zoom,1,2022-07-03 10:40:33
Dealy,Sangat membantu,5,2022-07-03 08:11:52
Ilzam Al Rosyad Kusumah,👍,5,2022-07-03 08:08:19
Danu Darmawan,Zoom mantap,5,2022-07-03 07:23:20
Fuji Astuti,Bagus,5,2022-07-03 06:52:55
Adi Wisnu,Tolong di tingkatkan lagi aplikasinya.,4,2022-07-03 05:42:36
Maulana Firmansyah,Mantap,5,2022-07-03 05:21:50
Muhamad Hamdani,Bagus,5,2022-07-03 02:48:49
07.Puspita Dewi,OoQq,1,2022-07-03 02:19:48
Yunan Mateng,Bagus,5,2022-07-03 01:09:13
khudri sb,Cukup,5,2022-07-03 00:22:31
Arum Tv,Mohon mudahkan untuk dwonload,5,2022-07-03 00:04:29
Tito Hermana,Virtual background tidak muncul pilihan... Mohon perbaiki...,4,2022-07-02 17:36:09
Maharani Dwi,Okee,5,2022-07-02 17:34:17
Chevi iva Chandra,Siip,4,2022-07-02 17:29:16
Jo Gabe,Ok,5,2022-07-02 17:13:10
Dedy Rusland,Good,5,2022-07-02 16:41:32
Made Gina,Aku suka sekali,4,2022-07-02 14:04:57
PB B1,Berguna untuk zoom sekolah,5,2022-07-02 14:00:16
shre bady,Ok,4,2022-07-02 13:04:58
Abdul Aziz Muslim,Gak bisa download,1,2022-07-02 12:58:54
Tato Aimar,Kenapa versi sdh diatas 5.3.0 mlh ga bisa virtual background ga bisa seting ini loh versi x 5.11.1. Sya pusing jd mau gmna lg....,1,2022-07-02 12:50:24
Nur Kholis,ribet ruwet,3,2022-07-02 12:08:58
Nun Nun,Good,5,2022-07-02 09:21:23
Reza Rabbani,"Terimakasih, berkat Zoom, kami bisa melakukan meeting secara Virtual. Untuk Update berikut tolong tambahkan Fitur Untuk membuat BreakRoom, dan Baground Video Dg Menggunakan Photo dan Video di semua Hp Android, tanpa Menggunkan Spesifikasi tinggi. Terimakasih Team Zoom",5,2022-07-02 09:14:13
Atalarick Al Fareen rizqy,😩 Selamat menunaikan ibadah puasa bagi yang berminat untuk mendapatkan ribuan orang yang mirip mythia batford,5,2022-07-02 08:24:13
endang Lestari,Ok,5,2022-07-02 08:24:09
Usrah SH,Top,5,2022-07-02 07:48:32
Anom SURYONO,Bagus,3,2022-07-02 07:19:07
Daeng Takko,Sangat membantu,4,2022-07-02 06:29:16
IIN INDRAWATY,Bagus didak ngelek tapi harus di bagusin lagi ya,4,2022-07-02 05:41:16
JamesF,"Good application, meetings can be carried out smoothly and with good quality",5,2022-07-02 05:34:56
Dasmira Firman,Mantap bagus,5,2022-07-02 05:21:09
Rusdi Syam,Goodjob,5,2022-07-02 04:20:08
