userName;content;score;at;Nilai
Syifa Khairani;Jelek;5;2021-07-12 00:03:49;POSITIF
Ripka Thasia;Bagusss;5;2021-07-12 00:02:19;POSITIF
Dwi Putri Choirunnisa;tolong untuk filltur virtual backgrond untuk handphone android??;1;2021-07-12 00:02:15;NEGATIF
Jumadibudiono Budiono;Bagus;5;2021-07-12 00:01:49;POSITIF
ALAM YT;Bisa donk;2;2021-07-12 00:01:33;NEGATIF
victorcrowly victorhbd;Assu;5;2021-07-11 23:59:32;POSITIF
Raihan Ayub;Bagus banget;5;2021-07-11 23:58:08;POSITIF
Arief Aurora;Terlalu ngekang anj;1;2021-07-11 23:57:33;NEGATIF
Dg Ngenang;Lemot byee??;1;2021-07-11 23:55:09;NEGATIF
putri dinata;Sangat bgs dan buat aku sekolah online karena saat ini pandemi makin besar;5;2021-07-11 23:54:14;POSITIF
Salsabila Oktavia;Bagus;5;2021-07-11 23:53:58;POSITIF
Shinzu Chnxz;this application is very helpful for those of you who are learning online during this pandemic ??;5;2021-07-11 23:53:33;POSITIF
Titinsria 13;Jelek;1;2021-07-11 23:53:18;NEGATIF
Dewo Cell;Bagus buat anak sekolah online????;5;2021-07-11 23:53:05;POSITIF
Sayu Esha;Bgus;5;2021-07-11 23:51:52;POSITIF
Maria Elfride Anastasya M.M;Bagus;4;2021-07-11 23:50:49;POSITIF
Ranger Rei;Belum pakea;5;2021-07-11 23:48:54;POSITIF
Adi Abidin;Kenapa saya kok gak bisa download apk ini yaa??;1;2021-07-11 23:46:04;NEGATIF
z a;ZOOM nya keren banget aku bisa zoom sama guru Inggris dan aku bisa sekolah terima kasih yang buat zoom;5;2021-07-11 23:45:44;POSITIF
RIZAL saputra;Kaga bisa buat akun anj;1;2021-07-11 23:45:02;NEGATIF
Ilham Gendut;Akun ku kok ilang;1;2021-07-11 23:44:46;NEGATIF
Supri Adi;Ini sangat bagus;5;2021-07-11 23:43:37;POSITIF
HX K;Aplikasi gak jelas goblog buat apasih sekolah? Sekolah gak berguna;1;2021-07-11 23:43:25;NEGATIF
DIMAS •GANZZ;Xixi;5;2021-07-11 23:43:11;POSITIF
Aigoo!!;Anjg ini aku udah taruh pass yang benar untuk log in tapi di salahin pas udh masuk ke browser malah di suruh kasih password nya lagi anjggg kan gatau pntq;1;2021-07-11 23:42:39;NEGATIF
Noval Febian;KEREN;5;2021-07-11 23:40:25;POSITIF
???zy.;Njer Lah Chipset MTK Helio G80 Arm64 Android 10 Gak bisa pake Virtual Background;2;2021-07-11 23:39:46;NEGATIF
Karina Mranggen;Gara gara anda saya potong gundul;2;2021-07-11 23:37:44;NEGATIF
7E• FAREL AlHidayat;Gg;5;2021-07-11 23:36:29;POSITIF
Fadlan firdaus;Fast update, nice!!;5;2021-07-11 23:35:46;POSITIF
Gheri Finasri;Aplikasi yg menyebalkan tch;1;2021-07-11 23:34:37;NEGATIF
Herikson Simbolon;Good;5;2021-07-11 23:29:57;POSITIF
Cassiaa?;Mon maaf ni ye Virtual Background Nya ??;4;2021-07-11 23:29:56;POSITIF
Rara Tasya;Ini kenapa ya kok didownload susah banget;1;2021-07-11 23:28:36;NEGATIF
RISKI 01 GAMING;Sangat bagus di pakai belajar;5;2021-07-11 23:28:24;POSITIF
Galang Jagad islam;Di apk ini banyak bug saya nyaman nyaman nge game malah di suruh masuk ke sini dan pas masuk ada banyak alien;1;2021-07-11 23:27:55;NEGATIF
Novita Vebrianda;Markicob mari kita coba ????;5;2021-07-11 23:27:17;POSITIF
Zaza Zabreena;Bagus tapi hp ku nglekkkkkkkk!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;5;2021-07-11 23:21:12;POSITIF
makeup Ssy;pokonya zoom mantap;4;2021-07-11 23:20:25;POSITIF
risma afiyanti111;??;5;2021-07-11 23:16:40;POSITIF
Khalid Izza;Aplikasinya menyusahkan saja knp harus diciptakan aplikasi ini saya jadi harus mengikuti zoom sekolah terus??;1;2021-07-11 23:16:11;NEGATIF
apdul kalif;??????????????koronakorona korona;2;2021-07-11 23:14:58;NEGATIF
Raga Hamizan;Aplikasi apa ini gk bisa diinstal gak jelas;1;2021-07-11 23:14:20;NEGATIF
Ar Rafi;Apknya bagus sih tpi kok lama banget pas diubdate muter terus;2;2021-07-11 23:11:17;NEGATIF
Suhardjo Hardjo;????????;3;2021-07-11 23:10:30;NEGATIF
Zahra Ainy;Suka keluar masuk sendiri entah kenapa?? tolong dong??;4;2021-07-11 23:09:54;POSITIF
survival craft;"Apa maksudnya gue mau sign up malah ""not eligible"" berapapun umur gue hah!?";1;2021-07-11 23:07:58;NEGATIF
GURU DONA;Sangat membantu pembelajaran di masa pandemi;5;2021-07-11 23:07:00;POSITIF
Nurmawati Wati;Oke;5;2021-07-11 23:06:54;POSITIF
Amirul Mukminin;Membutuhkan banyak kuota....;5;2021-07-11 23:04:53;POSITIF
Forza Juve;Zoom sangat membantu untuk belajar dari rumah;5;2021-07-11 23:04:53;POSITIF
Reyhan Nopal;Bagus buat belajar;5;2021-07-11 23:02:10;POSITIF
Oktarizah oktarizah;Aplikasinya enggak mau terinstal tolong diupdet sekarang;5;2021-07-11 23:00:32;POSITIF
Beni Wijaya;Sangat baik;5;2021-07-11 23:00:09;POSITIF
Asaris Gaming;Karna zoom saya harus hapus ff saya dan karna zoom kakak saya bisa masuk pondok Thank you zoom;5;2021-07-11 22:58:20;POSITIF
Vinsen Sius;Ok;4;2021-07-11 22:54:17;POSITIF
Marsi Nem;Aplikasi nya sangat bagus banget;5;2021-07-11 22:51:35;POSITIF
Siapa Rumah;Tolong yah aplikasi nya kasih sedikit memakan ruang ngan karena hp ku dikit ramnya.sedangkan aku mau pakai sekolah ????;1;2021-07-11 22:50:20;NEGATIF
Rendjie XXX;Sangat Baik;5;2021-07-11 22:49:10;POSITIF
Dika rahman;lebih perpisional lagi ya tentang aplikasi ini;1;2021-07-11 22:48:51;NEGATIF
Pendi pendiaja;Bagus;5;2021-07-11 22:47:39;POSITIF
aura watyy;Aplikasi ini sangat membantu saya untuk tugas sekolah.terimakasih. aplikasi ini sangat penting bagi saya;5;2021-07-11 22:45:01;POSITIF
Zidan Muhammad_11;tolong dong apk nya di perbaiki lagi kok gua ga bisa downlod padahal gua pake belajar, jadi gimna ini belajar anj;1;2021-07-11 22:44:43;NEGATIF
Hendy YT;?????? ????????????;1;2021-07-11 22:41:22;NEGATIF
Muhammad bahy Khadzim;Mantap membantu kita dalam sekolah online;5;2021-07-11 22:40:14;POSITIF
Riska Ika;Aplikasi nya bagus banget dan ya pokoknya bagus banget deh;1;2021-07-11 22:39:53;NEGATIF
Ari Ani;Bagus sekalai........yuk gais cobain;4;2021-07-11 22:38:52;POSITIF
Kartini Tini;zoom ini bagus sekali dan di aplikasinya pantas harus di ramaikan saat ini juga;5;2021-07-11 22:36:38;POSITIF
rismatikaa 98;Lama sekli kalau mau mendowloand;1;2021-07-11 22:28:00;NEGATIF
Madina Ariani;Lumayan susah y,saya ingin pakai back ground gabisa ...;1;2021-07-11 22:23:59;NEGATIF
KOCAK GAMING KOCAK GAMING;Aduh udh bisa masuk ko tapi gk terkirim ke gmail sih mohon bantuanya;5;2021-07-11 22:21:16;POSITIF
Dzaky Game;Bagus;4;2021-07-11 22:04:38;POSITIF
Tan Rin;Mantap;5;2021-07-11 21:57:09;POSITIF
Farah Fadhillah;Kurang baguss, saya mau pk virtual background di hp sy malah ngk bisa pdhl udah memunuhi;2;2021-07-11 21:44:59;NEGATIF
Oktaviani Wulan;ApliiiiikSinyA bagus sekaliiiii,langsung saya beri bintang lima;5;2021-07-11 20:32:02;POSITIF
Muhammadibnu;tidak bisa terinstall;1;2021-07-11 20:20:58;NEGATIF
sayyid fadhil Muhammad;Angka 500jt Download saat pandemi ini, ZOOM : STONKS??????;5;2021-07-11 20:06:21;POSITIF
Cahya Pejungasu;Elekkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk;5;2021-07-11 19:56:11;POSITIF
eka dharmaputra;????;5;2021-07-11 19:54:26;POSITIF
cherry claudia;??????????????????????????????????????????????????????????????????????????????????;1;2021-07-11 19:54:11;NEGATIF
04_ANGGI PUTRI ARISKA;Apk bagus;5;2021-07-11 19:04:12;POSITIF
AmaRina Rock;????????;5;2021-07-11 18:33:51;POSITIF
Kapten Pure123;Maaf kk ko saya gak bisa donlod nya kk;1;2021-07-11 18:25:48;NEGATIF
Yuli Supriyanti;burik;1;2021-07-11 17:34:48;NEGATIF
Muhamad Sulaeman;no support for virtual background at my phone;1;2021-07-11 17:31:30;NEGATIF
Hermanel;Ntap;1;2021-07-11 17:15:22;NEGATIF
Mas Yuni;Sangat membantu sekali;5;2021-07-11 16:57:28;POSITIF
Putri Ardana1987;Susah amat ????????;1;2021-07-11 16:55:56;NEGATIF
Yahya Kus;KH°HKTzy ?;5;2021-07-11 16:53:09;POSITIF
Rizqy _7c_03;Ysj;5;2021-07-11 16:52:10;POSITIF
Humaedi Ahmad;Aku cobadulu ah;5;2021-07-11 16:49:42;POSITIF
Ilham Nasrullah;Anjk;1;2021-07-11 16:44:19;NEGATIF
bodo amat;Y apikk????;5;2021-07-11 16:41:11;POSITIF
fccempire rimba;belajar daring;5;2021-07-11 16:34:19;POSITIF
Aji Syahid Saputra;Cukup 1 masalah yaitu virtual background, tau lah ya masalahnya dimana;3;2021-07-11 16:33:18;NEGATIF
?????im;??;5;2021-07-11 16:32:53;POSITIF
Fia Nurul;Knp apl ini ngga bisa ke install...;1;2021-07-11 16:25:05;NEGATIF
Alver;Karena apk ini , paketan q boros bgsd;1;2021-07-11 16:24:11;NEGATIF
fenny soviana;Ga bisa ganti background ????;3;2021-07-11 16:23:57;NEGATIF
luna m;mohon maaf sebelumnya karena saya kasih bintang satu. saya mau tanya kepada pihak zoom kenapa setiap saya mau sign up selalu tidak bisa, padahal dulu bisa kenapa sekarang tidak bisa? . Itu saja yang mau saya sampaikan semoga cepat diperbaiki ya pihak zoom.;1;2021-07-11 16:19:39;NEGATIF
YTbangDitt;??;5;2021-07-11 16:12:00;POSITIF
Pilip Hanoa;Klo bntg 5;4;2021-07-11 16:04:21;POSITIF
Firman Dani;Aplikasi jelek;5;2021-07-11 16:03:41;POSITIF
Bimsss Real;ga bisa download hape saya kcip;5;2021-07-11 16:03:16;POSITIF
Odiadhi Tama;Apk tolol ajg mumetne uwong ee;1;2021-07-11 16:02:18;NEGATIF
Eka Dewi;bagus;5;2021-07-11 16:02:05;POSITIF
firda rizkyastuti;Baguss bangett;5;2021-07-11 16:01:23;POSITIF
Santiona Feronika;Good app;5;2021-07-11 16:01:21;POSITIF
Amanda Yola;Oghe;5;2021-07-11 15:59:20;POSITIF
Warung Rafika;????????????;5;2021-07-11 15:54:52;POSITIF
angel matruty;kenapa si gabisa didownload lagi selaluu gini kalo uda dihapus mau instal lgi selalu gabisaa padahal uda ngosongin penyimapan banyak loh hmm;1;2021-07-11 15:53:55;NEGATIF
Carlene Jessica;Appnya udah bagus, tapi tolong agar virtual backgroundnya bisa di pakai oleh semua brand handphone. Dan mohon vitual backgroundnya juga bisa dipakai untuk pengguna yang RAM nya di bawah 3 GB. Oh iya satu lagi, tolong perbaiki agar kalo kita kluar aplikasi, suaranya ga ilang dan tetep ada. Thanks.;3;2021-07-11 15:51:56;NEGATIF
Aisyah Khoirunisa;Bagus bgt;5;2021-07-11 15:45:18;POSITIF
Alfhi 23;Bagus sekali buat saya belajar;5;2021-07-11 15:45:08;POSITIF
Only Toong;Ya gt lah;4;2021-07-11 15:43:02;POSITIF
Saepul Ramdani;Gak bisa si donlowad;1;2021-07-11 15:38:03;NEGATIF
Suci Amelia;Saya tidak bisa mendownload,saya mendownload sampai 1 hari dan tidak bisa sampai sekarang;1;2021-07-11 15:37:54;NEGATIF
Ke arok Arok;aplikasi nya ga bisa dibuka;5;2021-07-11 15:35:03;POSITIF
Zahra Ardiansyah;Kowe asu;5;2021-07-11 15:30:22;POSITIF
febri ari gunawan;BUAT TAMBAL BAN ONLINE ????????;5;2021-07-11 15:30:08;POSITIF
Ruth Febyanti;Sangat membantu saya dan teman saat belajar bersama dan membahas segala pelajaran secara zoom;5;2021-07-11 15:24:16;POSITIF
Rafi Malikinas;WOI LAH;1;2021-07-11 15:22:34;NEGATIF
Donny enday;aplikasi ini sangat membantu untuk pekerjaan kantor dan keperluan sekolah anak;5;2021-07-11 15:20:38;POSITIF
Depa;Saya kasih bintang 1 karna lama baget;1;2021-07-11 15:19:19;NEGATIF
Arsya Fida;saran saya, untuk semua hp android mohon supaya vitur virtual backroundnya diadakan . Please banget ?????;4;2021-07-11 15:14:51;POSITIF
Maximellianus Yopian;Gara² hp kentang jadi gk bisa pasang background;1;2021-07-11 15:14:50;NEGATIF
31. Zevanya Yonica;Tolong dong kebijakan agar memberi akses kepada semua jenis merk hp untuk problem virtual background nya ...;3;2021-07-11 15:13:21;NEGATIF
Nur Faizi;Nice;5;2021-07-11 15:11:36;POSITIF
Arguna Yasa;Mantap sekali;5;2021-07-11 15:11:28;POSITIF
suskeh;Panik data habis !!!!!!!!!!!!!!!!!! Tapi bong ahyukk;5;2021-07-11 15:10:53;POSITIF
Marion Puttirulan;Sayang tidak mendukung ganti background di redmi note 8 pro;5;2021-07-11 15:08:56;POSITIF
DIKY KURNIAWAN HIDAYAT;Aku benci sekolah online;1;2021-07-11 15:07:39;NEGATIF
Eryc prasetyo Rusli;Sy ingin memakai Somme;5;2021-07-11 15:06:16;POSITIF
Victorn gloria Tiwow;Sngat bgus;2;2021-07-11 15:04:03;NEGATIF
Sutra Putsyp;tidak baik;5;2021-07-11 15:02:53;POSITIF
Widya Primasiwi;Aplikasi yg membantu sih di jaman PJJ begini, tapi virtual background nya..ga bisa di hp realme c17 padahal semuanya support;2;2021-07-11 15:02:45;NEGATIF
Ratna Wati;Yosh moga apknya baguuuss;5;2021-07-11 14:59:29;POSITIF
Desy Selan;Sangat baik;5;2021-07-11 14:59:21;POSITIF
Laras Novi;"Pengen nangiss,,,, Ko apk ny gk bsa di download,,, Pati ad tulisan ""tidk dpt mngistal zoom ,cba lgi,dn jk msh tk brfungsi ,lhat cra umum untk mmprbaiki""?? Pdhl smuanya udh di atur,memory ny jg,,, Ko ttp muncul ky gtu,,,";1;2021-07-11 14:59:03;NEGATIF
Ardika Rozikin;Aplikasinya kurang bagus karena tidak bisa diubah jadi Bahasa Indonesia;1;2021-07-11 14:58:13;NEGATIF
lorenza Ags03;Bagus;5;2021-07-11 14:58:04;POSITIF
Ayu Suci;Bagus;5;2021-07-11 14:57:42;POSITIF
kelvin project;saya baru tau aplikasi ini;1;2021-07-11 14:56:11;NEGATIF
risa auliya;Oke;1;2021-07-11 14:54:06;NEGATIF
K-Drama Sub Indo;Maaf kenapa zoom di HP ku ngk ada ganti backgroundnya ????????;1;2021-07-11 14:53:55;NEGATIF
Della Oktavia;Please lah buat tambahin virtual background nya. Kasihan yang punya hp android ngga bisa pake virtual background;1;2021-07-11 14:53:47;NEGATIF
Dini Khusna;Sangat membatu banget untuk belajar;5;2021-07-11 14:51:14;POSITIF
Harvey Jhon;Ok;5;2021-07-11 14:50:18;POSITIF
Aning Aning;Baik;5;2021-07-11 14:48:27;POSITIF
foxy _gacha craft;App nya bagus tapi plzzz virtual backroud Nya bisa untuk semua jenis hp??;5;2021-07-11 14:45:52;POSITIF
Sarmin 1234;Lebih praktis dan membantu kita semua;3;2021-07-11 14:44:42;NEGATIF
ipin :v;Kenapa Anda harus muncul???;2;2021-07-11 14:44:01;NEGATIF
Alunna Alaika;Ini gua donglot pas sekolah online doang ????;3;2021-07-11 14:41:06;NEGATIF
abiyyu asyam;bagus;5;2021-07-11 14:40:25;POSITIF
Lina Yanti;Anak saya slalu berhubungan dengan guru nya dengan nge zoom;5;2021-07-11 14:37:00;POSITIF
Adilla Khaalisya;Bagus banget;5;2021-07-11 14:32:52;POSITIF
Rafi Rafi;Ambil kuota nya jangan banyak banyak ya tolong pls kami rakyat yang tidak memiliki wifi IndiHome boros kali kuota nya pls ada hemat kuota nya juga;1;2021-07-11 14:32:45;NEGATIF
Whina Susilo;Bagus karna membantu saya sekolah online;5;2021-07-11 14:31:26;POSITIF
boyvers_editx;Kurang;1;2021-07-11 14:30:54;NEGATIF
Yusuf Hengki fernando irgiansyah;Sempurna;4;2021-07-11 14:30:44;POSITIF
Izzatun Nafsiah;Aplikasinya keren is the best;5;2021-07-11 14:30:19;POSITIF
Djunaidi Purnomo;Nggak bisa nginstal kesel bgt w;1;2021-07-11 14:29:13;NEGATIF
Jcell Kalisat;Auah males;2;2021-07-11 14:21:37;NEGATIF
Kevin Fauzie Putra;Bagus sekali;5;2021-07-11 14:19:09;POSITIF
Robby Mandala putra;Rasah nggo bhs inggris ngono ngp;1;2021-07-11 14:17:56;NEGATIF
Mira Bara;Good;5;2021-07-11 14:13:24;POSITIF
Rino Alansah;Aplikasi ini sayangat membantu untuk belajar matap lah??;5;2021-07-11 14:11:30;POSITIF
Fatonisbx sun;Good;5;2021-07-11 14:10:34;POSITIF
adhira jy;bagus;5;2021-07-11 14:09:48;POSITIF
cctv galih;Burik kkkkkkkkk+&;2;2021-07-11 14:06:37;NEGATIF
Diana dewanta;Sangat membantu buat anak sy belajar;5;2021-07-11 14:05:29;POSITIF
Weni Gusparina;Tidak dapat di dowload;1;2021-07-11 14:04:52;NEGATIF
Ni luh nesa Wahyundari 22,IXD;bagus;5;2021-07-11 14:03:55;POSITIF
Taton Loves;Keren;5;2021-07-11 14:02:57;POSITIF
Robert Kaming;Akhir nya ketemu buat besok belajar;5;2021-07-11 14:02:54;POSITIF
Holivia Mimi;Gw yg hp nya kentang belek: ??;1;2021-07-11 14:02:20;NEGATIF
kopral jono;Mantap kita bisa buat sekolah online kita bisa belajar bersama coba kalian download aplikasi ini yh teman jangan lupa kasih bintang yh mks??;5;2021-07-11 13:52:30;POSITIF
Aisyah aqila;Bagus dan sangat berguna sekali;5;2021-07-11 13:51:49;POSITIF
Nazril Riska;Sangat bagus;5;2021-07-11 13:49:03;POSITIF
Arya 91;Bagus;5;2021-07-11 13:44:44;POSITIF
Shevcenko Situmorang;Aplikasi nya sangat membantu.....;5;2021-07-11 13:44:12;POSITIF
Rengga Hazza Retno Dyah;Waw Game Ini Seru Sekali!!!!!!!!!!!!!!!!!;5;2021-07-11 13:43:56;POSITIF
Bagus Putra F;Aplikasi Bosok Ra mutu;1;2021-07-11 13:42:50;NEGATIF
Gia Mustikawati;Download nya susah banget...wkwkwkk;5;2021-07-11 13:41:09;POSITIF
Nila Wirnawati;Tolong dong ditambah fitur vidio filter buat android;1;2021-07-11 13:37:29;NEGATIF
Amelia;Ini udh bagus banget . Tapi kekurangan fitur backgroundnya . Tolong dikasih ya. Soalnya aku kayak gini karena sering disuruh pake background waktu mpls (?*´??)?*?+;5;2021-07-11 13:37:25;POSITIF
Septiana Widya;Sangat membantu;5;2021-07-11 13:36:07;POSITIF
Erni Kusumawaty;Kadang terjadi crash, jd tak bisa join ke meeting;3;2021-07-11 13:35:24;NEGATIF
001_Aditya Hermawan;I cant sign up,pls fix;1;2021-07-11 13:33:25;NEGATIF
Ale Ansah;Bagus;5;2021-07-11 13:32:40;POSITIF
Iko Alexan;Aplikasi ini sangat bagus untuk yg menciptakan aplikasi ini saya ucapkan terimakasih karna telh menciptakan aplikasi yang sangaaat berguna??;5;2021-07-11 13:30:56;POSITIF
Kafa Ferdiansyah;Bagus banget zoom ini bisa bantu saya buat sekolah;5;2021-07-11 13:30:35;POSITIF
Sebayang Vivo;????????;5;2021-07-11 13:29:25;POSITIF
Hairil Anwar18;Untuk siswa cocok nih digunakan;5;2021-07-11 13:28:23;POSITIF
Anggun Nugroho;Install apk ini gara gara sekolah klo nggak sekolah nggak gue install;5;2021-07-11 13:27:20;POSITIF
Aiman Yuga;Bagus banget ni apk;5;2021-07-11 13:26:56;POSITIF
Safira Amanina;Sedih bangett ngak bisa pakai vitur vitual background padahal untuk acara penting loo.. HP ku juga termasuk bisA end bagus di HP temen ku aja bisa hiks sedih bangettt ??????;1;2021-07-11 13:26:49;NEGATIF
Sarah Camelia;Bagus ?´• ?•?`?;5;2021-07-11 13:22:45;POSITIF
Nok Syifa;Sangat membantu tuk menuntut ilmu ok mantul;5;2021-07-11 13:19:49;POSITIF
Parna Sh;Oke juga bermanfaat;5;2021-07-11 13:17:42;POSITIF
Addyn Official;Sangat membatu ketika daring??;5;2021-07-11 13:17:08;POSITIF
Achim Cute;good;5;2021-07-11 13:15:18;POSITIF
syahrudinnoor dinor;jelek;2;2021-07-11 13:14:04;NEGATIF
Akil Masbroo;Jos gondos kowos kowoss;5;2021-07-11 13:13:54;POSITIF
Elfin burhanuddin Achmad;Bagus si apk nya, hanya saja sekarang paket data dari pemerintah belum ada, trs disuru instal apk ini, mana nyerot data lagi, belum lagi pelajaran ny gg disampein gurunya sulit sulit , g berhubung si tapi ya gitu;2;2021-07-11 13:13:31;NEGATIF
Aida Azizah;Super bagus dan membantu ku;5;2021-07-11 13:12:52;POSITIF
KakakDa kok;Mantapp;5;2021-07-11 13:12:45;POSITIF
Dyah Subadiyah;Hebat ????;5;2021-07-11 13:10:04;POSITIF
Melanie Abijio;Keren???????????????????????????????????????????????????????????????????????????????????????????????;5;2021-07-11 13:09:49;POSITIF
Revalina Rahman;Bagus bangat????;5;2021-07-11 13:09:30;POSITIF
Roro Ajeng;Bagus sekali;5;2021-07-11 13:08:07;POSITIF
Kenong Oye;Sangat gatel ngenah gak Shu aku i wes gahh;5;2021-07-11 13:06:41;POSITIF
Uluk Muhammad;Sangat membantu aplikasi nya;5;2021-07-11 13:05:20;POSITIF
devi kumalasari;Aplikasinya baguss;5;2021-07-11 13:04:47;POSITIF
ZC;bagus, lebih bagus lagi kalau all device support virtual background hehe;5;2021-07-11 13:01:50;POSITIF
Darnie Chandra;saya beri bintang 2dulu mudah mudahan bisa membantu belajar anak lebih sukses......;2;2021-07-11 13:01:33;NEGATIF
X MIPA 2_ 23_NADIA NURUL KOTIMAH;Sangat membantu;4;2021-07-11 13:00:51;POSITIF
Ali Usman;Bagus membantu banget;4;2021-07-11 13:00:17;POSITIF
Fina Damayanti;Zoom ini bantuan banget;4;2021-07-11 12:55:55;POSITIF
Sulasmi Ariyanti;Bagus;5;2021-07-11 12:55:48;POSITIF
Yusni Damisi;Keren banget sumpa??????????????????????????????????????????????????????????????????????????;5;2021-07-11 12:55:40;POSITIF
Jesika Inka maharani;Bantu banget;5;2021-07-11 12:53:58;POSITIF
achmad muhadi;Ok;5;2021-07-11 12:52:21;POSITIF
7F Razzan;Buat apa ada batasan usia;1;2021-07-11 12:50:01;NEGATIF
Mhmmd Rizky2005;The Best;5;2021-07-11 12:49:48;POSITIF
Agus Ramanto;Jozz;5;2021-07-11 12:49:35;POSITIF
Ihsan Ramadhan;Pala aing pusing bang;1;2021-07-11 12:49:10;NEGATIF
Pak Narto;Bagus bisa untuk daring anak saya????;5;2021-07-11 12:48:24;POSITIF
Pebri Yanti;Zoom ini bagus;5;2021-07-11 12:48:20;POSITIF
Faizal Nia;usefull app;5;2021-07-11 12:48:07;POSITIF
Kusmani Titis;Siiippp;5;2021-07-11 12:46:29;POSITIF
Safira Khanza;Aplikasi ini sudah sangat bagus, dan sangat membantu saya sebagai pelajar untuk belajar dimasa pandemi seperti sekarang. Tapi tolong, saya minta fitur virtual background yang bisa digunakan di semua merk hp, dan usahakan ram nya yang kecil. Terimakasih ????;5;2021-07-11 12:46:20;POSITIF
X MIPA 4_ Ummu Kulsum;apk nya baguss, tapi tolong virtual backgroundnya supaya bisa dipakai di hp :((((;5;2021-07-11 12:45:46;POSITIF
Sf Rokhman;Asu;1;2021-07-11 12:45:19;NEGATIF
Naila Arnandani;Ukurannya tolong diperkecil dong!;1;2021-07-11 12:45:18;NEGATIF
Putu Kayla Ayu;Kok aku kaga bisa download ya. Apk nya eror ato gimana;1;2021-07-11 12:45:13;NEGATIF
Ndaa Ftrhmaa;Pop;5;2021-07-11 12:44:08;POSITIF
Rahmat Rizki;Pantek lamo bona mandonlotnyo;1;2021-07-11 12:43:49;NEGATIF
Yohanes Wading;Sip amplksix bagus dan sangat membantu dan mempermudah c cara belajar;5;2021-07-11 12:42:36;POSITIF
Hendra Hendra;Bekerja;1;2021-07-11 12:42:02;NEGATIF
Ta Ra;??????????;5;2021-07-11 12:41:31;POSITIF
Vandesta gaming;Waw apk ini sangat keren aku jadi bisa liat guruku;5;2021-07-11 12:40:31;POSITIF
Aji Surya;yuhu;1;2021-07-11 12:39:19;NEGATIF
Adit Sindu;Gelod?;1;2021-07-11 12:38:52;NEGATIF
Ahmad Sholeh;Appk nya sangat membantu dan bagus , sekian terima kasih;5;2021-07-11 12:38:41;POSITIF
Talita Maulani;Meresahkan????;1;2021-07-11 12:36:16;NEGATIF
rafisalmanalfaridzi 17;Aplikasi ini sangat membantu;5;2021-07-11 12:35:11;POSITIF
Yanti Sriwahyu;Woke;5;2021-07-11 12:34:50;POSITIF
Andri Wahyudi;Zoom ini sangat bagus dan memper mudah belajar ku ????;5;2021-07-11 12:33:41;POSITIF
Nasya Nasysilla;????????????????????;4;2021-07-11 12:32:22;POSITIF
Devina Aprilia;Apklasi ini sangant bagus;5;2021-07-11 12:30:05;POSITIF
Gabrielion Pratama;????????????????????;5;2021-07-11 12:28:34;POSITIF
Feby Magno;Amazing;5;2021-07-11 12:25:59;POSITIF
akbar gaming21;Aplikasi ini sangat bagua soalnya bisa zoom meting dwngan temen temen ku;5;2021-07-11 12:25:58;POSITIF
atim sudrajat;Apk ini sangat luar biasa;5;2021-07-11 12:24:38;POSITIF
Andre Amyrantie;Selama ini bagus penerimaannya dan Lancar penggunaannya;5;2021-07-11 12:22:37;POSITIF
D1Ky 4Ji P7r4MaN4;Apk ini bagusssssssssss Etapi bo'ong [jpg gambar tretan muslim] :v;1;2021-07-11 12:22:31;NEGATIF
Akbar Wijayanto;Rada aneh;1;2021-07-11 12:22:04;NEGATIF
Rosmala Dewi;Tolong dong virtual background harusnya bisa untuk semua hp..;2;2021-07-11 12:21:40;NEGATIF
Jesica Novena Gunadi;tolong beri fitur virtual background ke semua jenis hp sy sgt butuh;2;2021-07-11 12:20:49;NEGATIF
Karina Julia;Ini aja menurutku;3;2021-07-11 12:18:51;NEGATIF
Agus Agus;Sangat baik;5;2021-07-11 12:18:18;POSITIF
Partiyono bleweh;Kenapa saya GK bisa sihhh mohon di perbaiki in saya di suruh guru;1;2021-07-11 12:17:42;NEGATIF
R Syahid;Ok;5;2021-07-11 12:17:29;POSITIF
Titis Aisyah;Kok kga jadi di download ya bermasalah mulu dri tadi padahal wifi lancar;1;2021-07-11 12:16:01;NEGATIF
Syafiq 1147;Males Download Apk Ini Tapi Karena Di Suruh Sekolah Ya udah Lah Mau Gimana??;5;2021-07-11 12:14:11;POSITIF
Zahra Zahra;Bagus???????????????????[??[[[[[[[[[[[[????????????????[[??????. Nyapain liat kebawh;5;2021-07-11 12:13:44;POSITIF
Nur Janna;Di amuk ortu;5;2021-07-11 12:13:40;POSITIF
achvan wahyu utomo;ok;5;2021-07-11 12:13:24;POSITIF
T E R S A K I T I;youre suck;1;2021-07-11 12:11:55;NEGATIF
Riko Putra;Zoom cloud meetings ini sangar berguna banger;5;2021-07-11 12:11:50;POSITIF
Ali Wardana;Ok;5;2021-07-11 12:11:37;POSITIF
Miyya Aabidah;Ini aq coba yg ke 3 x download....hp qw hp jadul tpi demi ank sklh qw lagi masuk ke aplikasi ini..smga bisa,,,apapun hp nye smga dipermuda;3;2021-07-11 12:11:29;NEGATIF
