,content,score,English
1992,Apknya bagus sih tpi kok lama banget pas diubdate muter terus,2,"The apk is good, but why does it take so long to update it keeps playing"
1993,????????,3,????????
1994,Suka keluar masuk sendiri entah kenapa?? tolong dong??,4,Do you like to go out alone for some reason?? please please??
1995,"Apa maksudnya gue mau sign up malah ""not eligible"" berapapun umur gue hah!?",1,What do you mean I want to sign up even though I'm not eligible no matter how old I am huh!?
1996,Sangat membantu pembelajaran di masa pandemi,5,Very helpful for learning during a pandemic
1997,Oke,5,Okay
1998,Membutuhkan banyak kuota....,5,Requires a lot of quota....
1999,Zoom sangat membantu untuk belajar dari rumah,5,Zoom is very helpful for learning from home
2000,Bagus buat belajar,5,Good for studying
2001,Aplikasinya enggak mau terinstal tolong diupdet sekarang,5,"The application doesn't want to be installed, please update now"
2002,Sangat baik,5,Very good
2003,Karna zoom saya harus hapus ff saya dan karna zoom kakak saya bisa masuk pondok Thank you zoom,5,Because of zoom I have to delete my ff and because of zoom my sister can enter the cottage Thank you zoom
2004,Ok,4,Ok
2005,Aplikasi nya sangat bagus banget,5,The application is very good
2006,Tolong yah aplikasi nya kasih sedikit memakan ruang ngan karena hp ku dikit ramnya.sedangkan aku mau pakai sekolah ????,1,"Please, the application takes up a little space, only because my cellphone has little ram, while I want to use school????"
2007,Sangat Baik,5,Very good
2008,lebih perpisional lagi ya tentang aplikasi ini,1,more perpisional again yes about this application
2009,Bagus,5,Good
2010,Aplikasi ini sangat membantu saya untuk tugas sekolah.terimakasih. aplikasi ini sangat penting bagi saya,5,This application is very helpful for me for school assignments. thank you. this app is very important to me
2011,"tolong dong apk nya di perbaiki lagi kok gua ga bisa downlod padahal gua pake belajar, jadi gimna ini belajar anj",1,"please fix the apk again, how come I can't download it even though I use learning, so how do I learn this game"
2012,?????? ????????????,1,?????? ????????????
2013,Mantap membantu kita dalam sekolah online,5,Great to help us in online school
2014,Aplikasi nya bagus banget dan ya pokoknya bagus banget deh,1,"The application is really good and yes, it's really really good"
2015,Bagus sekalai........yuk gais cobain,4,It's really good........let's try it guys
2016,zoom ini bagus sekali dan di aplikasinya pantas harus di ramaikan saat ini juga,5,This zoom is very good and in the application it deserves to be enlivened right now
2017,Lama sekli kalau mau mendowloand,1,It takes a long time to download
2018,"Lumayan susah y,saya ingin pakai back ground gabisa ...",1,"It's quite difficult, I want to use a back ground, I can't..."
2019,Aduh udh bisa masuk ko tapi gk terkirim ke gmail sih mohon bantuanya,5,"Oops, I was able to log in but it wasn't sent to the email, please help"
2020,Bagus,4,Good
2021,Mantap,5,Great
2022,"Kurang baguss, saya mau pk virtual background di hp sy malah ngk bisa pdhl udah memunuhi",2,"It's not good, I want to use a virtual background on my cellphone even though it can't even if it's already complied"
2023,"ApliiiiikSinyA bagus sekaliiiii,langsung saya beri bintang lima",5,"The application is very good, I immediately give five stars"
2024,tidak bisa terinstall,1,can't be installed
2025,"Angka 500jt Download saat pandemi ini, ZOOM : STONKS??????",5,"The number of 500 million downloads during this pandemic, ZOOM: STONKS???????"
2026,Elekkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,5,Elekkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
2027,????,5,????
2028,??????????????????????????????????????????????????????????????????????????????????,1,???????????????????????????????????????????????? ????????????????????????????????
2029,Apk bagus,5,Nice app
2030,????????,5,????????
2031,Maaf kk ko saya gak bisa donlod nya kk,1,"I'm sorry, I can't download it bro"
2032,burik,1,dotted
2033,no support for virtual background at my phone,1,no support for virtual background at my phone
2034,Ntap,1,Ntap
2035,Sangat membantu sekali,5,Very helpful
2036,Susah amat ????????,1,So hard ????????
2037,KH°HKTzy ?,5,KH°HKTzy ?
2038,Ysj,5,Ysj
2039,Aku cobadulu ah,5,I'll try ah
2040,Anjk,1,Anjk
2041,Y apikk????,5,Yea ok????
2042,belajar daring,5,study online
2043,"Cukup 1 masalah yaitu virtual background, tau lah ya masalahnya dimana",3,"Just 1 problem, namely virtual background, you know where the problem is"
2044,??,5,??
2045,Knp apl ini ngga bisa ke install...,1,Why can't this phone be installed...
2046,"Karena apk ini , paketan q boros bgsd",1,"Because of this apk, the q package is wasteful bgsd"
2047,Ga bisa ganti background ????,3,Can't change the background????
2048,"mohon maaf sebelumnya karena saya kasih bintang satu. saya mau tanya kepada pihak zoom kenapa setiap saya mau sign up selalu tidak bisa, padahal dulu bisa kenapa sekarang tidak bisa? . Itu saja yang mau saya sampaikan semoga cepat diperbaiki ya pihak zoom.",1,"Sorry in advance because I gave one star. I want to ask Zoom, why every time I want to sign up, I always can't, even though I used to be able to, why can't now? . That's all I want to say, hopefully it will be fixed quickly, Zoom."
2049,??,5,??
2050,Klo bntg 5,4,5 star
2051,Aplikasi jelek,5,Ugly app
2052,ga bisa download hape saya kcip,5,can't download my cellphone is small
2053,Apk tolol ajg mumetne uwong ee,1,Just stupid apk mumetne uwong ee
2054,bagus,5,good
2055,Baguss bangett,5,Very good
2056,Good app,5,Good app
2057,Oghe,5,Oghe
2058,????????????,5,????????????
2059,kenapa si gabisa didownload lagi selaluu gini kalo uda dihapus mau instal lgi selalu gabisaa padahal uda ngosongin penyimapan banyak loh hmm,1,"why can't it be downloaded again, always like this, if you delete it, you always want to install it again, even though you have emptied a lot of storage, hmmmm"
2060,"Appnya udah bagus, tapi tolong agar virtual backgroundnya bisa di pakai oleh semua brand handphone. Dan mohon vitual backgroundnya juga bisa dipakai untuk pengguna yang RAM nya di bawah 3 GB. Oh iya satu lagi, tolong perbaiki agar kalo kita kluar aplikasi, suaranya ga ilang dan tetep ada. Thanks.",3,"The app is good, but please make the virtual background can be used by all mobile phone brands. And please, the virtual background can also be used for users whose RAM is below 3 GB. Oh yes, one more thing, please fix it so that if we exit the application, the sound doesn't go away and is still there. Thanks."
2061,Bagus bgt,5,very good
2062,Bagus sekali buat saya belajar,5,Very good for me to learn
2063,Ya gt lah,4,Yes it's gt
2064,Gak bisa si donlowad,1,Can't download
2065,"Saya tidak bisa mendownload,saya mendownload sampai 1 hari dan tidak bisa sampai sekarang",1,"I can't download, I downloaded for 1 day and can't until now"
2066,aplikasi nya ga bisa dibuka,5,the app can't be opened
2067,Kowe asu,5,I love you
2068,BUAT TAMBAL BAN ONLINE ????????,5,CREATE TIRE PATCH ONLINE ????????
2069,Sangat membantu saya dan teman saat belajar bersama dan membahas segala pelajaran secara zoom,5,Very helpful for me and my friends while studying together and discussing all lessons zoomed in
2070,WOI LAH,1,WO LAH
2071,aplikasi ini sangat membantu untuk pekerjaan kantor dan keperluan sekolah anak,5,This application is very helpful for office work and children's school needs
2072,Saya kasih bintang 1 karna lama baget,1,I gave 1 star because it took so long
2073,"saran saya, untuk semua hp android mohon supaya vitur virtual backroundnya diadakan . Please banget ?????",4,"My advice, for all Android phones, ask for the virtual background feature to be held. Please really????"
2074,Gara² hp kentang jadi gk bisa pasang background,1,Because the potato cell phone can't install the background
2075,Tolong dong kebijakan agar memberi akses kepada semua jenis merk hp untuk problem virtual background nya ...,3,"Please, the policy is to give access to all types of cellphone brands for the virtual background problem..."
2076,Nice,5,nice
2077,Mantap sekali,5,Very good
2078,Panik data habis !!!!!!!!!!!!!!!!!! Tapi bong ahyukk,5,Panic data runs out !!!!!!!!!!!!!!!!!! But let's go
2079,Sayang tidak mendukung ganti background di redmi note 8 pro,5,Unfortunately it doesn't support changing the background on redmi note 8 pro
2080,Aku benci sekolah online,1,I hate online school
2081,Sy ingin memakai Somme,5,I want to wear Somme
2082,Sngat bgus,2,Very good
2083,tidak baik,5,not good
2084,"Aplikasi yg membantu sih di jaman PJJ begini, tapi virtual background nya..ga bisa di hp realme c17 padahal semuanya support",2,"It's an application that helps in this PJJ era, but the virtual background doesn't work on realme c17 even though everything is supported"
2085,Yosh moga apknya baguuuss,5,Yosh I hope the apk is good
2086,Sangat baik,5,Very good
2087,"Pengen nangiss,,,, Ko apk ny gk bsa di download,,, Pati ad tulisan ""tidk dpt mngistal zoom ,cba lgi,dn jk msh tk brfungsi ,lhat cra umum untk mmprbaiki""?? Pdhl smuanya udh di atur,memory ny jg,,, Ko ttp muncul ky gtu,,,",1,"I want to cry,,,, How come the apk can't be downloaded? Even though everything has been set, the memory is too... How come it still appears like that..."
2088,Aplikasinya kurang bagus karena tidak bisa diubah jadi Bahasa Indonesia,1,The application is not good because it cannot be changed to Indonesian
2089,Bagus,5,Good
2090,Bagus,5,Good
2091,saya baru tau aplikasi ini,1,I just found out about this app
2092,Oke,1,Okay
2093,Maaf kenapa zoom di HP ku ngk ada ganti backgroundnya ????????,1,"Sorry, why doesn't zoom on my cellphone change the background????????"
2094,Please lah buat tambahin virtual background nya. Kasihan yang punya hp android ngga bisa pake virtual background,1,"Please, add a virtual background. It's a pity that those who have Android phones can't use virtual backgrounds"
2095,Sangat membatu banget untuk belajar,5,Very petrified to learn
2096,Ok,5,Ok
2097,Baik,5,Well
2098,App nya bagus tapi plzzz virtual backroud Nya bisa untuk semua jenis hp??,5,The app is good but the virtual background credit can be used for all types of cellphones??
2099,Lebih praktis dan membantu kita semua,3,More practical and help us all
2100,Kenapa Anda harus muncul???,2,Why did you have to show up???
2101,Ini gua donglot pas sekolah online doang ????,3,This is my donglot when I go to online school only????
2102,bagus,5,good
2103,Anak saya slalu berhubungan dengan guru nya dengan nge zoom,5,My son is always in touch with his teacher by zooming
2104,Bagus banget,5,Really good
2105,Ambil kuota nya jangan banyak banyak ya tolong pls kami rakyat yang tidak memiliki wifi IndiHome boros kali kuota nya pls ada hemat kuota nya juga,1,"Take the quota, don't take too much, please pls, we people who don't have IndiHome wifi are wasting their quota, pls save the quota too"
2106,Bagus karna membantu saya sekolah online,5,Good because it helps me online school
2107,Kurang,1,Not enough
2108,Sempurna,4,Perfect
2109,Aplikasinya keren is the best,5,Cool application is the best
2110,Nggak bisa nginstal kesel bgt w,1,Can't install it's really annoying w
2111,Auah males,2,oh bad
2112,Bagus sekali,5,Very good
2113,Rasah nggo bhs inggris ngono ngp,1,Rasah nggo nggo english ngo ngp
2114,Good,5,good
2115,Aplikasi ini sayangat membantu untuk belajar matap lah??,5,This application is very helpful for learning face to face??
2116,Good,5,good
2117,bagus,5,good
2118,Burik kkkkkkkkk+&,2,Burik kkkkkkkk+&
2119,Sangat membantu buat anak sy belajar,5,Very helpful for my child to learn
2120,Tidak dapat di dowload,1,Unable to download
2121,bagus,5,good
2122,Keren,5,Cool
2123,Akhir nya ketemu buat besok belajar,5,"Finally, see you for tomorrow's study"
2124,Gw yg hp nya kentang belek: ??,1,"Me, the one with the bad potato: ??"
2125,Mantap kita bisa buat sekolah online kita bisa belajar bersama coba kalian download aplikasi ini yh teman jangan lupa kasih bintang yh mks??,5,"Great, we can make online schools, we can learn together, try downloading this application, friends, don't forget to give stars, thanks??"
2126,Bagus dan sangat berguna sekali,5,Very good and very useful
2127,Sangat bagus,5,Very good
2128,Bagus,5,Good
2129,Aplikasi nya sangat membantu.....,5,The app is very helpful....
2130,Waw Game Ini Seru Sekali!!!!!!!!!!!!!!!!!,5,Wow this game is so fun!!!!!!!!!!!!!!!
2131,Aplikasi Bosok Ra mutu,1,Bosok Ra quality application
2132,Download nya susah banget...wkwkwkk,5,Downloading is really hard...wkwkwkk
2133,Tolong dong ditambah fitur vidio filter buat android,1,Please add a video filter feature for android
2134,Ini udh bagus banget . Tapi kekurangan fitur backgroundnya . Tolong dikasih ya. Soalnya aku kayak gini karena sering disuruh pake background waktu mpls (?*´??)?*?+,5,This is really good. But it lacks the background feature. Please give it. It's because I'm like this because I'm often told to use the background during mpls (?*´??)?*?+
2135,Sangat membantu,5,Very helpful
2136,"Kadang terjadi crash, jd tak bisa join ke meeting",3,"Sometimes it crashes, so I can't join the meeting"
2137,"I cant sign up,pls fix",1,"I can't sign up, pls fix it"
2138,Bagus,5,Good
2139,Aplikasi ini sangat bagus untuk yg menciptakan aplikasi ini saya ucapkan terimakasih karna telh menciptakan aplikasi yang sangaaat berguna??,5,"This application is very good for those who created this application, I thank you for creating a very useful application??"
2140,Bagus banget zoom ini bisa bantu saya buat sekolah,5,Very good this zoom can help me for school
2141,????????,5,????????
2142,Untuk siswa cocok nih digunakan,5,"For students, this is suitable"
2143,Install apk ini gara gara sekolah klo nggak sekolah nggak gue install,5,"Installing this apk because of school, if I don't go to school, I don't install it"
2144,Bagus banget ni apk,5,This apk is very good
2145,Sedih bangett ngak bisa pakai vitur vitual background padahal untuk acara penting loo.. HP ku juga termasuk bisA end bagus di HP temen ku aja bisa hiks sedih bangettt ??????,1,"It's really sad that I can't use the virtual background, even though it's for an important event.. My cellphone is also included, it can end well on my friend's cellphone, it's just so sad it's so sad ???????"
2146,Bagus ?´ ??`?,5,Good ?´ ??`?
2147,Sangat membantu tuk menuntut ilmu ok mantul,5,Very helpful for studying ok mantul
2148,Oke juga bermanfaat,5,Ok useful too
2149,Sangat membatu ketika daring??,5,Very petrified online??
2150,good,5,good
2151,jelek,2,bad
2152,Jos gondos kowos kowoss,5,Jos gondos kowos kowoss
2153,"Bagus si apk nya, hanya saja sekarang paket data dari pemerintah belum ada, trs disuru instal apk ini, mana nyerot data lagi, belum lagi pelajaran ny gg disampein gurunya sulit sulit , g berhubung si tapi ya gitu",2,"The apk is good, it's just that now the data package from the government doesn't exist yet, then I'm being asked to install this apk, where is the data dragging again, not to mention the lessons that the teacher brings are difficult, it's not because of that but that's how it is"
2154,Super bagus dan membantu ku,5,Super nice and helped me
2155,Mantapp,5,great
2156,Hebat ????,5,Great ????
2157,Keren???????????????????????????????????????????????????????????????????????????????????????????????,5,Cool????????????????????????????????????????????????? ????????????????????????????????????????????
2158,Bagus bangat????,5,Very good????
2159,Bagus sekali,5,Very good
2160,Sangat gatel ngenah gak Shu aku i wes gahh,5,"It's very itchy, isn't it Shu kui wes gah"
2161,Sangat membantu aplikasi nya,5,Very helpful application
2162,Aplikasinya baguss,5,Nice app
2163,"bagus, lebih bagus lagi kalau all device support virtual background hehe",5,"good, even better if all devices support virtual background hehe"
2164,saya beri bintang 2dulu mudah mudahan bisa membantu belajar anak lebih sukses......,2,"I gave 2 stars first, hopefully it can help children learn to be more successful......"
2165,Sangat membantu,4,Very helpful
2166,Bagus membantu banget,4,Very good help
2167,Zoom ini bantuan banget,4,Zoom is really helpful
2168,Bagus,5,Good
2169,Keren banget sumpa??????????????????????????????????????????????????????????????????????????,5,It's really cool???????????????????????????????????????????? ????????????????????????????????
2170,Bantu banget,5,very helpful
2171,Ok,5,Ok
2172,Buat apa ada batasan usia,1,Why is there an age limit?
2173,The Best,5,The Best
2174,Jozz,5,Jozz
2175,Pala aing pusing bang,1,"Nutmeg, I'm dizzy"
2176,Bagus bisa untuk daring anak saya????,5,Is it good for my child to be online????
2177,Zoom ini bagus,5,This zoom is good
2178,usefull app,5,usefull app
2179,Siiippp,5,Siiippp
2180,"Aplikasi ini sudah sangat bagus, dan sangat membantu saya sebagai pelajar untuk belajar dimasa pandemi seperti sekarang. Tapi tolong, saya minta fitur virtual background yang bisa digunakan di semua merk hp, dan usahakan ram nya yang kecil. Terimakasih ????",5,"This application is very good, and really helped me as a student to learn during a pandemic like now. But please, I ask for the virtual background feature that can be used on all brands of cellphones, and try to have a small ram. Thank you ????"
2181,"apk nya baguss, tapi tolong virtual backgroundnya supaya bisa dipakai di hp :((((",5,"the apk is good, but please virtual the background so that it can be used on the cellphone :(((((("
2182,Asu,1,Asu
2183,Ukurannya tolong diperkecil dong!,1,Please reduce the size!
2184,Kok aku kaga bisa download ya. Apk nya eror ato gimana,1,Why can't I download it? The apk error or what
2185,Pop,5,Pop
2186,Pantek lamo bona mandonlotnyo,1,Pantek lamo bona mandonlotnyo
2187,Sip amplksix bagus dan sangat membantu dan mempermudah c cara belajar,5,Sip amplksix is ​​good and very helpful and makes it easier to learn how to learn
2188,Bekerja,1,Working
2189,??????????,5,????????????
2190,Waw apk ini sangat keren aku jadi bisa liat guruku,5,Wow this apk is so cool I can see my teacher
2191,yuhu,1,yuhu
2192,Gelod?,1,Gelod?
2193,"Appk nya sangat membantu dan bagus , sekian terima kasih",5,"The app is very helpful and good, thank you so much"
2194,Meresahkan????,1,Unsettling????
2195,Aplikasi ini sangat membantu,5,This app is very helpful
2196,Woke,5,Woke
2197,Zoom ini sangat bagus dan memper mudah belajar ku ????,5,This zoom is very good and makes my learning easier ????
2198,????????????????????,4,????????????????????
2199,Apklasi ini sangant bagus,5,This app is very good
2200,????????????????????,5,????????????????????
2201,Amazing,5,Amazing
2202,Aplikasi ini sangat bagua soalnya bisa zoom meting dwngan temen temen ku,5,This application is very good because it can zoom meetings with my friends
2203,Apk ini sangat luar biasa,5,This apk is so awesome
2204,Selama ini bagus penerimaannya dan Lancar penggunaannya,5,"So far, the reception is good and it's smooth to use"
2205,Apk ini bagusssssssssss Etapi bo'ong [jpg gambar tretan muslim] :v,1,This apk is good.
2206,Rada aneh,1,A bit weird
2207,Tolong dong virtual background harusnya bisa untuk semua hp..,2,"Please, virtual background should work for all cellphones.."
2208,tolong beri fitur virtual background ke semua jenis hp sy sgt butuh,2,please give the virtual background feature to all types of cellphones I really need
2209,Ini aja menurutku,3,This is what I think
2210,Sangat baik,5,Very good
2211,Kenapa saya GK bisa sihhh mohon di perbaiki in saya di suruh guru,1,"Why can't I, please fix it, I'm ordered by the teacher"
2212,Ok,5,Ok
2213,Kok kga jadi di download ya bermasalah mulu dri tadi padahal wifi lancar,1,"How come it doesn't download, it's been a problem from the start even though the wifi is smooth"
2214,Males Download Apk Ini Tapi Karena Di Suruh Sekolah Ya udah Lah Mau Gimana??,5,"Lazy to download this apk but because you were told to go to school, what do you want to do??"
2215,Bagus???????????????????[??[[[[[[[[[[[[????????????????[[??????. Nyapain liat kebawh,5,Good???????????????????[??[[[[[[[[[[[[??????????????? ?[[??????. Why are you looking down
2216,Di amuk ortu,5,In the rage of parents
2217,ok,5,ok
2218,youre suck,1,you suck
2219,Zoom cloud meetings ini sangar berguna banger,5,Zoom cloud meetings are very useful
2220,Ok,5,Ok
2221,"Ini aq coba yg ke 3 x download....hp qw hp jadul tpi demi ank sklh qw lagi masuk ke aplikasi ini..smga bisa,,,apapun hp nye smga dipermuda",3,"This is the 3rd time I tried to download....my cell phone is old school, but for the sake of my seniors, I'm currently entering this application."
2222,Bagaus,5,good
2223,Ga bisa instal:),1,Can't install :)
2224,Good,5,good
2225,Bagis sekali tapi aku kemarin login gabisa,5,Very good but yesterday I couldn't log in
2226,Bagus ini apk??????,5,good this apk???????
2227,??,5,??
2228,no need to explain,5,no need to explain
2229,biasa aja keles,1,it's okay to be tired
2230,????,5,????
2231,Aplikasi taik di download gk bsa,1,"The application can't be downloaded, can't it"
2232,mayan,4,mayan
2233,??????????????????,5,????????????????????
2234,"Ini kenapa y ada bug setiap pagi selalu ada notif dr guru, jadi saya agak terbebani ketika ingin push rank, mohon diperbaiki agar guru sy TDK memberi pelajaran trus",5,"This is why there is a bug every morning there is always a notification from the teacher, so I'm a bit burdened when I want to push rank, please fix it so my teacher doesn't give lessons then"
2235,B O D O,5,B O D O
2236,Nini apk sangat membantu anak anak sekola onlein mantanbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbhbbbbbbbnbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbvbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb bbbbbbbbbbbvbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,5,Nini apk sangat membantu anak anak sekola onlein mantanbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbhbbbbbbbnbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbvbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb bbbbbbbbbbbvbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb
2237,Intinya bintang satu tod,1,The point is one star tod
2238,"Apk ini sangat membantu belajar, kuliah",5,"This apk is very helpful for studying, studying"
2239,ni mke bagroundny kek mn c ksi tau,3,ni mke baggroundny cake mn c ksi you know
2240,Bgus!,4,Good!
2241,Sangat bagus,5,Very good
2242,Tidak bisa login you are not eligible mulu syaiton,1,Can't login you are not eligible mulu syaiton
2243,Berguna untuk saatini dimusim pademi covid19,5,Useful for now during the covid 19 pandemic
2244,Virtual background?,1,Virtual backgrounds?
2245,"Terbantu dengan adanya aplikasi zoom, memudahkan membuat acara resmi... Mantap dah",5,"Helped by the zoom application, making it easier to make official events... That's great"
2246,"Kok gak bisa ke unduh ya... Padahal jaringan bagus, padahal besok saya ada tugas nge zoom nih",1,"How come I can't download it... Even though the network is good, even though tomorrow I have an assignment to zoom"
2247,Meteng zom tangerang kota,5,Meteng zom tangerang city
2248,Sangat bagus buat belajar,5,Very good for learning
2249,Daring tross,2,Online tross
2250,Hh,5,hh
2251,Tolong fitur virtual background bisa dipakai untuk semua android. Ini mau dipake buat MPLS sekolah yang lain pada pake aku nggak ??,3,Please the virtual background feature can be used for all androids. Do you want to use this for MPLS in other schools or not?
2252,Biasa saja,1,Ordinary
2253,bagus,5,good
2254,apl nya butuh efek buat parah betina:v,2,the app needs an effect for females :v
2255,Bagus tapi ya gitu,1,Good but yeah
2256,Bagus buangat,5,Good to waste
2257,nek ra mergo sekolah yo butoh ndownload,4,"Grandma doesn't go to school, yes, I need to download it"
2258,Sangat bagus,5,Very good
2259,Bagus banget,5,Really good
2260,Apelikasi ini bagus sekali baget bos anjai,5,"This application is very good, boss Anjai"
2261,Pasti terbaik,5,Definitely the best
2262,this app is very good,5,this app is very good
2263,Apk ny ini knp gk bisa di download ya? Padahal sy sdh bersihin smw penyimpanan yg gk pnting. Pls ini butuh banget,1,Why can't this apk be downloaded? Even though I have cleaned all the storage that is not important. Pls really need this
2264,Bagus sih bagus tapi sedot paketan banyak,5,"It's good, it's good but it sucks a lot of packages"
2265,Apa cuman saya yang tidak bisa login,1,Am I the only one who can't login?
2266,Trims,5,thanks
2267,sngt membantu bngt,5,really helpful
2268,Knp gk bisa install,5,Why can't install
2269,Bagusss anj,4,nice anj
2270,tugas nya mana?,1,where is his job?
2271,Sangat. Bagus,5,Very. Good
2272,Bagus,5,Good
2273,Aplikasi nya sangat bagus tolong tambahkan fitur virtual background untuk semua hp,5,"The application is very good, please add a virtual background feature for all cellphones"
2274,Top,5,Top
2275,Aplikasi apa coba. Mo virtual bekgron aja pilih2 hp ajg,1,"What application try. Just a virtual background, just choose 2 cellphones"
2276,OK siip,5,ok siip
2277,Good..,5,good..
2278,Bagus aplikasi nya,5,It's a good app
2279,TDK support background,2,DOES NOT support backgrounds
2280,Kenapa saya tidak bisa membuat akun,1,Why can't I create an account
2281,mudah diinstal,4,easy to install
2282,Dipa,5,Dipa
2283,Ok,5,Ok
2284,Gak bisa sign up,1,Can't sign up
2285,B aja,1,just B
2286,Capek dehh,1,Tired
2287,Elek kepol,1,Elek kepol
2288,Buat aplikasi kok pilih2 hape.. halahhh kempluuu,1,"Why make an application, why choose 2 cellphones.. halahhh kemplu"
2289,Saya sudah di download zoom cloud meetings ke goggle play store,5,I've downloaded Zoom Cloud Meetings on the Google Play Store
2290,????,4,????
2291,"Aplikasi nya bagus, tapi.... kenapa virtual background nya cuma bisa beberapa perangkat... padahal aku diwajib untuk pake virtual background",5,"The application is good, but.... why does the virtual background only work on some devices... even though I am required to use a virtual background"
2292,Bagus ????,5,Good ????
2293,Kenapa saya tdk bisa menggunakan pengantian begroun Padahal sudah saya perbarui dan HP saya Advan,4,Why can't I use a background change even though I've updated it and my cellphone is Advan
2294,Very good,5,Very good
2295,Aplikasinya kurang jelas,4,The application is not clear
2296,Bagus,5,Good
2297,????????,5,????????
2298,Kok saat aku daftar gak bisa,1,Why can't I register when I register?
2299,Aplikasi yang sangat membantu di saat pandemi ini. Saya sangat terbantu sekali dg adanya aplikasi zoom ini,5,A very helpful application during this pandemic. I am very helped by this zoom application
2300,"Lumayan, sisanya tolol bet",4,"Not bad, the rest are stupid bet"
2301,Aneh kaya orang gila,1,Weird like crazy
2302,susah login nya??,1,hard to log in??
2303,Bagus,5,Good
2304,Blm bs ganti background,5,Can't change the background
2305,Sangat membatu didalam Silahturahmi terutama saat pandemi Covid 19 Salam,5,Very helpful in Silaturahmi especially during the Covid 19 pandemic Greetings
2306,Aplikasi ini bagus sekali dan membantu,4,This app is very good and helpful
2307,"Apk nya bagus tapi g bisa background di hp, mana udh pelajaran baru dan pake background, tolong up buat semua hp mksh",5,"The apk is good but it doesn't work in the background on the cellphone, where are the new lessons and use the background, please upgrade for all cellphones thanks"
2308,aplikasi ini sangat membantu,5,this app is very helpful
2309,U nggateli,5,U gateli
2310,Ok,5,Ok
2311,Kok gal bisa di buka,1,Why can't it be opened
2312,Lumayan susah mendaftar nya,4,It's pretty hard to register
2313,Sangat membantu,5,Very helpful
2314,SUKA BANGET SAMA APKNYA,5,VERY LIKE THE APK
2315,Alhamdulillah bisa donwload??,5,Thank God you can download it??
2316,??????????????????????????????????????????????????????????????????????,5,???????????????????????????????????????????????? ????????????????????
2317,Terlalu banyak menguras data seluler,1,Too much mobile data drain
2318,Yeah...,1,Yes...
2319,zoom punya aku kok gak ada virtual background nya? Apa karena jenis hp atau versi aplikasi zoom...,3,How come my zoom doesn't have a virtual background? Is it because of the type of cellphone or the version of the zoom application...
2320,Bgs bgt sangat membantu pembelajaran,5,"Very good, very helpful for learning"
2321,B aj,3,B j
2322,Virtual baground nya dong tolong diadain,1,"Please hold the virtual background, please"
2323,Gk bisa di download,1,Can't download
2324,Bgs,5,Bgs
2325,Jelekk gabisaa di download,1,Ugly can't download
2326,Yyyy baguz,2,Yyyyy nice
2327,Terimakasih ????,5,Thank you ????
2328,Bagus bngt pas lg wfh belajarnya lumayan mbantu trima kasih????,5,"It's really good when it's time to learn, it's quite helpful, thank you????"
2329,Bagus sekli,5,Very good
2330,Cepat tapi kuota cepat habis,5,Fast but quota runs out fast
2331,Ok. Bisa membantu dengan sangat baik,4,Ok. Can help very well
2332,memudahkan pekerjaan manusia,5,make human work easier
2333,bagus banget,5,really good
2334,Aplikasi ini sangat membantu,5,This app is very helpful
2335,Sip lah,3,SIP lah
2336,Best,5,Best
2337,Banyak mamfaat dengan adanya aplikasi zoom ini,5,There are many benefits with this zoom application
2338,Mau sign in tapi kok ga bisa?,1,I want to sign in but why can't I?
2339,Not problem,5,No problem
2340,Karena saya ingin belajar,1,Because I want to learn
2341,top,5,top
2342,bagus sekali harus download,5,very good have to download
2343,Terimakasih apk ini berguna baget!!!!!!!!!!!!!!!!!!!!!!!!!!,5,Thank you this apk is very useful!!!!!!!!!!!!!!!!!!!!!!!!!!
