,content,score,English
2071,"Aplikasinya sudah cukup bagus.. Cmn kalo lagi sekolah pakai Google meet suka keluar keluar sendiri, padahal sinyal sudah sangat bagus..Saya jadi terganggu karena itu ????",3,"The application is quite good.. How come when you go to school, you use Google meet, you like to go out alone, even though the signal is very good..I'm so disturbed because of that????"
2072,Lebih suka versi sblum yg di update,3,Prefer the updated version before
2073,sangat Bagus,2,very good
2074,Guut,4,Guut
2075,Buang buang waktu,1,Waste of time
2076,Sering Lagging,1,Often Lagging
2077,Mantap,5,Great
2078,Udah bagus sih tapi tolong tambahin private chat karena waktu lagi meeting jadi ketahuan sama guru KLO lagi chat sama temen pls tambahin,5,"It's good, but please add a private chat because it's time for a meeting, so the teacher gets caught when I'm chatting with friends pls add it"
2079,"Suaranya terputus putus, kadang keluar, suaranya kecil, kadang gak gerak",2,"The sound is intermittent, sometimes comes out, the sound is small, sometimes it doesn't move"
2080,Tolong di fix apknya soalnya saya sering keluar dari gmeet,1,Please fix the apk because I often leave gmeet
2081,Coba,5,Try
2082,Kenapa ini apk nya jelek banget pada hal yang dulu bagus,1,Why is this apk so bad at what used to be good
2083,Rasanya ahhhh mantap,5,Ahhhh it feels great
2084,Good,5,good
2085,Keluar sendiri,1,Go out alone
2086,"Sangat jelek cukup jelek jelek sekali , meet versi baru sangat jelek bahkan vodeo aja gak mau muncul gak kaya versi bahari",1,"Very bad, quite ugly, very bad, meet the new version is very bad, even the vodeo doesn't want to appear, it's not like the nautical version"
2087,nice ??,5,nice ??
2088,Memuaskan,5,Satisfying
2089,Lah iyo (:,1,Oh yeah (:
2090,Xixi,1,Xixi
2091,"Kenapasih suka keluar-keluar sendiri padahal ini buat absen ujian, kesel banget. Dulu enggak pernah tuh kayak gini, awas aja sih kalo enggak di perbaikin!!!",1,"Why do I like to go out alone even though this is for absent exams, I'm really annoyed. It's never been like this before, just watch out if it's not fixed!!!"
2092,Superrrr,5,Superrrr
2093,"User biasa kenapa harus dipersulit buat record ya.??? Beri saja opsi activate/dactivate recording di app-nya, Kan lebih simple.. share screen juga total disaster. Menu wajib, Force close. Aplikasi ini sudah mencoreng nama besar Google",2,"Ordinary users, why should it be difficult to make a record? Just give the option to activate/dactivate recording in the app, it's simpler.. share screen is also a total disaster. Mandatory menu, Force close. This application has tarnished Google's big name"
2094,Ok,5,Ok
2095,Bagus apk ini aq lebih suka google meet dari pada zoom Tapi diperbaikin lg untuk mikrofon ny kemarin aq google meet g kedengaran suara aq gitu aja sih padahala aq udh unmute,4,"This apk is good, I prefer google meet to zoom. But it was fixed again for the microphone yesterday when I googled met my voice just sounded like that even though I already unmuted it"
2096,Semenjak saya perbarui kenapa makin gak bisa masuk ke gmeet harus loading lama gg bisa masuk. Tolong diperbaiki!,3,"Since I updated why I can't log in to gmeet, it takes a long time to load, I can't log in. Please fix!"
2097,Good,5,good
2098,Ngga bisa di download,2,Can't download
2099,Lancar,5,Fluent
2100,Bagus lancar juga kalau daring juga lancar banget toppppppp deh ????,5,It's good that it's also smooth if it's online it's also very smooth toppppppp deh ????
2101,Bagus sih tapi hp qku ngqlqk,5,It's good but my cellphone doesn't work
2102,Bagus apk nya cuma kok putus putus ya tapi terimakasih ya,5,"It's good that the apk is just broken, but thank you"
2103,Eror,1,Error
2104,Agak Kelen tengok dulu bosss kok gk bisa bersuara,1,"It's a bit awkward, look at the boss, how come you can't speak"
2105,Ok,5,Ok
2106,yg download pasti anak homeschool????,5,the one who downloaded must be a homeschooler????
2107,Kenapa pada saat sya perbarui tetep dapat versi lama tdak dpat yg versi baru dalam google meet in,2,"Why when I update I still get the old version, I can't get the new version in Google Meet In"
2108,Bagus sih tapi mohon suaranya kok patah patah padahal sinalnya bagus tolong yha ??,2,"It's good, but please, why is the voice broken, even though the signal is good, please?"
2109,Apk ini bikin penuh memori,1,This apk makes memory full
2110,Sangat buruk aplikasi ini,1,Very bad this app
2111,Bgs,5,Bgs
2112,Im so sad,1,Im so sad
2113,Aplikasinya sangat bermanfaat,5,The application is very useful
2114,Karena anda saya masih sekolah :),1,Because of you I'm still in school :)
2115,Bagus,5,Good
2116,Bagus,5,Good
2117,Aplikasinya bagus tapi makin diupdate makin rumit TwT,3,The app is good but the more you update it gets more complicated TwT
2118,Bagus banget,5,Really good
2119,"Bintang 1 aja, beban kehidupan",1,"Just 1 star, the burden of life"
2120,Good,5,good
2121,Siiiip,5,Siiip
2122,Masa gk bisa gabung meet?! Why can't i join a meeting?!,1,Can't join the meet?! Why can't I join a meeting?!
2123,"Sangat praktis & mudah,, lancar jaya.... Bravoooo,, ????",5,"Very practical & easy,, smooth and victorious.... Bravoooo,, ????"
2124,Saya malas ikut gugel mit,1,I'm lazy to join google mit
2125,Mantapp banget???????????,5,Very good???????????
2126,"Kata saya lebih bagus aplikasi google meet karena jelas jika mau pencet buka suara daripada zoom, sungguh bagus aplikasinya saya puas, terimakasih aplikasinya ??????",5,"I said the google meet application is better because it's clear if you want to press open voice instead of zoom, it's really good application I'm satisfied, thanks for the application ???????"
2127,pusing,4,dizzy
2128,"Sukaaa banget kalo lagi belajar online pake gmeet, gambarnya mulus xixixi. Makasiiii banyak yaaa ????",5,"I really like it when I'm learning online using gmeet, the pictures are smooth xixixi. Thank you so much ????"
2129,Tolong ya google meet kok pas saya masuk keluar sendiri ya??,4,"Please, google meet, why is it when I log in and out by myself?"
2130,Pengalaman saya jg terpuruk,5,My experience is bad too
2131,Good application,5,Good application
2132,Aplikasi sangat jelek suara nya putus putus audio nya buram tidak jelas patah patah video buram saya tidak bisa mendengar suara orang lain berbicara dengan saya,1,"The application is very bad, the sound is broken, the audio is blurry, not clear, broken, the video is blurry, I can't hear other people's voices talking to me"
2133,Waktu itu make google meet ny keluar terus,1,"At that time, make google meet and keep coming out"
2134,Saya kepaksa hapus smua game buat ini._.,5,I was forced to delete all games at this time._.
2135,Anda c.f. g Tangent Xcccgscj,5,you c.f. g Tangent Xcccgscj
2136,Boros kuota,1,Wasteful quota
2137,Bagus,5,Good
2138,Sering Exit.,1,Exit frequently.
2139,Kok apknya tidak bisa di download padah al sudah coba berkali-kali,1,How come the apk can't be downloaded even though I've tried many times
2140,Aplikasi yang sangat membantu untuk belajar onlone,4,Very helpful app for online learning
2141,Untuk audio nya tolong di sediakan audio internal agar kalau share screen video tidak perlu on mic Terimakasih,2,"For the audio, please provide internal audio so that if you share a screen video you don't need to be on the mic. Thank you"
2142,Ok,5,Ok
2143,Wow,5,Wow
2144,Bagus,5,Good
2145,This application is very helpful in daily activities wherever and whenever,5,This application is very helpful in daily activities wherever and whenever
2146,Apk ini bagus banget,1,This app is really good
2147,Bantu aku untuk instal.kenapa susa masuknya,5,"Help me to install, why is it so hard to enter"
2148,Kenapa gak bisa di download padahal memori nya masih banyak,2,Why can't it be downloaded even though the memory is still a lot
2149,Aplikasi ini bagus banget Kalo ada yg komen apk ini jlk dan putus2 atau apa GT Mungkin sinyal kalian,5,"This application is really good. If anyone comments, this apk is running and breaking up or what GT maybe your signal"
2150,Siip,5,Siip
2151,Nice,5,nice
2152,Bagus banget aku suka,5,very good i like it
2153,"awalnya gaada gangguan apapun, tp tb tb keluar sendiri, kirain rapatnya udh beres ternyata blm.. dan hrs keluar masuk pas drapat.. suka keluar sendiriii",2,"at first there were no disturbances, but tb tb went out on its own, thought the meeting was over but it wasn't.. and had to go in and out of the meeting.. likes to go out alone"
2154,"Hi google meet! Apa benar rumor yg bilang kalau gmeet bisa gratis cuman 1 jam? Apa tidak bisa diperpanjang? Soalnya kami ingin diskusi tentang UTBK / SBMPTN kalau berbayar, tidak sanggup membayarnya. Mohon dipertimbangkan ya kak, misalnya diperpanjang sebulan kedepan",3,"Hi google meet! Is it true that the rumors that say that Gmeet can be free for only 1 hour? Can't it be extended? The problem is we want to discuss about UTBK / SBMPTN if you pay, you can't afford it. Please consider, bro, for example, extended for the next month"
2155,Aku suka gogl met,5,I like google meet
2156,Saya bisa belajar online sama guru,5,I can study online with the teacher
2157,Papale papale hayyuk,5,Papale papale hayyuk
2158,Saya kasih bintang 2 karena aplikasinya nggak kayak dulu saya keganggu waktu rapat,2,I give 2 stars because the application is not like I used to bother during meetings
2159,Jelek kadang suka ngeleg ngeleg sering bgt suara GK jelas ..,1,"It's bad sometimes like to lag, often the sound is not clear.."
2160,Mental terus,1,Keep mentally
2161,Buatkan aplikasi yg mudah untuk matting Zoom.,4,Create an easy application for Zoom meetings.
2162,Asw!!!! Gw tidur enak² malah di banguin buat download ini disuruh belajar lagi! Padahal lagi enak tidur,1,Aww!!!! I slept well and was even woken up to download this and was told to study again! Even though it's good to sleep
2163,Bagus,5,Good
2164,Mantap,4,Great
2165,Bagusss,5,nice
2166,Good,5,good
2167,Ok,5,Ok
2168,Kok gak ada fitur raise hand,1,How come there is no raise hand feature
2169,Saya sangat suka apk ini bisa online meeting,5,"I really like this apk, it can meet online"
2170,Tolong di perbaiki kameranya ya min aku oas lagi adaring pas idupin kamera kok item pas aku chek di foto depana blakanh aman cepet di bnrin min,1,"Please fix the camera, I'm sure when I have a ring when I turn on the camera, how come the item when I check the photo in front of it is safe, it's fast, min"
2171,Makasih google meet udah jadi timses acara kami seharian tanpa bayaran????????,5,Thank you google meet for being our team's all day event team for free????????
2172,??,1,??
2173,Mantap memudahkan dalam kegiatan perkuliahan secara daring,5,Great to make it easier for online learning activities
2174,Yaaa lumayan,5,Yea it's ok
2175,Suka keluar sendiri,1,Like to go out alone
2176,Puas,5,Satisfied
2177,Mantap ??,5,Great ??
2178,Entah kenapa.dengan aplikasi ini,3,I don't know why. with this app
2179,Woi tolong lah ni knp g bisa di download,1,"Wow, please, why can't it be downloaded"
2180,Ih di donloud ya lama banget saya butuh nih,4,"Oh, it's taking a long time to download, I need this"
2181,????????????????,5,????????????????
2182,Udh di kasih ranting msh ajh di minta mlu ngeganggu tau ga,1,"I've been given a twig, still asking for it to bother you, you know"
2183,Burik,1,Dotted
2184,Mantap,5,Great
2185,Aplikasi ini sangat membantu utk mengajar,5,This application is very helpful for teaching
2186,Miit,5,Miit
2187,Pakai dulu apl ini,4,Use this app first
2188,Nice,5,nice
2189,??,5,??
2190,Aplikasinya setelah diperbarui malah bikin susah waktu conference. Gampang keluar masuk dan tiba-tiba berhenti. Lebih suka versinya yang dulu daripada sekarang,2,"After updating the application, it makes it difficult to have a conference. It's easy to get in and out and suddenly stop. I like the old version more than now"
2191,Sangat membantu,5,Very helpful
2192,Google meet ini lumayan lah bang aku kasih 4 ????????,4,"This Google meet is pretty good, bro, I give 4 ????????"
2193,"KENAPA HARUS GAGAL MASUK COBA??? GUA TAU HP GUA KENTANG, TAPI GUA KULIAH GIMANA BIAWAK????",3,"WHY FAILED TO ENTER TRY??? I KNOW I HAVE POTATOES, BUT HOW DO I COLLEGE THE LIMON???"
2194,????,2,????
2195,Sampai Disini Baik2 saja aman ?? terima kasih sudah banyak membantu dunia Pendidikan maupun Non pendidikan??,5,"Until here, are you safe? thank you for helping the world of education and non-education??"
2196,Good,5,good
2197,Mantap,5,Great
2198,Oke bnget deh,5,Ok really
2199,Lah kok mic-nya gak ada suaranya? padahal udah open mic + aplikasi lain mic-nya aman,1,Why doesn't the mic have sound? even though it's already open mic + other applications the mic is safe
2200,Gara Gara Ini Apl Gw jadi Sering Google Meeting Bikin Stress,1,"Because of this, my app often makes Google meetings stressful"
2201,Bagus banget,5,Really good
2202,Yup panipu,5,Yup panipu
2203,Blm pernah,4,Never
2204,Kenapa saat meminta masukan selalu keluar dari meetinng nya ah apps tlol,1,"Why do I always leave the meeting when I ask for input, the apps tlol"
2205,Download nya terlalu lama aplikasi nya bagus tapi kalau ada dua orang yang ikutan ngomong selalu keluar suara dari aplikasi ini,1,"The download is too long, the application is good, but if there are two people who are talking, the sound always comes out of this application"
2206,Jelek banget ni aplikasi iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii iiiiii iiiiiiiioiiiiiiiiiiiiiiiiiiii. Tapi boong,5,This app is really bad iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit. But boo
2207,Dahlah,5,bye
2208,Aku sering berlangganan pakai aplikasi ini,5,I often subscribe to use this application
2209,Oke,5,Okay
2210,Bagus,5,Good
2211,Jlk,1,Jlk
2212,Berguna banget,5,Very useful
2213,Bagus,5,Good
2214,Yusrikelado,3,Yusrikelado
2215,"Rekomend dong min adain filter gitu, biar kalo pas lagi bangun tidur trus langsung disuruh google meet ga keliatan ke gembel gitu",5,"I recommend that you put a filter like that, so that when you wake up, you're immediately asked to google meet, you don't look clumsy like that"
2216,Bagus buat meating..,5,Good for meetings..
2217,Aplikasinya bagus untuk membatu pelajaran,5,The app is good for helping with lessons
2218,Good,4,good
2219,Membantu kegiatan sehari-hari jarak jauh terima kasih,5,Help with daily activities remotely thank you
2220,Baguss,5,nice
2221,Kenapa meet yang sekarang kalau mau meet suka ada meet tidak menganggapi terus mohon di perbaiki.................plisssssssss,2,"Why is the current meeting if you want to meet like there is a meet that doesn't respond, please fix it............plissssssss"
2222,Ok lah,3,Ok fine
2223,Ga bisa bisa masuk,1,Can't enter
2224,Ga seruuuu??,1,Isn't it fun??
2225,Payah,2,bad
2226,Oke beud,5,ok beud
2227,Ini kenapa tiap dua Minggu sekali disuruh update sihh ngeselinnn????????,2,"Why is this every two weeks you are asked to update, it's annoying????????"
2228,Udah bagus kok. Tapi kurang fitur tepuk tangan. Kasian teman saya yang mau ngasih penghargaan habis presentasi harus onmic trus tepuk tangan manual. Mohon ditindaklanjuti saran saya ini ya. Terimakasih.,5,It's good. But lacking the applause feature. Pity my friend who wanted to give an award after the presentation had to be onmic and then clapped manually. Please follow up on my suggestion. Thanks.
2229,Gara gara nih apk aku jadi memori habis ???,1,"Because of this, my apk is running out of memory???"
2230,Ini burik sangat,1,It's so bad
2231,Buriq,1,Buriq
2232,Alhamdulillah. Suka ?,5,Alhamdulillah. Like ?
2233,"Msih kurang, klo bisa diperlihatkan siapa yg on cam dan offcam.. Seperti tanda nya saja",3,"It's still lacking, if you can show who's on cam and off cam... Just like the sign"
2234,Saya jadi harus daring setiap hari dengan hadir di google meet,1,So I have to be online every day by attending google meet
2235,Kenapa meet nya lebih jelek dari yg old version? Ver yg sekarang suka madet video nna....uda ganti slide tapi masih di slide sebelumnya...ini gimana? Saya lebih suka yg old version...tolong ya pihak google meet...karena saya membutuhkannya untuk Sekolah Daring....thnks,3,Why is the meet worse than the old version? The ver who now likes madet videos....have changed the slide but it's still on the previous slide...how about this? I prefer the old version...please google meet...because I need it for Online School...thnks
2236,Aplikasi nya bagus amat.. Saya suka sekali,5,The application is very good.. I really like it
2237,Kenapa orang-orang gabisa denger suara saya kan jadi repot kalo absen gimana sih,2,"Why can't people hear my voice, it's so troublesome if I'm absent, what can I do?"
2238,"Cukup satu yang saya katakan....semoga kedepannya google meet jauh lebih baik lagi. Ayooo buruan download yang belum download, bisa untuk komunikasi dengan keluarga nan jauh di sana atau seseorang yang spesial dihati!",5,"Just one thing I can say....hopefully in the future Google Meet will be even better. Come on, hurry up and download if you haven't downloaded it yet, it can be for communication with family far away or someone special in your heart!"
2239,Suaranya jelas gambar bagus,5,"The sound is clear, the picture is good"
2240,Jelek taik gak jelas bodoh amat semua uninstal saja hak jelas Tekan chat gak ada,1,"It's ugly but it's not clear, it's really stupid, all just uninstall it, the right is clear, there's no chat"
2241,Tolong diperbaiki lagi meet nya... Dulu pakai yang lama tidak seburuk ini.. Kenapa semakin diperbaiki malah semakin buruk.. Ketika saya masuk ke rapat suaranya putus-putus. Namun ketika membuka aplikasi lain suaranya jelas.. Bagaimana saya bisa menyimak rapat jika seperti ini,2,Please fix the meet again... I used to use the old one it wasn't this bad.. Why is it getting better and worse.. When I entered the meeting the sound was intermittent. But when opening another application the sound is clear.. How can I listen to the meeting if it's like this
2242,F. Urut jl.kacapiring,5,F. Sort jl. Kacapiring
2243,Bagus,5,Good
2244,??????,1,??????
2245,Sangt JELEK,5,Very Ugly
2246,Putus-putus mulu padahal sinyal bagus jadinya saya terganggu,1,"It keeps breaking up even though the signal is good, so I'm disturbed"
2247,Sangat baik,5,Very good
2248,Sejauh ini mantap. Tapi tolong dong bikinin filter yang bikin muka kaga kusam minimal:( biar keliatan enak dipandang aja hehe,5,So far so good. But please make a filter that doesn't make your face look dull at least :( so that it looks nice to the eye hehe
2249,Sangat membantu dalam proses pembelajaran dimasa seperti ini Terimakasih ??,5,Very helpful in the learning process at a time like this Thank you ??
2250,Keren,5,Cool
2251,Sangat baik.. puas banget,5,Very good.. very satisfied
2252,Bagus,5,Good
2253,Sekolah trussssss!!!!,4,trusssss school!!!!
2254,Sehat tu yg pentig.,5,Health is what matters.
2255,Apl ini sangat bagus !!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!cobain deh,5,This app is very good !!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! give it a try
2256,Lumayan Lah,4,It's great
2257,"I have a important problem with my camera and mic, when I try to turn on my camera and mic it doesn't work. I hope you guys can fix it thanks",1,"I have an important problem with my camera and mic, when I try to turn on my camera and mic it doesn't work. I hope you guys can fix it thanks"
2258,Sudah bagus. Tetapi suaranya putus-putus dan gambarnya kabur. Jadi gara-gara masalah ini saya tidak bisa mendengar apa yang pengajar saya katakan dengan jelas.,1,Already good. But the sound is intermittent and the picture is blurry. So because of this problem I can't hear what my teacher is saying clearly.
2259,Ok....saya berterima kasih atas tampilan vidio....dapat ditampilkan ......ok,5,Ok....i thank you for viewing the video....can be displayed ......ok
2260,Perbaiki kualitas video,5,Improve video quality
2261,Apl nya bagus,5,The app is good
2262,Bagus,3,Good
2263,Mantap sinyal ku agak putus putus tapi yaaa bagus kok,3,"Great, my signal is a bit broken but it's really good"
2264,Baik adanya dan pelayanan google meet.,5,Both the existence and the google meet service.
2265,Daya baterai tinggi parah,1,Severe high battery power
2266,Maaf jika saya gak sopan kenapa meet yang sekarang lebih buruk dari pada yang lama mohon perbaikannya ya,4,"Sorry if I'm not polite why the current meet is worse than the old one, please fix it"
2267,sesuai harga,2,according to price
2268,"Ini kenapa si, kok malah enakan versi dulu ya. Versi skrng keluar"" mulu tolonk perbaiki lagi ya,",1,"Why is this, why are you even enjoying the first version? The version is now out ""mulu please fix it again, okay,"
2269,Nyusahin anjgg,1,Make it easy
2270,Buruk,2,Bad
2271,Menambah virus otak gw,1,Add my brain virus
2272,Ok,5,Ok
2273,Jelek,1,Bad
2274,"Mau mengganti layar belakang ko ga bisa terus yaa,ada yg tau gimna caranya?",2,"I want to change the back screen, why can't it continue, does anyone know how to do it?"
2275,Meresahkan,4,Unsettling
2276,i like that,4,i like that
2277,Bagus,3,Good
2278,Aplikasi ini topp ????:),5,This app is topp ????:)
2279,Good,5,good
2280,Gugel mit ini sangat bagus banget,5,This google mit is really good
2281,Ok,5,Ok
2282,suka keluar sendiri pas lagi meet padahal jaringan bagus,1,likes to go out alone when they meet even though the network is good
2283,Makin kacau kesini,1,It's getting messy here
2284,Gara gara app ini dosen saya menyuruh ku untuk tatap muka Mulu.,1,"Because of this app, my lecturer told me to meet Mulu face to face."
2285,"Sampah, gabisa didownload",1,"Trash, can be downloaded"
2286,Good,5,good
2287,Bagus,5,Good
2288,Apk nya jelekk tapi boooooooong hayuk pal pale pal pale,5,The apk is bad but booooooooong let's go pale pal pale
2289,mantap??,5,steady??
2290,Halo nama saya bella sya pernah memakai apk ini google meet ini sngt membantu saya bella mengucapkan terimakasih utk pengusaha google meet ini dan saya kasih bintang 5 aku akan sllu suport pengusaha google meet dan sekali lg mksh..:),5,"Hello, my name is bella, I have used this apk, google meet, it really helped me, bella, thank you for this google meet entrepreneur and I will give 5 stars, I will always support google meet entrepreneurs and thank you again..:)"
2291,Bikin ngelek,2,Make me laugh
2292,"Freak lah, Google meet makin aneh di tablet, Harus napa layarnya dijadiin kayak pengguna laptop?, Ini tablet woy bukan laptop, Kalo laptop enak gak lag (meskipun sering FC), Tablet ngelag parah anjg, Gw sampe Absen 2 pelajaran anjg, Math ama SKI penting woyy!!! Gw takut jadi goblog, Kalau gw goblog mana bisa nyari kerja nanti anjg, kalau udah gak bisa nyari kerja, jadi beban orang tua [iya], ngecewain ortu [iya]...",3,"Freak, Google meet is getting weirder on tablets, Why should the screen be made like a laptop user?, This is a tablet, not a laptop, If the laptop is good it doesn't lag (even though it's often FC), the tablet lags badly, I even miss 2 lessons, Math or SKI is important wow!!! I'm afraid to be stupid. If I'm stupid, how can I find work later, if I can't find work, it's a burden on my parents [yes], disappointing my parents [yes]..."
2293,Boleh lah yaa??,4,can ya??
2294,"Kenapa setelah di update tidak ada menu Raise hand lagi ya, kan jadi lebih sulit jika digunakan presentasi apabila saat sesi tanya jawab.......",2,"Why is it that after the update there is no Raise hand menu anymore, right, it becomes more difficult if you use a presentation when during a question and answer session......."
2295,presenting nya gak ada terus pas baru gabung di mute semua tapi gak ada suara nya dan selalu aja keluar sendiri jadi tolong kepada pihak apk tolong perbaiki,2,the presenting doesn't exist and when I just joined it mutes everything but there's no sound and it keeps coming out on its own so please the apk please fix it
2296,Blajar terus,1,Keep learning
2297,"Kukira setelah update bakalan lebih baik performanya. Eh taunya kok malah gabisa digunakan, gimana sih?",1,"I think after the update the performance will be better. Eh, you know how come it can't even be used, how do you do it?"
2298,Saya juga gitu audio putus putus same vidio nya macet,1,"I'm also like that, the audio is broken and the video is stuck"
2299,Gooddd,5,Gooddd
2300,Lebih hemat,5,More efficient
2301,"Buat meeting eh ga, buat mbahas tugas lewat vid xixi??",4,"Do you have a meeting, do you discuss assignments via vid xixi??"
2302,Spam bintang 1 Yok,1,Yok 1 star spam
2303,Sangat bgs,5,very good
2304,Aku suka yg Agamis Islam yg Yg Sumbernya Alqur'an dan Hadist dan pemandangan yg Bagus 2.dan Indah2ada qiro'ahnya dan lagu 2.yg nendidik untuk kebaikan,5,"I like the Islamic religion whose source is the Qur'an and Hadith and a good view 2. And it's beautiful, it has qiro'ah and songs 2. Which educates for goodness"
2305,b aja,1,just b
2306,Good,5,good
2307,Klau pertemuan dgn anak 2 yg jumlah nya 20 orang saya gunakan aplikasi ini,4,"When meeting with 2 children, there are 20 people, I use this application"
2308,Bagud,5,Bagud
2309,Bagus tapi ngelag2,3,Good but lagging
2310,Bagus,5,Good
2311,Mantap,5,Great
2312,"Pas pake gmeet versi lama gaada masalah, alhamdulillah lancar. Tp semenjak di update kenapa jd sering bermasalah? Audio putus"", share screen suka ngadat yg harusnya udh ganti slide tp masih tetep ga berubah, yang parahnya malah kadang tidak terlihat sama sekali. Sinyal juga suka tiba-tiba ngedown kalo pake gmeet, nggak tau kenapa. Pdhl paginya dipakai buat nge-zoom aman2 aja. Tolong pihak google meet semoga bisa menyelesaikan permasalahan ini karena sangat saya perlukan utk kuliah. Thnks.",2,"When I use the old version of Gmeet there are no problems, thank God it's smooth. But since the update, why does it often have problems? Audio breaks"", the share screen crashes, which should have changed the slide but it still doesn't change, what's worse is sometimes it's not visible at all. The signal also suddenly goes down when using gmeet, I don't know why. In the morning it's used for zooming it's safe. Please google meet, hopefully we can solve this problem because I really need it for college. Thnks."
2313,"Mohon kepada pihak apk, kenapa setelah di update malah jadi lebih jelek, suara putus putus. Padahal jaringan 4G Google meet versi lama sebelum di perbarui tidak ada masalah, kenapa setelah di perbarui malah bermasalah. Tolong di perbaiki kembali ??",2,"Please the apk, why after the update it becomes even worse, the sound breaks. Even though the old version of the 4G Google Meet network before it was updated there was no problem, why after updating it had problems. Please fix it again??"
2314,Kenapa suaranya putus-putus sih? Padahal jaringan bagus. Tapi kalo keluar atau ke partisipan itu lancar. Aneehh. Mic hp saya juga tbtb ga berfungsi. TOLONG DIPERBAIKI DONG!,1,"Why is his voice breaking? Even though the network is good. But if you leave or go to the participants, it's smooth. Odd. My cellphone's mic also doesn't work. PLEASE FIX IT!"
2315,"Ga bisa diakses pake data reguler, harus pake wifi, ada solusi?",2,"Can't be accessed using regular data, must use wifi, is there a solution?"
2316,Bagus.. tapi cuma dikit yang bisa lihat,1,Good.. but only a few can see
2317,Bagus,5,Good
2318,I love your userfriendly interface and it's free of course,5,I love your userfriendly interface and it's free of course
2319,Sangat bagus,5,Very good
2320,"Sama spt pengguna lain, sya sudah update tapi setelah update malah apps meet sya suka force close. Pembicaraan saya jadi terganggu krn sya sendiri keluar tiba2, padahal koneksi internet lancar. Sangat mengecewakan sekali.",1,"Just like other users, I've updated but after updating the apps meet, I like to force close. My conversation was interrupted because I suddenly left myself, even though the internet connection was smooth. Very disappointing."
2321,Terimakasih sudah sangat membantu ????,5,Thank you for being very helpful ????
2322,Pmasangan ny lmaaaaa,1,The couple is old
2323,Tidak bisa lihat presentasi.. mohon solusinya,1,Can't see the presentation.. please solve it
2324,Aplikasi ini sangat membantu untuk belajar daring,5,This app is very helpful for online learning
2325,Ahh dikit bagusnya,4,Ahh it's a bit good
2326,Apk ini bagus tapi lebih bagus zoom sih daripada meet soalnya meet sering terjadi masalah,3,This apk is good but zoom is better than meet because meet often has problems
2327,Kenapa pas saya mao coba goggle met kenapa malah tidak berhubung ke video tolong di perbaiki lagii??,1,"Why when I want to try google meet why doesn't it connect to the video, please fix it again??"
2328,Lelettttttt loading nya padahal udah tepat wktnya,4,Slow loading even though it's on time
2329,Bagussssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss!!!!!!!;!!!!!!!,5,Nicessssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss!!
2330,Gw kesal karena setiap masuk padahal sinyal bagus lho keluar sendiri saya jadi tidak dianggap masuk sama guru saya,1,"I'm annoyed because every time I enter, even though the signal is good, I go out by myself, so I'm not considered as entering by my teacher"
2331,Bagus,5,Good
2332,"kenapa yh setiap kali masuk meet ga bisa terus malahan keluar lagi keluar lagi saya jadi ga bisa ikutan daring ini gimana tolong sarannya, saya butuh banget",1,"why is it that every time I enter a meet I can't keep going, instead I go out again, so I can't join this online, how can you please advise, I really need it"
2333,Karena adanya aplikasi ini saya diberi tugas sehari 5 kali dan saya tidak suka,1,Because of this application I am given tasks 5 times a day and I don't like it
2334,Jujur versi sekarang tampilannya baguss lebih modern Tapi untuk mengetahui siapa yang oncam jika lewat hp terlalu susah.. bagus yang versi old,4,"Honestly, the current version looks good, more modern. But to find out who is oncam if it's on a cellphone, it's too difficult... the old version is good"
2335,Lama ah mat terimakasih,1,"It's been a long time, thank you"
2336,"Jelek, setiap dipake selalu minta diupgrade terus padhaal baru kemaren di upgrade masa harus diupgrade lagi",2,"It's ugly, every time it's used, it always asks for an upgrade even though it was only yesterday that it was upgraded when it had to be upgraded again"
2337,Aplikasi nya sangat bagus,5,The application is very good
2338,Saya kasih bintang 4 karna kalo updet error' terus kalo tidak error saya kasih bintang 5 maaf y,4,"I give 4 stars because if there is an error in the update, then if there is no error, I will give 5 stars, sorry y"
2339,Ngontol amat,5,Really fuck
2340,Oke,5,Okay
2341,Bagus,5,Good
2342,Bagus,5,Good
2343,????????,5,????????
2344,Tolong diperbaiki yang bikin soalnya waktu lagi belajar suka error sama keluar sendiri bisa diperbaikin :3,5,"Please fix what made me, because when I was studying, I got an error and it came out on its own, I can fix it :3"
2345,"Baik, tapi kadang nge blur gambarnya",4,"Good, but sometimes the image blurs"
2346,Good,5,good
