userName;content;score;at;Nilai;;;
Iyan Soil;Great;5;2021-04-08 04:06:37;POSITIF;;;
Melinda Fitriana;Kenapa setelah saya update malah sering keluar-keluar sendiri ya ganggu banget sumpah, mana pas mau masuk lagi gak bisa-bisa;1;2021-04-08 03:59:53;NEGATIF;;;
Singgih Mahmud Ridwan Sani;apk gblk, mau masuk aja pake nunggu diijini segala, gue ketinggalan pelajaran nyet gara gara nungguin di setijui masuk, ganti aja pake sandi apa lainya jir;1;2021-04-08 03:55:20;NEGATIF;;;
Alfin Adrian Candra;Good.;5;2021-04-08 03:54:08;POSITIF;;;
filda Yanti;Tolong lah ini kenapa apk nya jadi kayak gini...mohon diperbaiki lagi;1;2021-04-08 03:29:00;NEGATIF;;;
Edwin Sihombing;Setelah di upgrade bukan makin bagus eh malahan makin ngelag, kadang gak bisa dibuka;1;2021-04-08 03:28:14;NEGATIF;;;
k.h;Setelah diupdate, suara dari audien gak bisa bersuara, padahal orang lain bisa;2;2021-04-08 03:26:04;NEGATIF;;;
Fadil_bfy;Aneh;1;2021-04-08 03:25:09;NEGATIF;;;
Dekka;Di update malah error hadeuh;1;2021-04-08 03:21:56;NEGATIF;;;
Serene Widyawati Nissi S.;Sering keluar setelah diupdate, dan gak bisa nyalain kamera sama suara;2;2021-04-08 03:20:43;NEGATIF;;;
HERDIAWAN N;Aplikasi sampah, masa tbtb keluar terus tidak bisa masuk lagi padahal jaringan bagus. Harap diperbaiki;1;2021-04-08 03:04:32;NEGATIF;;;
Retno Retno;Putus putus suaranya;1;2021-04-08 02:59:02;NEGATIF;;;
Muhammad Bastian Akbar;Aplikasi yang sangat membantu, daring jadi lebih enjoy ketika dengan meet dibanding hanya via wa, sayangnya makin diupdate malah makin banyak kendala. Semoga kedepannya bisa lebih optimal;4;2021-04-08 02:58:36;POSITIF;;;
Erick Jr;Nge lag parahh;1;2021-04-08 02:57:17;NEGATIF;;;
Gabriel Agustinus Malau;Aplikasi haram jangan download ini aplikasi nanti kalian menyesal penyimpanan kalian penuh!!!!!!!!!!!!!!!!!!;1;2021-04-08 02:54:19;NEGATIF;;;
niky indriana 9042;Mantap?? gak bingung dalam pembelajaran Tetapi kurang mudeng make nya mungkin baru pakai jadi agak bingung;5;2021-04-08 02:52:08;POSITIF;;;
Hafizha Pijah;Aplikasi nya bagus banget buat belajar;5;2021-04-08 02:32:40;POSITIF;;;
Bumbu Kampungg;Meet ini sangat bagus karena ada teman;5;2021-04-08 01:59:56;POSITIF;;;
Ahmad Riadi;Bagus;5;2021-04-08 01:54:40;POSITIF;;;
Muslimah Berasa;Kenapa google meet tidak bisa di instal ya padahal jaringan dan kuota saya banyak tolong di perbaiki bagi admin nya supaya penggunaan nya bisa satu arah terus;2;2021-04-08 01:50:14;NEGATIF;;;
Rafi Al Fattah;Apk bagus;5;2021-04-08 01:46:58;POSITIF;;;
Lusiana Selvi;Saya kurang puas;1;2021-04-08 00:56:17;NEGATIF;;;
John O.E Tiwa;Bagus;5;2021-04-07 23:56:03;POSITIF;;;
Mai Yuni;Assalamualaikum ini bagus banget sampe temen ku bilang dapat dari mana yaudah saya bilang google play store banyak yang suka thank you;5;2021-04-07 23:49:12;POSITIF;;;
Lili Yani;jz;5;2021-04-07 23:33:09;POSITIF;;;
Danang Khoiri;Ini tolong banget kepada pihak google meet kenapa kalau dipakai oncam malah force close. Sama seperti keluhan pengguna yg lain, setelah diupdate kok malah makin jelek. Tolong diperbaiki lah...;2;2021-04-07 22:57:02;NEGATIF;;;
Ismail Ismail;Aplikasi nya bagus saya suka;5;2021-04-07 22:21:54;POSITIF;;;
Fauqil Alkhan Azzebedellef;Ku menangisss;1;2021-04-07 21:43:17;NEGATIF;;;
Dika Dudutz;Omong tooook;1;2021-04-07 20:03:33;NEGATIF;;;
Clarisa Azzahra;Aplikasi ini sangat membantu ku bangettt Pokok nya kalian yang gk ngedownlod bakal senyel;3;2021-04-07 16:25:26;NEGATIF;;;
Agung Sutrisna;Lumayan;4;2021-04-07 16:23:34;POSITIF;;;
Tiodo hatados nadeak.;Suka aku bagus;5;2021-04-07 16:17:10;POSITIF;;;
Rasikun Ikun;Apk bagus;5;2021-04-07 14:45:23;POSITIF;;;
Surabi Ibu Ai;Dasar;2;2021-04-07 13:50:42;NEGATIF;;;
Nayla Azka;Biar vcan Ama temen;3;2021-04-07 13:49:05;NEGATIF;;;
Lia Depari;Baik;2;2021-04-07 13:47:20;NEGATIF;;;
Wahyuni;Lumayan baik;4;2021-04-07 13:45:53;POSITIF;;;
Myheart Kaindeh;Good;5;2021-04-07 13:40:14;POSITIF;;;
dahrianur Dahlan;Ok;5;2021-04-07 09:55:40;POSITIF;;;
Tyas Natasya Iqbal;Bagus;5;2021-04-07 08:17:48;POSITIF;;;
Muhammad Dimas Prihandoyo;Pas diupdate jadi nggak tau siapa aja yg oncam;3;2021-04-07 06:52:27;NEGATIF;;;
aditya wahyu;?? ????????? ?? ???? ??? ????? ????? ?? ?????? ???? ???? ???, ????? ?? ????????? ?? ??? ????? ??, ????? ??? ???? ???? ??;4;2021-04-07 05:36:13;POSITIF;;;
Artha Stnjk;??;5;2021-04-07 05:27:05;POSITIF;;;
Farend Gaming;BARU 1 KALI MEET UDH 5 GB AJG BARU BRP MENIT PARAH AJG;1;2021-04-07 05:06:06;NEGATIF;;;
Puput Setiawati;Mohon kedepannya aplikasi ini ditingkatkan lagi ya kualitas serta kuantitasnya. Saya merasa terkendala dengan sulitnya melihat siapa saja yang on camera serta on suara, karena memakai HP tidak sama seperti memakai laptop yang bisa melihat siap saja yang on cam dan on suara. Lebih mudah memakai versi yang lama, bisa mengetahui siapa saja yang on cam dan tidak, lebih mudah mengetahuinya *dari android sekian terimakasih;1;2021-04-07 04:35:53;NEGATIF;;;
Sarmila Harahap;Apk nya sangat muantapp, dan berguna bangat buat kita yg lgi belajar daring. ????;5;2021-04-07 04:32:46;POSITIF;;;
Fairuz abrar;Saya doain semoga apk ini gak ada lagi di tahun 2022 kalo masih ada saya nuclear Indonesia habis2 dan cepet!!!;1;2021-04-07 04:23:52;NEGATIF;;;
Milo Official 17;??;1;2021-04-07 04:16:18;NEGATIF;;;
Fawnia•Qi;Update terbaru jelek...saya mau ketik malah tiba² wabcamnya mati??;1;2021-04-07 04:00:10;NEGATIF;;;
Davarzky Febrian;Masa gak bisa 2 si;2;2021-04-07 03:58:33;NEGATIF;;;
Ellen Winata;Beban lu anj,ilang aja elu;2;2021-04-07 03:26:30;NEGATIF;;;
CallystaViken Budiman;Halo.. Update baru ini sebenernya knp ada kyk bisa kelihatan google meetnya di HP ku ya... Kyk saat saya sekolah saya ingin ke aplikasi lain saat masih sekolah saya masih bisa melihat google meet nya sebernya pasti kalian tidak mengerti apa yang saya omongkan.. Tapi tolong knp coman saya yang ada update ini?.. Dan ini sebernya bagus juga tapi menggangu juga.. Kyk saat saya kembali di google meet nya saya tidak bisa melihat presentasi di google meet saya saya...;4;2021-04-07 03:06:51;POSITIF;;;
antara business;Kecewa, suara orang lain masuk ke mic sini, padahal buat nelfon juga normal² aja, cuma di google meet ini nih yang kek gini;1;2021-04-07 02:38:59;NEGATIF;;;
Ghilman Farhani Putra Aji;Suara orang lain masuk ke mic, padahal buat nelfon juga normal² aja, cuma di google meet ini yang suaranya ngefeedback kek gini;1;2021-04-07 02:36:56;NEGATIF;;;
Nufail Razan Abyan;Google meet ini sangat membantu saya saat saya lagi daring online;5;2021-04-07 02:14:24;POSITIF;;;
Davina khanza;Pdahal udah 99% masih aja ga bila hrus instal ulang mls ah buang buang pketan......;1;2021-04-07 02:07:10;NEGATIF;;;
Muhamad ikhsan aja;Apk beban cuma bisa ngebebanin doang bangsat setan;1;2021-04-07 01:48:16;NEGATIF;;;
Eternal Flame;"Gk tau kenapa sering fc padahal koneksi jaringan bagus dan awal""nya bisa join gmeet tapi malah fc mohon diperbaiki";1;2021-04-07 01:26:35;NEGATIF;;;
Ruby Sugar;tolong kualitas kameranya diperbaiki udh berusaha nyari angle kamera yg bagus ttp aja jelek jadinya;1;2021-04-07 01:24:35;NEGATIF;;;
Tegar Setiawan;????????????????????????????????????????????????;5;2021-04-07 00:41:53;POSITIF;;;
MASRANGGA GANTENG;Tidak merekomendasika;1;2021-04-07 00:04:04;NEGATIF;;;
Noda Kokoro;Buat pelajar dilarang mendownload apk ini, ngabisin kuota aja. Wkwkwk;1;2021-04-06 21:31:13;NEGATIF;;;
Juliati Santa;Bagus dan dapat membantu;5;2021-04-06 16:53:06;POSITIF;;;
Rakha Ramadhan;Good;5;2021-04-06 14:38:20;POSITIF;;;
8A-26. SHOFIATUL MAULA RAMADHANI;ini kenapa ngga bisa di download, anak saya lagi butuh untuk besok;1;2021-04-06 13:46:32;NEGATIF;;;
imamah umaimah;Admin knpa disaya google meetnya gak ada gambar angkat tangan virtual yaa?;5;2021-04-06 12:54:50;POSITIF;;;
TEDDY 2020;???;5;2021-04-06 12:53:28;POSITIF;;;
Maria Vela;Bagus;5;2021-04-06 12:35:46;POSITIF;;;
mutiara syafira;Kenapa lama banget si download nya!;1;2021-04-06 12:25:05;NEGATIF;;;
Serly Agustina;Video dan suara sering macet, padahal jaringan sudah 4G..;2;2021-04-06 11:38:50;NEGATIF;;;
Fajar Ramadhan15;Bagus aplikasinya sangat membantu banget buat saya sekolah makasih;3;2021-04-06 09:35:44;NEGATIF;;;
Codename Alpha;Ajg pusing gw;1;2021-04-06 09:22:22;NEGATIF;;;
Supri Yanto;Bagus banget Terimakasih ya GOOGle Meet;5;2021-04-06 08:54:28;POSITIF;;;
Tri Sulastri;Bagus;5;2021-04-06 07:16:18;POSITIF;;;
Leonardo O;Enakan meet yg dulu:(;2;2021-04-06 06:33:10;NEGATIF;;;
Melinda Dwi Riyanti;Nice;5;2021-04-06 06:29:22;POSITIF;;;
Mela Choirunnisa;Sinyal nya jelek;1;2021-04-06 05:35:09;NEGATIF;;;
Suhaeni Suhaeni;Bagus;5;2021-04-06 05:30:54;POSITIF;;;
Udek Bombay99;Kalo di donglod harus ngapus dulu ???? kalo ke hapus gk bisa didonglod ??????????;2;2021-04-06 04:56:55;NEGATIF;;;
Chairul anwar;Bagus;5;2021-04-06 04:52:14;POSITIF;;;
Yogi Ardiansah;Mantap;5;2021-04-06 04:35:34;POSITIF;;;
Rahayu Yayuk;Gembel;5;2021-04-06 04:25:47;POSITIF;;;
SAZURA RAMADAN;aplikasi nya sangat bagus saya membutuhkan ini untuk belajar kalian jangan lupa donlowd aplikasi ini ya;5;2021-04-06 03:59:49;POSITIF;;;
Ayu Syana;Good;5;2021-04-06 03:26:14;POSITIF;;;
Felicia Annabella;Sangat bagus ??;5;2021-04-06 03:25:58;POSITIF;;;
Raditya Arya putra;Game ini sangat bagus makasih mamah telah download game ini;4;2021-04-06 03:07:59;POSITIF;;;
Ainur Rohmah;Maaf, ketika saya mencoba untuk mendownload aplikasi nya kenapa lama sekali? Dan kenapa juga aplikasi nya masih tertunda belum ke install juga ya?!! Padahal jaringan juga masih lancar-lancar saja tidak ada gangguan sama sekali kok!!! Tolong diperbaiki lagi??;2;2021-04-06 03:05:33;NEGATIF;;;
Septian Rian;Baik;4;2021-04-06 03:02:44;POSITIF;;;
197 Nengsih;Eror mulu, kelur masuk kelur msuk;1;2021-04-06 02:59:51;NEGATIF;;;
Just Joanna;Aplikasinya sudah cukup bagus.. Cmn kalo lagi sekolah pakai Google meet suka keluar keluar sendiri, padahal sinyal sudah sangat bagus..Saya jadi terganggu karena itu ????;3;2021-04-06 02:52:44;NEGATIF;;;
ilham kurniansyah;Lebih suka versi sblum yg di update;3;2021-04-06 02:49:39;NEGATIF;;;
Kadek Meliani;sangat Bagus;2;2021-04-06 02:47:22;NEGATIF;;;
Naja Azahra;Guut;4;2021-04-06 02:33:22;POSITIF;;;
Rayyan Jr;Buang buang waktu;1;2021-04-06 02:28:45;NEGATIF;;;
Daryl Raditya;Sering Lagging;1;2021-04-06 02:19:30;NEGATIF;;;
Frengki Pangaribuan;Mantap;5;2021-04-06 01:55:47;POSITIF;;;
Argani Lintang A.;Udah bagus sih tapi tolong tambahin private chat karena waktu lagi meeting jadi ketahuan sama guru KLO lagi chat sama temen pls tambahin;5;2021-04-06 01:34:14;POSITIF;;;
Azka geming;Suaranya terputus putus, kadang keluar, suaranya kecil, kadang gak gerak;2;2021-04-06 01:29:14;NEGATIF;;;
Rally POINT;Tolong di fix apknya soalnya saya sering keluar dari gmeet;1;2021-04-06 01:12:46;NEGATIF;;;
dariyanti mboke;Coba;5;2021-04-06 01:04:37;POSITIF;;;
zanneta Love;Kenapa ini apk nya jelek banget pada hal yang dulu bagus;1;2021-04-06 01:00:34;NEGATIF;;;
Rayhan 14;Rasanya ahhhh mantap;5;2021-04-06 01:00:28;POSITIF;;;
axe real;Good;5;2021-04-06 00:57:04;POSITIF;;;
Gilardino Sandi;Keluar sendiri;1;2021-04-06 00:23:17;NEGATIF;;;
Muhammad Maulana;Sangat jelek cukup jelek jelek sekali , meet versi baru sangat jelek bahkan vodeo aja gak mau muncul gak kaya versi bahari;1;2021-04-06 00:16:31;NEGATIF;;;
Wawan Plp;nice ??;5;2021-04-06 00:08:30;POSITIF;;;
Rudi Simbolon;Memuaskan;5;2021-04-05 23:58:45;POSITIF;;;
Bakim Jawa;Lah iyo (:;1;2021-04-05 23:15:19;NEGATIF;;;
Putu rubby Aprilia Artana;Xixi;1;2021-04-05 22:55:56;NEGATIF;;;
Syahpuan Malika Putrisuri;Kenapasih suka keluar-keluar sendiri padahal ini buat absen ujian, kesel banget. Dulu enggak pernah tuh kayak gini, awas aja sih kalo enggak di perbaikin!!!;1;2021-04-05 21:25:46;NEGATIF;;;
Gracia Anabel;Superrrr;5;2021-04-05 20:34:19;POSITIF;;;
curious Traking;User biasa kenapa harus dipersulit buat record ya.??? Beri saja opsi activate/dactivate recording di app-nya, Kan lebih simple.. share screen juga total disaster. Menu wajib, Force close. Aplikasi ini sudah mencoreng nama besar Google;2;2021-04-05 16:24:13;NEGATIF;;;
Rina Martina;Ok;5;2021-04-05 15:46:33;POSITIF;;;
Indah Ayu Maharani;Bagus apk ini aq lebih suka google meet dari pada zoom Tapi diperbaikin lg untuk mikrofon ny kemarin aq google meet g kedengaran suara aq gitu aja sih padahala aq udh unmute;4;2021-04-05 15:23:51;POSITIF;;;
Icha Amelia kristanti;Semenjak saya perbarui kenapa makin gak bisa masuk ke gmeet harus loading lama gg bisa masuk. Tolong diperbaiki!;3;2021-04-05 12:33:14;NEGATIF;;;
M. Fahmi Ashari;Good;5;2021-04-05 12:07:21;POSITIF;;;
Nano Zini;Ngga bisa di download;2;2021-04-05 09:25:10;NEGATIF;;;
Wan Azman;Lancar;5;2021-04-05 08:57:29;POSITIF;;;
Felicia Dorothy Setiawan;Bagus lancar juga kalau daring juga lancar banget toppppppp deh ????;5;2021-04-05 08:52:18;POSITIF;;;
Zaza Zabreena;Bagus sih tapi hp qku ngqlqk;5;2021-04-05 04:44:54;POSITIF;;;
Agen Base VIP;Bagus apk nya cuma kok putus putus ya tapi terimakasih ya;5;2021-04-05 03:55:19;POSITIF;;;
Reva Lina Basyirotul Ainiyah 9G;Eror;1;2021-04-05 03:44:38;NEGATIF;;;
Dodo Pasaribu;Agak Kelen tengok dulu bosss kok gk bisa bersuara;1;2021-04-05 03:30:51;NEGATIF;;;
Muhammad Jaruki;Ok;5;2021-04-05 03:17:18;POSITIF;;;
Al ?;yg download pasti anak homeschool????;5;2021-04-05 02:58:11;POSITIF;;;
Ika Nur Wahyuni;Kenapa pada saat sya perbarui tetep dapat versi lama tdak dpat yg versi baru dalam google meet in;2;2021-04-05 02:41:50;NEGATIF;;;
mL mozilaa_*;Bagus sih tapi mohon suaranya kok patah patah padahal sinalnya bagus tolong yha ??;2;2021-04-05 02:39:12;NEGATIF;;;
Java Alri Stevano Gea;Apk ini bikin penuh memori;1;2021-04-05 02:34:36;NEGATIF;;;
Novembri Susanti Ngerung;Sangat buruk aplikasi ini;1;2021-04-05 02:26:55;NEGATIF;;;
Muhammad Syamroni Maghfiroh;Bgs;5;2021-04-05 02:21:20;POSITIF;;;
Micky Tri Prianto;Im so sad;1;2021-04-05 02:00:55;NEGATIF;;;
Naomi_S Suzazi;Aplikasinya sangat bermanfaat;5;2021-04-05 01:51:41;POSITIF;;;
Cheryl-Michaela-Darmawan;Karena anda saya masih sekolah :);1;2021-04-05 01:29:41;NEGATIF;;;
Novia sari Masriyusni;Bagus;5;2021-04-05 01:20:24;POSITIF;;;
Marvinno Jethro;Bagus;5;2021-04-05 01:11:43;POSITIF;;;
Amirah suryana;Aplikasinya bagus tapi makin diupdate makin rumit TwT;3;2021-04-05 01:07:39;NEGATIF;;;
Marketing dsi;Bagus banget;5;2021-04-05 01:03:00;POSITIF;;;
Rizal ganteng;Bintang 1 aja, beban kehidupan;1;2021-04-05 00:48:43;NEGATIF;;;
Anon Renwarin;Good;5;2021-04-05 00:34:31;POSITIF;;;
Siti Hafsah;Siiiip;5;2021-04-05 00:31:41;POSITIF;;;
EMIR farrel;Masa gk bisa gabung meet?! Why can't i join a meeting?!;1;2021-04-05 00:11:17;NEGATIF;;;
Intan First;Sangat praktis & mudah,, lancar jaya.... Bravoooo,, ????;5;2021-04-04 23:54:33;POSITIF;;;
Naufal Abyan;Saya malas ikut gugel mit;1;2021-04-04 23:39:23;NEGATIF;;;
Riky Maru;Mantapp banget???????????;5;2021-04-04 21:50:54;POSITIF;;;
Idris Davin Afrizzani;Kata saya lebih bagus aplikasi google meet karena jelas jika mau pencet buka suara daripada zoom, sungguh bagus aplikasinya saya puas, terimakasih aplikasinya ??????;5;2021-04-04 15:32:56;POSITIF;;;
Devia jannah Az zahra;pusing;4;2021-04-04 15:19:04;POSITIF;;;
Ananda Fitri;Sukaaa banget kalo lagi belajar online pake gmeet, gambarnya mulus xixixi. Makasiiii banyak yaaa ????;5;2021-04-04 14:26:30;POSITIF;;;
Muhammad Hafidh;Tolong ya google meet kok pas saya masuk keluar sendiri ya??;4;2021-04-04 14:01:05;POSITIF;;;
Nurfaizah Ida;Pengalaman saya jg terpuruk;5;2021-04-04 13:30:38;POSITIF;;;
Setto Adhi;Good application;5;2021-04-04 12:47:16;POSITIF;;;
ilhamhelmi fauzi19;Aplikasi sangat jelek suara nya putus putus audio nya buram tidak jelas patah patah video buram saya tidak bisa mendengar suara orang lain berbicara dengan saya;1;2021-04-04 11:59:54;NEGATIF;;;
Iyon Sofyan;Waktu itu make google meet ny keluar terus;1;2021-04-04 11:27:43;NEGATIF;;;
Gia Wahyu;Saya kepaksa hapus smua game buat ini._.;5;2021-04-04 10:40:53;POSITIF;;;
Nuriati Spd;Anda c.f. g Tangent Xcccgscj;5;2021-04-04 10:28:38;POSITIF;;;
Muhammad Farrel Faiz Ramadhan;Boros kuota;1;2021-04-04 09:27:56;NEGATIF;;;
Abd. Kahar Musakkir;Bagus;5;2021-04-04 08:58:36;POSITIF;;;
ANAK NEGERI;Sering Exit.;1;2021-04-04 08:41:52;NEGATIF;;;
Wenchi;Kok apknya tidak bisa di download padah al sudah coba berkali-kali;1;2021-04-04 06:46:02;NEGATIF;;;
Yus E.O;Aplikasi yang sangat membantu untuk belajar onlone;4;2021-04-04 06:41:46;POSITIF;;;
David Imanuel;Untuk audio nya tolong di sediakan audio internal agar kalau share screen video tidak perlu on mic Terimakasih;2;2021-04-04 04:06:09;NEGATIF;;;
Sitri Namanya;Ok;5;2021-04-04 03:48:35;POSITIF;;;
Eti ratna puri Ratna;Wow;5;2021-04-04 00:56:15;POSITIF;;;
Gabrielly Walter Samuel;Bagus;5;2021-04-04 00:30:55;POSITIF;;;
Ardiansyah 03;This application is very helpful in daily activities wherever and whenever;5;2021-04-03 22:58:38;POSITIF;;;
Laura Ajah;Apk ini bagus banget;1;2021-04-03 15:42:29;NEGATIF;;;
Evi kartiana Dewi;Bantu aku untuk instal.kenapa susa masuknya;5;2021-04-03 15:37:36;POSITIF;;;
Ima Afrilia;Kenapa gak bisa di download padahal memori nya masih banyak;2;2021-04-03 07:42:17;NEGATIF;;;
ZION;Aplikasi ini bagus banget Kalo ada yg komen apk ini jlk dan putus2 atau apa GT Mungkin sinyal kalian;5;2021-04-03 05:46:09;POSITIF;;;
Zakaria Sikoembang;Siip;5;2021-04-03 05:17:05;POSITIF;;;
Haji Ismail ST;Nice;5;2021-04-03 04:56:56;POSITIF;;;
Alisa Aisyah;Bagus banget aku suka;5;2021-04-03 04:35:39;POSITIF;;;
Arsy Dinastyy;awalnya gaada gangguan apapun, tp tb tb keluar sendiri, kirain rapatnya udh beres ternyata blm.. dan hrs keluar masuk pas drapat.. suka keluar sendiriii;2;2021-04-03 03:25:27;NEGATIF;;;
Beldina Nur fitriana;Hi google meet! Apa benar rumor yg bilang kalau gmeet bisa gratis cuman 1 jam? Apa tidak bisa diperpanjang? Soalnya kami ingin diskusi tentang UTBK / SBMPTN kalau berbayar, tidak sanggup membayarnya. Mohon dipertimbangkan ya kak, misalnya diperpanjang sebulan kedepan;3;2021-04-03 02:58:46;NEGATIF;;;
Combezz Krm;Aku suka gogl met;5;2021-04-03 02:47:55;POSITIF;;;
Pengguna Google;Saya bisa belajar online sama guru;5;2021-04-03 02:09:42;POSITIF;;;
VII i m ilham Surya kusuma;Papale papale hayyuk;5;2021-04-03 01:45:32;POSITIF;;;
Shinta Ihsan Fahri;Saya kasih bintang 2 karena aplikasinya nggak kayak dulu saya keganggu waktu rapat;2;2021-04-03 01:22:15;NEGATIF;;;
KUY GaMING;Jelek kadang suka ngeleg ngeleg sering bgt suara GK jelas ..;1;2021-04-03 01:19:27;NEGATIF;;;
sis ka;Mental terus;1;2021-04-03 01:16:15;NEGATIF;;;
sukardi jepara;Buatkan aplikasi yg mudah untuk matting Zoom.;4;2021-04-03 01:15:29;POSITIF;;;
jamaL Pratama;Asw!!!! Gw tidur enak² malah di banguin buat download ini disuruh belajar lagi! Padahal lagi enak tidur;1;2021-04-02 17:41:13;NEGATIF;;;
ChooKingliciuous DesDel;Bagus;5;2021-04-02 17:18:22;POSITIF;;;
Daniel Suryo;Mantap;4;2021-04-02 16:59:35;POSITIF;;;
jeni morata;Bagusss;5;2021-04-02 16:48:19;POSITIF;;;
Izzatullah Abduh;Good;5;2021-04-02 15:01:03;POSITIF;;;
max magic;Ok;5;2021-04-02 14:14:33;POSITIF;;;
Rini Kusumawati;Kok gak ada fitur raise hand;1;2021-04-02 13:37:16;NEGATIF;;;
Federico Nadra Lim;Saya sangat suka apk ini bisa online meeting;5;2021-04-02 11:56:12;POSITIF;;;
Yuda Gilang;Tolong di perbaiki kameranya ya min aku oas lagi adaring pas idupin kamera kok item pas aku chek di foto depana blakanh aman cepet di bnrin min;1;2021-04-02 11:32:45;NEGATIF;;;
jamaah teras;Makasih google meet udah jadi timses acara kami seharian tanpa bayaran????????;5;2021-04-02 10:16:10;POSITIF;;;
Boboracka Art;??;1;2021-04-02 08:19:09;NEGATIF;;;
Ardi Abineno;Mantap memudahkan dalam kegiatan perkuliahan secara daring;5;2021-04-02 08:15:26;POSITIF;;;
Mela Meilani;Yaaa lumayan;5;2021-04-02 07:29:35;POSITIF;;;
Zeta Hanzo;Suka keluar sendiri;1;2021-04-02 07:04:15;NEGATIF;;;
Felly namora Oktavia;Puas;5;2021-04-02 05:48:10;POSITIF;;;
Nur Hasanah;Mantap ??;5;2021-04-02 05:27:10;POSITIF;;;
Riska j;Entah kenapa.dengan aplikasi ini;3;2021-04-02 04:17:19;NEGATIF;;;
hy tesaa;Woi tolong lah ni knp g bisa di download;1;2021-04-02 03:29:44;NEGATIF;;;
keluarga kocqk;Ih di donloud ya lama banget saya butuh nih;4;2021-04-02 02:34:21;POSITIF;;;
Rina Wati;????????????????;5;2021-04-02 01:25:05;POSITIF;;;
Yyan Official;Udh di kasih ranting msh ajh di minta mlu ngeganggu tau ga;1;2021-04-02 01:02:19;NEGATIF;;;
ahmad M???? .;Burik;1;2021-04-01 23:31:03;NEGATIF;;;
Habi Bullah;Mantap;5;2021-04-01 22:59:23;POSITIF;;;
syahril sasak;Aplikasi ini sangat membantu utk mengajar;5;2021-04-01 21:58:07;POSITIF;;;
Posman syafi Ternate;Miit;5;2021-04-01 18:44:34;POSITIF;;;
abrao lafo;Pakai dulu apl ini;4;2021-04-01 14:01:43;POSITIF;;;
Eka Diva;Nice;5;2021-04-01 13:10:50;POSITIF;;;
Siti Handani - Fagus - Universitas Diponegoro;??;5;2021-04-01 13:04:43;POSITIF;;;
31 Putri Septiana 2D;Aplikasinya setelah diperbarui malah bikin susah waktu conference. Gampang keluar masuk dan tiba-tiba berhenti. Lebih suka versinya yang dulu daripada sekarang;2;2021-04-01 10:56:07;NEGATIF;;;
Dody Anantoprodjo;Sangat membantu;5;2021-04-01 08:42:44;POSITIF;;;
PATRICK LIM;Google meet ini lumayan lah bang aku kasih 4 ????????;4;2021-04-01 08:40:48;POSITIF;;;
Dimas Setyowibowo;KENAPA HARUS GAGAL MASUK COBA??? GUA TAU HP GUA KENTANG, TAPI GUA KULIAH GIMANA BIAWAK????;3;2021-04-01 08:38:51;NEGATIF;;;
Sumartin 81;????;2;2021-04-01 07:00:03;NEGATIF;;;
Abdul latif;Sampai Disini Baik2 saja aman ?? terima kasih sudah banyak membantu dunia Pendidikan maupun Non pendidikan??;5;2021-04-01 06:12:36;POSITIF;;;
Ridwan Nopa;Good;5;2021-04-01 06:04:20;POSITIF;;;
Maulana Nur Faif;Mantap;5;2021-04-01 04:22:02;POSITIF;;;
Sania Aja;Oke bnget deh;5;2021-04-01 03:45:06;POSITIF;;;
Fada NM;Lah kok mic-nya gak ada suaranya? padahal udah open mic + aplikasi lain mic-nya aman;1;2021-04-01 03:21:46;NEGATIF;;;
RIZAXRAZZAN;Gara Gara Ini Apl Gw jadi Sering Google Meeting Bikin Stress;1;2021-04-01 03:10:41;NEGATIF;;;
Vera Virnatama;Bagus banget;5;2021-04-01 03:08:56;POSITIF;;;
Yosua Desnam2000;Yup panipu;5;2021-04-01 02:44:19;POSITIF;;;
Ratih Budi;Blm pernah;4;2021-04-01 02:08:18;POSITIF;;;
XI IPA 4 Chairil Anuar bazar;Kenapa saat meminta masukan selalu keluar dari meetinng nya ah apps tlol;1;2021-04-01 01:58:58;NEGATIF;;;
NATASYA JULIA FAHIRA NATASYA;Download nya terlalu lama aplikasi nya bagus tapi kalau ada dua orang yang ikutan ngomong selalu keluar suara dari aplikasi ini;1;2021-04-01 01:47:44;NEGATIF;;;
Muh Faudzan. S;Jelek banget ni aplikasi iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii iiiiii iiiiiiiioiiiiiiiiiiiiiiiiiiii. Tapi boong;5;2021-04-01 01:42:30;POSITIF;;;
Azzam Rifqul;Dahlah;5;2021-04-01 01:39:11;POSITIF;;;
Kartiko Tiko;Aku sering berlangganan pakai aplikasi ini;5;2021-04-01 01:33:01;POSITIF;;;
Irnii St.Mufidah;Oke;5;2021-04-01 01:28:11;POSITIF;;;
Aenggel Lestari;Bagus;5;2021-04-01 01:13:20;POSITIF;;;
RISTI FARIRIN ER ALLU _069_PENDI.FISIKA A;Jlk;1;2021-04-01 00:42:38;NEGATIF;;;
Mukhamad Taqiyudin subki;Berguna banget;5;2021-04-01 00:30:03;POSITIF;;;
Aray Uciha;Bagus;5;2021-04-01 00:29:48;POSITIF;;;
Windi Nafisa;Yusrikelado;3;2021-03-31 18:09:23;NEGATIF;;;
